caseId,justice,term,direction,precedentAlteration,issueArea,lawType,caseOriginState
1995-037,110,1995,2,1,10,2,0
1995-038,110,1995,2,0,2,3,0
1995-039,110,1995,2,0,1,6,0
1995-040,110,1995,2,0,2,3,0
1995-041,110,1995,2,0,1,3,0
1995-042,110,1995,1,0,2,4,0
1995-043,110,1995,1,0,1,0,0
1995-044,110,1995,2,0,4,2,42
1995-045,110,1995,1,0,1,2,0
1995-046,110,1995,2,0,7,3,0
1995-047,110,1995,1,0,1,4,0
1995-048,110,1995,1,0,1,4,0
1995-049,110,1995,2,1,3,2,0
1995-050,110,1995,2,0,12,3,0
1995-051,110,1995,2,0,9,6,0
1995-052,110,1995,1,0,8,2,1
1995-053,110,1995,2,0,5,2,7
1995-054,110,1995,2,0,9,4,0
1995-055,110,1995,2,0,10,6,31
1995-056,110,1995,2,0,1,2,0
1995-057,110,1995,2,0,9,6,0
1995-058,110,1995,1,0,9,6,6
1995-059,110,1995,1,0,2,5,0
1995-060,110,1995,2,0,7,3,0
1995-061,110,1995,2,0,4,2,1
1995-062,110,1995,1,0,1,2,0
1995-063,110,1995,2,0,1,0,0
1995-064,110,1995,1,0,8,0,0
1995-065,110,1995,1,0,12,1,0
1995-066,110,1995,1,0,8,3,0
1995-067,110,1995,2,0,2,2,0
1995-068,110,1995,2,0,2,2,0
1995-069,110,1995,2,0,9,4,0
1995-070,110,1995,2,0,4,2,31
1995-071,110,1995,1,0,1,6,0
1995-072,110,1995,2,0,1,6,0
1995-074,110,1995,2,0,9,0,0
1995-075,110,1995,2,0,1,0,0
1995-076,110,1995,1,0,8,3,0
1995-077,110,1995,2,0,12,3,0
1995-078,110,1995,1,0,8,0,0
1995-079,110,1995,1,0,1,2,0
1995-080,110,1995,1,0,1,2,0
1995-081,110,1995,1,1,4,0,0
1995-082,110,1995,2,0,9,2,0
1995-084,110,1995,2,0,10,3,0
1995-085,110,1995,2,0,2,2,0
1995-086,110,1995,1,0,3,3,0
1995-087,110,1995,1,0,1,3,0
1995-088,110,1995,2,0,3,2,0
1995-089,110,1995,2,0,3,2,0
1995-090,110,1995,1,0,3,6,0
1995-095,110,1995,1,0,8,6,0
1995-096,110,1995,1,0,1,2,45
1996-001,110,1996,1,0,2,3,0
1996-002,110,1996,1,0,1,0,0
1996-003,110,1996,2,0,2,3,0
1996-004,110,1996,1,0,2,3,0
1996-005,110,1996,1,0,1,2,41
1996-006,110,1996,2,0,9,6,0
1996-007,110,1996,1,0,2,4,0
1996-008,110,1996,2,0,9,6,0
1996-009,110,1996,2,0,12,3,0
1996-010,110,1996,2,0,2,2,29
1996-011,110,1996,1,0,9,3,13
1996-012,110,1996,1,0,1,6,0
1996-013,110,1996,2,0,1,4,0
1996-014,110,1996,2,0,2,3,0
1996-015,110,1996,2,0,8,6,0
1996-016,110,1996,1,0,9,3,0
1996-017,110,1996,1,0,4,6,0
1996-018,110,1996,2,0,8,3,0
1996-019,110,1996,2,0,8,1,41
1996-020,110,1996,2,0,10,3,0
1996-021,110,1996,2,0,2,3,0
1996-022,110,1996,2,0,12,3,0
1996-023,110,1996,1,0,5,3,0
1996-024,110,1996,2,0,5,2,0
1996-026,110,1996,1,0,1,2,25
1996-027,110,1996,2,0,8,2,0
1996-028,110,1996,2,0,1,1,0
1996-029,110,1996,1,0,7,3,0
1996-030,110,1996,1,0,8,6,0
1996-031,110,1996,1,0,1,6,0
1996-032,110,1996,2,0,1,6,0
1996-033,110,1996,2,0,8,0,0
1996-034,110,1996,1,0,9,0,0
1996-035,110,1996,1,0,9,5,1
1996-036,110,1996,2,0,12,3,0
1996-037,110,1996,2,0,4,0,0
1996-038,110,1996,2,0,9,1,0
1996-039,110,1996,1,0,3,6,0
1996-040,110,1996,1,0,1,6,0
1996-041,110,1996,2,0,2,3,0
1996-042,110,1996,1,0,5,0,0
1996-043,110,1996,1,0,2,4,0
1996-044,110,1996,2,0,5,2,0
1996-045,110,1996,1,0,9,3,0
1996-046,110,1996,1,0,2,2,0
1996-047,110,1996,1,0,1,2,58
1996-048,110,1996,2,0,2,3,0
1996-049,110,1996,1,0,2,0,0
1996-050,110,1996,1,0,1,4,0
1996-051,110,1996,1,0,2,3,0
1996-052,110,1996,2,0,8,3,0
1996-053,110,1996,2,0,1,0,0
1996-054,110,1996,2,0,8,3,0
1996-055,110,1996,2,0,8,1,23
1996-056,110,1996,1,0,2,3,0
1996-057,110,1996,1,0,2,6,0
1996-058,110,1996,1,0,1,4,0
1996-059,110,1996,1,0,8,1,0
1996-060,110,1996,2,0,4,0,0
1996-061,110,1996,2,0,1,6,0
1996-062,110,1996,2,0,2,3,0
1996-063,110,1996,1,0,10,3,0
1996-064,110,1996,1,0,9,6,0
1996-065,110,1996,1,0,10,3,0
1996-066,110,1996,2,0,8,0,0
1996-067,110,1996,2,0,9,0,0
1996-068,110,1996,2,0,1,4,0
1996-069,110,1996,1,0,10,3,16
1996-070,110,1996,1,0,4,2,0
1996-071,110,1996,1,0,2,0,0
1996-072,110,1996,1,0,8,3,0
1996-073,110,1996,1,0,8,3,0
1996-075,110,1996,2,0,10,3,0
1996-076,110,1996,2,0,2,3,0
1996-077,110,1996,2,0,8,3,0
1996-078,110,1996,2,0,1,0,0
1996-079,110,1996,1,0,1,3,0
1996-080,110,1996,2,1,3,2,0
1996-081,110,1996,2,0,10,2,0
1996-082,110,1996,2,0,1,3,0
1996-083,110,1996,2,0,4,2,20
1996-084,110,1996,2,0,2,3,0
1996-085,110,1996,1,0,8,3,0
1996-086,110,1996,1,0,3,2,0
1996-087,110,1996,2,0,3,2,0
1996-088,110,1996,2,0,2,2,0
1996-089,110,1996,2,0,9,4,0
1996-090,110,1996,2,0,8,3,0
1996-091,110,1996,1,0,5,2,0
1996-092,110,1996,1,0,5,2,0
1996-093,110,1996,2,0,9,1,0
1996-094,110,1996,2,0,3,2,0
1996-095,110,1996,2,0,10,6,0
1996-096,110,1996,2,0,2,3,0
1996-097,110,1996,2,0,1,2,0
1997-001,110,1997,1,0,2,4,0
1997-002,110,1997,2,1,8,3,0
1997-003,110,1997,1,0,1,6,0
1997-004,110,1997,2,0,2,3,0
1997-005,110,1997,1,0,1,6,0
1997-006,110,1997,2,0,2,1,0
1997-007,110,1997,1,0,9,6,1
1997-008,110,1997,2,0,1,0,0
1997-009,110,1997,1,1,1,2,0
1997-010,110,1997,2,0,2,3,0
1997-011,110,1997,2,0,9,4,0
1997-012,110,1997,2,0,9,6,0
1997-013,110,1997,2,0,8,6,0
1997-014,110,1997,2,0,8,3,0
1997-016,110,1997,1,0,9,5,0
1997-017,110,1997,1,0,4,2,0
1997-018,110,1997,2,0,1,2,0
1997-019,110,1997,1,0,8,1,37
1997-020,110,1997,1,0,2,6,0
1997-021,110,1997,2,0,7,3,0
1997-024,110,1997,2,0,1,6,0
1997-025,110,1997,2,0,2,3,0
1997-026,110,1997,1,0,8,2,12
1997-027,110,1997,1,0,2,4,0
1997-028,110,1997,1,0,9,3,0
1997-029,110,1997,1,0,9,6,0
1997-030,110,1997,2,0,8,6,0
1997-031,110,1997,1,0,2,6,0
1997-032,110,1997,1,0,9,1,0
1997-033,110,1997,1,0,9,6,0
1997-034,110,1997,2,0,8,0,0
1997-035,110,1997,2,0,8,3,0
1997-036,110,1997,1,0,1,2,0
1997-037,110,1997,2,0,2,3,0
1997-038,110,1997,1,0,9,1,0
1997-039,110,1997,2,0,8,6,0
1997-040,110,1997,2,0,1,6,0
1997-041,110,1997,2,0,1,0,25
1997-042,110,1997,1,0,2,0,0
1997-043,110,1997,2,0,9,0,0
1997-044,110,1997,1,0,8,3,0
1997-045,110,1997,1,0,1,6,0
1997-046,110,1997,1,0,4,2,0
1997-047,110,1997,1,0,9,1,0
1997-048,110,1997,1,0,1,2,0
1997-049,110,1997,2,0,8,6,0
1997-050,110,1997,1,0,12,6,0
1997-051,110,1997,2,0,1,3,0
1997-052,110,1997,2,0,12,3,0
1997-053,110,1997,2,0,2,1,22
1997-054,110,1997,1,0,8,6,12
1997-055,110,1997,2,0,2,3,0
1997-056,110,1997,2,0,9,2,0
1997-057,110,1997,1,0,1,6,0
1997-058,110,1997,1,0,12,6,45
1997-059,110,1997,2,0,1,3,0
1997-060,110,1997,2,0,2,0,0
1997-061,110,1997,1,0,9,5,0
1997-062,110,1997,2,0,1,0,0
1997-063,110,1997,2,0,1,3,0
1997-064,110,1997,1,0,9,3,0
1997-065,110,1997,1,0,3,2,0
1997-066,110,1997,1,0,2,0,0
1997-067,110,1997,1,0,9,0,0
1997-068,110,1997,1,0,9,1,0
1997-069,110,1997,2,0,2,0,42
1997-071,110,1997,2,0,8,2,0
1997-072,110,1997,2,0,7,0,0
1997-073,110,1997,2,0,9,4,0
1997-074,110,1997,2,0,9,6,0
1997-075,110,1997,1,0,9,4,0
1997-076,110,1997,2,0,8,6,0
1997-077,110,1997,2,0,8,3,0
1997-078,110,1997,1,0,1,2,0
1997-079,110,1997,1,0,2,6,0
1997-080,110,1997,1,0,8,6,0
1997-081,110,1997,1,0,1,6,0
1997-082,110,1997,1,0,1,1,36
1997-083,110,1997,2,0,4,0,0
1997-084,110,1997,1,0,1,3,0
1997-085,110,1997,2,0,2,3,0
1997-086,110,1997,2,0,10,3,0
1997-087,110,1997,2,1,1,6,0
1997-088,110,1997,2,0,9,6,0
1997-089,110,1997,2,0,2,3,0
1997-090,110,1997,1,0,1,6,0
1997-091,110,1997,2,0,1,6,0
1997-092,110,1997,2,0,1,2,45
1997-093,110,1997,2,0,9,6,0
1997-094,110,1997,2,0,1,0,0
1997-096,110,1997,2,0,4,2,0
1997-097,110,1997,1,0,3,2,0
1997-098,110,1997,2,0,2,3,0
1997-099,110,1997,2,0,1,2,0
1997-100,110,1997,1,0,1,2,6
1997-101,110,1997,2,0,2,3,0
1997-102,110,1997,2,0,2,3,0
1998-001,110,1998,2,0,7,3,0
1998-002,110,1998,2,0,8,6,0
1998-003,110,1998,2,0,7,3,0
1998-004,110,1998,1,0,1,2,28
1998-005,110,1998,2,0,1,2,19
1998-006,110,1998,1,0,9,0,0
1998-007,110,1998,2,0,2,3,0
1998-008,110,1998,1,0,8,3,0
1998-009,110,1998,2,0,1,0,0
1998-010,110,1998,1,0,2,4,0
1998-011,110,1998,1,0,8,5,0
1998-012,110,1998,1,0,3,2,0
1998-013,110,1998,2,0,4,2,0
1998-014,110,1998,2,0,8,6,0
1998-015,110,1998,1,0,8,3,0
1998-016,110,1998,2,0,2,3,0
1998-017,110,1998,2,0,10,6,0
1998-020,110,1998,1,0,8,3,0
1998-021,110,1998,1,0,8,3,0
1998-022,110,1998,1,0,9,3,0
1998-023,110,1998,1,0,2,3,0
1998-024,110,1998,1,0,2,6,0
1998-025,110,1998,1,0,1,0,0
1998-026,110,1998,1,0,1,4,0
1998-027,110,1998,1,0,10,0,4
1998-028,110,1998,1,0,4,2,0
1998-029,110,1998,2,0,2,3,0
1998-030,110,1998,2,0,7,6,0
1998-032,110,1998,1,0,1,0,0
1998-033,110,1998,1,0,2,4,0
1998-034,110,1998,1,0,7,2,41
1998-035,110,1998,1,0,2,4,12
1998-036,110,1998,2,0,9,4,0
1998-037,110,1998,1,0,8,1,1
1998-038,110,1998,2,1,2,6,0
1998-039,110,1998,1,0,1,6,0
1998-040,110,1998,1,0,2,4,0
1998-041,110,1998,2,0,9,6,0
1998-042,110,1998,2,0,8,2,0
1998-043,110,1998,1,0,1,2,59
1998-044,110,1998,2,0,1,2,0
1998-045,110,1998,2,0,9,6,0
1998-046,110,1998,2,0,8,3,0
1998-047,110,1998,1,0,9,6,0
1998-048,110,1998,1,0,8,6,0
1998-049,110,1998,1,0,2,3,0
1998-050,110,1998,1,0,8,3,0
1998-051,110,1998,1,0,2,6,0
1998-052,110,1998,2,0,2,2,0
1998-053,110,1998,1,0,9,6,0
1998-054,110,1998,2,0,2,2,0
1998-055,110,1998,1,0,1,2,12
1998-056,110,1998,2,0,9,6,0
1998-058,110,1998,1,0,1,2,0
1998-059,110,1998,2,0,2,3,0
1998-060,110,1998,1,0,4,2,0
1998-061,110,1998,2,0,8,3,0
1998-062,110,1998,2,0,2,3,0
1998-063,110,1998,1,0,1,2,0
1998-064,110,1998,1,0,2,4,0
1998-065,110,1998,2,0,1,6,0
1998-066,110,1998,2,0,1,3,0
1998-068,110,1998,1,0,1,0,0
1998-069,110,1998,2,0,4,2,17
1998-070,110,1998,2,0,1,2,55
1998-071,110,1998,1,0,9,3,0
1998-072,110,1998,2,0,3,2,0
1998-073,110,1998,1,0,9,4,0
1998-074,110,1998,2,0,2,3,0
1998-075,110,1998,2,0,7,6,0
1998-076,110,1998,1,0,1,0,0
1998-077,110,1998,2,0,9,0,0
1998-078,110,1998,1,0,6,6,0
1998-079,110,1998,2,0,1,2,0
1998-080,110,1998,2,0,10,6,0
1998-082,110,1998,1,0,2,4,0
1998-083,110,1998,2,0,2,3,0
1998-084,110,1998,2,0,2,3,0
1998-085,110,1998,2,0,2,3,0
1998-087,110,1998,2,0,2,3,0
1998-088,110,1998,2,0,2,3,0
1998-089,110,1998,2,0,10,6,0
1998-090,110,1998,2,1,10,6,0
1998-091,110,1998,2,0,10,2,23
1998-092,110,1998,2,0,9,4,0
1998-093,110,1998,1,0,2,4,0
1999-001,110,1999,2,0,9,3,0
1999-002,110,1999,1,0,2,4,0
1999-003,110,1999,1,0,2,4,0
1999-004,110,1999,1,0,2,4,0
1999-005,110,1999,1,0,2,4,0
1999-007,110,1999,2,0,1,2,0
1999-008,110,1999,1,0,2,4,0
1999-009,110,1999,2,0,2,0,0
1999-010,110,1999,1,0,9,0,0
1999-011,110,1999,1,0,3,2,0
1999-012,110,1999,2,0,12,3,0
1999-013,110,1999,2,0,10,3,0
1999-016,110,1999,1,0,1,6,37
1999-017,110,1999,2,0,1,2,17
1999-018,110,1999,2,0,10,6,0
1999-019,110,1999,1,0,1,2,6
1999-020,110,1999,2,0,9,0,0
1999-021,110,1999,2,0,1,2,0
1999-022,110,1999,2,0,2,6,0
1999-023,110,1999,2,0,2,2,0
1999-024,110,1999,1,0,1,4,0
1999-025,110,1999,2,0,2,3,0
1999-026,110,1999,2,0,3,2,0
1999-027,110,1999,2,0,12,3,0
1999-028,110,1999,1,0,8,4,0
1999-029,110,1999,1,0,8,2,6
1999-030,110,1999,1,0,1,2,0
1999-031,110,1999,1,0,2,2,0
1999-032,110,1999,1,0,9,3,0
1999-033,110,1999,2,0,2,2,0
1999-034,110,1999,1,0,9,3,0
1999-035,110,1999,1,0,1,6,0
1999-036,110,1999,1,0,1,2,0
1999-037,110,1999,2,0,10,6,0
1999-038,110,1999,2,0,8,3,0
1999-039,110,1999,2,0,9,6,0
1999-040,110,1999,2,0,8,6,0
1999-041,110,1999,1,0,3,2,0
1999-042,110,1999,1,0,1,1,0
1999-043,110,1999,2,0,1,2,12
1999-044,110,1999,1,0,3,2,45
1999-046,110,1999,1,0,1,2,0
1999-047,110,1999,1,0,10,6,0
1999-048,110,1999,2,0,1,3,0
1999-050,110,1999,2,0,1,3,0
1999-051,110,1999,2,0,1,0,0
1999-052,110,1999,2,0,4,2,0
1999-053,110,1999,2,0,1,3,0
1999-054,110,1999,1,0,1,3,0
1999-055,110,1999,2,0,1,1,51
1999-056,110,1999,2,0,7,3,0
1999-057,110,1999,2,0,10,6,0
1999-058,110,1999,2,0,2,6,0
1999-059,110,1999,1,0,1,6,0
1999-060,110,1999,2,0,8,6,0
1999-061,110,1999,2,0,1,4,0
1999-062,110,1999,2,0,9,1,0
1999-063,110,1999,1,0,3,6,0
1999-064,110,1999,2,0,1,3,0
1999-065,110,1999,2,0,10,6,0
1999-066,110,1999,2,0,8,3,0
1999-067,110,1999,1,0,8,3,0
1999-068,110,1999,2,0,1,6,0
1999-069,110,1999,2,0,5,2,56
1999-070,110,1999,1,0,9,3,0
1999-071,110,1999,2,0,1,6,0
1999-072,110,1999,2,0,2,3,0
1999-073,110,1999,2,0,1,3,0
1999-074,110,1999,1,0,8,3,0
1999-075,110,1999,2,0,8,3,0
1999-076,110,1999,2,0,1,6,0
1999-077,110,1999,2,0,3,2,0
1999-078,110,1999,2,0,1,6,0
1999-079,110,1999,2,0,10,1,0
1999-080,110,1999,2,0,2,5,0
1999-081,110,1999,2,0,1,2,0
1999-082,110,1999,1,0,1,2,35
1999-083,110,1999,2,0,2,2,0
1999-084,110,1999,1,0,8,0,0
1999-085,110,1999,2,0,2,2,35
1999-086,110,1999,2,0,5,2,7
1999-087,110,1999,1,1,3,2,0
1999-088,110,1999,2,0,5,2,0
1999-089,110,1999,2,0,10,3,0
2000-001,110,2000,2,0,2,0,0
2000-002,110,2000,2,0,1,6,0
2000-003,110,2000,1,0,1,6,0
2000-004,110,2000,1,0,9,1,0
2000-005,110,2000,2,0,1,2,0
2000-006,110,2000,2,0,7,6,0
2000-007,110,2000,1,0,9,0,12
2000-008,110,2000,2,0,9,6,0
2000-009,110,2000,2,0,2,6,12
2000-010,110,2000,2,0,8,6,0
2000-011,110,2000,2,0,1,2,0
2000-012,110,2000,2,0,12,3,0
2000-013,110,2000,2,0,4,2,0
2000-014,110,2000,1,0,1,6,0
2000-015,110,2000,1,0,4,1,0
2000-016,110,2000,1,0,9,0,58
2000-017,110,2000,1,0,9,0,0
2000-018,110,2000,2,0,4,2,0
2000-019,110,2000,2,0,8,6,30
2000-020,110,2000,1,0,1,2,17
2000-021,110,2000,2,0,10,3,0
2000-022,110,2000,2,0,10,2,0
2000-023,110,2000,1,0,8,6,0
2000-024,110,2000,2,0,8,6,0
2000-025,110,2000,2,0,8,3,0
2000-026,110,2000,2,0,9,4,25
2000-027,110,2000,2,0,2,2,0
2000-028,110,2000,2,0,3,2,0
2000-029,110,2000,1,0,5,3,0
2000-030,110,2000,2,0,1,2,41
2000-031,110,2000,2,0,8,6,0
2000-032,110,2000,2,0,1,2,48
2000-033,110,2000,1,0,1,6,0
2000-034,110,2000,2,0,1,2,0
2000-035,110,2000,2,0,7,6,0
2000-036,110,2000,1,0,10,3,56
2000-037,110,2000,2,0,1,2,51
2000-038,110,2000,1,0,4,2,0
2000-039,110,2000,2,0,12,3,0
2000-040,110,2000,1,0,3,2,0
2000-041,110,2000,2,0,2,2,0
2000-042,110,2000,1,0,2,3,0
2000-043,110,2000,2,0,9,3,0
2000-044,110,2000,2,0,1,2,0
2000-045,110,2000,2,0,1,3,0
2000-046,110,2000,2,0,1,3,0
2000-047,110,2000,1,0,2,0,42
2000-048,110,2000,1,0,8,2,0
2000-049,110,2000,2,0,4,2,50
2000-051,110,2000,1,0,7,0,0
2000-052,110,2000,2,0,3,2,0
2000-053,110,2000,2,1,12,1,0
2000-054,110,2000,2,0,8,3,0
2000-055,110,2000,2,0,6,3,0
2000-056,110,2000,1,0,2,6,0
2000-057,110,2000,2,0,2,3,0
2000-058,110,2000,2,0,7,3,0
2000-059,110,2000,1,0,9,6,0
2000-061,110,2000,2,0,1,4,0
2000-062,110,2000,2,0,10,0,5
2000-063,110,2000,1,0,9,6,12
2000-064,110,2000,2,0,1,2,0
2000-065,110,2000,2,0,8,0,0
2000-066,110,2000,1,0,12,3,0
2000-067,110,2000,2,0,2,3,0
2000-069,110,2000,2,0,1,2,0
2000-070,110,2000,2,0,2,2,0
2000-071,110,2000,1,0,3,2,0
2000-072,110,2000,2,0,1,6,1
2000-073,110,2000,1,0,1,3,0
2000-074,110,2000,2,0,1,3,0
2000-075,110,2000,2,0,8,0,0
2000-076,110,2000,2,0,9,6,0
2000-077,110,2000,2,0,2,5,0
2000-078,110,2000,2,0,2,3,0
2000-079,110,2000,2,0,2,3,0
2000-080,110,2000,1,0,2,0,0
2000-081,110,2000,1,0,3,6,0
2000-082,110,2000,2,0,3,3,0
2000-083,110,2000,1,0,8,6,0
2000-084,110,2000,1,0,10,6,0
2000-085,110,2000,2,0,4,2,47
2000-086,110,2000,2,0,1,3,0
2000-087,110,2000,2,0,2,3,0
2001-001,110,2001,1,0,9,6,0
2001-002,110,2001,1,0,8,6,0
2001-004,110,2001,2,0,2,0,0
2001-005,110,2001,1,0,2,6,0
2001-006,110,2001,1,0,9,0,0
2001-007,110,2001,1,0,1,2,0
2001-008,110,2001,2,0,8,6,0
2001-009,110,2001,1,0,9,0,0
2001-010,110,2001,2,0,4,2,0
2001-011,110,2001,1,0,2,3,0
2001-012,110,2001,2,0,8,3,0
2001-013,110,2001,2,0,7,3,0
2001-014,110,2001,2,0,1,2,48
2001-015,110,2001,1,0,1,0,0
2001-016,110,2001,2,0,7,6,0
2001-017,110,2001,1,0,3,2,0
2001-018,110,2001,1,0,9,6,0
2001-019,110,2001,2,0,9,0,0
2001-020,110,2001,2,0,4,2,20
2001-021,110,2001,1,0,5,3,0
2001-022,110,2001,2,0,8,6,0
2001-023,110,2001,1,0,10,6,58
2001-024,110,2001,2,0,2,4,0
2001-025,110,2001,1,0,9,6,0
2001-026,110,2001,2,0,9,6,28
2001-027,110,2001,1,0,9,3,0
2001-028,110,2001,2,0,8,3,0
2001-029,110,2001,1,0,1,4,0
2001-030,110,2001,1,0,9,6,0
2001-031,110,2001,2,0,2,3,0
2001-033,110,2001,2,0,2,6,0
2001-034,110,2001,2,0,1,2,0
2001-035,110,2001,1,0,2,3,0
2001-036,110,2001,1,0,9,0,0
2001-037,110,2001,1,0,4,6,0
2001-038,110,2001,2,0,3,6,0
2001-039,110,2001,2,0,12,3,0
2001-040,110,2001,2,0,4,2,0
2001-041,110,2001,1,0,3,2,0
2001-042,110,2001,1,0,2,3,0
2001-044,110,2001,2,0,3,2,0
2001-045,110,2001,1,0,8,6,0
2001-046,110,2001,1,0,3,6,0
2001-047,110,2001,2,1,10,2,0
2001-048,110,2001,1,1,1,4,0
2001-049,110,2001,2,0,10,6,0
2001-050,110,2001,2,0,1,2,1
2001-051,110,2001,1,0,1,3,0
2001-052,110,2001,1,0,8,6,0
2001-053,110,2001,2,0,10,2,0
2001-054,110,2001,2,0,6,3,0
2001-055,110,2001,2,0,8,3,0
2001-056,110,2001,1,0,9,6,0
2001-057,110,2001,2,0,9,4,0
2001-058,110,2001,2,0,1,2,0
2001-059,110,2001,1,0,2,3,0
2001-060,110,2001,2,0,9,6,0
2001-061,110,2001,2,0,2,3,0
2001-062,110,2001,2,0,9,6,0
2001-063,110,2001,2,0,3,2,0
2001-064,110,2001,1,0,8,3,0
2001-065,110,2001,1,0,1,2,0
2001-066,110,2001,2,0,1,3,0
2001-067,110,2001,2,0,12,3,0
2001-068,110,2001,1,0,1,0,0
2001-069,110,2001,1,0,5,3,56
2001-070,110,2001,2,1,1,2,55
2001-071,110,2001,1,0,10,3,0
2001-072,110,2001,2,0,8,0,0
2001-073,110,2001,1,0,10,3,0
2001-074,110,2001,2,0,2,6,0
2001-075,110,2001,1,0,7,2,0
2001-076,110,2001,1,0,1,6,0
2001-077,110,2001,2,1,1,2,4
2001-078,110,2001,1,0,1,2,0
2001-079,110,2001,2,0,1,2,22
2001-080,110,2001,2,0,3,2,0
2001-081,110,2001,2,0,2,3,0
2001-082,110,2001,1,0,3,2,0
2001-083,110,2001,1,0,5,2,0
