caseId,justice,term,direction,precedentAlteration,issueArea,lawType,caseOriginState
2006-020,112,2006,1,0,1,5,0
2006-021,112,2006,2,0,9,0,0
2006-022,112,2006,1,0,9,1,0
2006-023,112,2006,2,0,6,3,0
2006-024,112,2006,1,0,8,3,0
2006-025,112,2006,2,0,8,6,14
2006-026,112,2006,1,0,9,1,0
2006-027,112,2006,2,0,8,3,0
2006-028,112,2006,2,0,10,6,0
2006-029,112,2006,2,0,8,3,0
2006-030,112,2006,2,0,9,6,0
2006-031,112,2006,1,1,5,6,0
2006-032,112,2006,1,0,1,6,0
2006-033,112,2006,1,0,1,3,0
2006-034,112,2006,1,0,1,3,0
2006-035,112,2006,1,0,1,0,51
2006-036,112,2006,1,0,8,1,0
2006-037,112,2006,1,0,1,2,0
2006-038,112,2006,2,0,8,6,0
2006-039,112,2006,2,0,12,3,0
2006-040,112,2006,2,0,8,6,0
2006-041,112,2006,1,0,1,3,0
2006-042,112,2006,2,0,12,3,0
2006-043,112,2006,1,0,9,6,0
2006-044,112,2006,2,0,2,6,0
2006-045,112,2006,1,1,8,3,0
2006-046,112,2006,1,0,1,3,0
2006-047,112,2006,1,0,1,2,0
2006-048,112,2006,1,0,2,3,0
2006-049,112,2006,1,0,1,0,0
2006-050,112,2006,1,0,8,6,0
2006-051,112,2006,1,0,6,3,0
2006-052,112,2006,1,0,9,0,0
2006-053,112,2006,2,0,9,4,0
2006-054,112,2006,1,0,8,3,0
2006-055,112,2006,1,0,1,3,0
2006-056,112,2006,2,0,8,6,0
2006-057,112,2006,2,0,9,6,0
2006-058,112,2006,1,0,7,3,0
2006-059,112,2006,1,0,7,2,56
2006-060,112,2006,2,0,8,6,0
2006-061,112,2006,1,1,9,4,0
2006-062,112,2006,1,0,9,6,0
2006-063,112,2006,2,0,1,2,6
2006-064,112,2006,1,0,8,3,0
2006-065,112,2006,1,0,3,2,0
2006-066,112,2006,1,0,8,6,0
2006-067,112,2006,1,0,1,6,0
2006-068,112,2006,1,0,3,2,0
2006-069,112,2006,2,0,3,3,0
2006-070,112,2006,2,0,8,3,0
2006-071,112,2006,1,0,9,1,0
2006-072,112,2006,1,0,8,3,0
2006-073,112,2006,1,1,2,2,0
2006-074,112,2006,1,1,8,3,0
2006-075,112,2006,1,0,1,2,0
2007-002,112,2007,1,0,9,3,0
2007-003,112,2007,1,0,8,6,0
2007-004,112,2007,1,0,1,6,0
2007-005,112,2007,1,0,1,6,0
2007-006,112,2007,2,0,1,6,0
2007-007,112,2007,1,0,1,6,0
2007-008,112,2007,2,0,9,0,0
2007-009,112,2007,1,0,1,2,0
2007-010,112,2007,1,0,9,6,0
2007-011,112,2007,1,0,8,3,0
2007-012,112,2007,2,0,12,3,0
2007-013,112,2007,1,0,3,2,0
2007-014,112,2007,2,0,8,3,0
2007-015,112,2007,2,0,8,3,0
2007-016,112,2007,2,0,1,3,28
2007-017,112,2007,2,0,10,6,0
2007-018,112,2007,2,0,10,6,6
2007-019,112,2007,2,0,10,6,0
2007-020,112,2007,1,0,2,4,0
2007-021,112,2007,2,0,2,3,0
2007-022,112,2007,2,0,1,3,0
2007-024,112,2007,2,0,2,2,0
2007-025,112,2007,2,0,2,2,22
2007-026,112,2007,1,0,10,5,51
2007-027,112,2007,1,0,8,6,0
2007-029,112,2007,2,0,12,3,0
2007-030,112,2007,2,0,8,1,17
2007-031,112,2007,1,0,1,2,21
2007-032,112,2007,1,0,1,6,0
2007-033,112,2007,1,0,1,6,0
2007-034,112,2007,1,0,1,2,55
2007-035,112,2007,1,0,2,2,0
2007-036,112,2007,1,0,1,6,0
2007-037,112,2007,1,0,1,3,0
2007-038,112,2007,1,0,3,2,0
2007-039,112,2007,1,0,8,1,21
2007-040,112,2007,1,0,1,6,0
2007-041,112,2007,1,0,2,3,0
2007-042,112,2007,2,0,2,3,0
2007-043,112,2007,2,0,2,3,0
2007-044,112,2007,1,0,1,6,0
2007-045,112,2007,2,0,1,6,0
2007-046,112,2007,2,0,6,3,0
2007-047,112,2007,1,0,2,2,0
2007-048,112,2007,2,0,8,0,0
2007-049,112,2007,2,0,8,3,0
2007-050,112,2007,1,0,8,3,0
2007-051,112,2007,1,0,1,3,0
2007-052,112,2007,1,0,1,4,0
2007-053,112,2007,1,0,1,1,0
2007-054,112,2007,1,0,9,4,0
2007-055,112,2007,2,0,9,0,0
2007-056,112,2007,1,0,2,3,0
2007-057,112,2007,1,0,8,3,0
2007-058,112,2007,2,0,10,3,0
2007-059,112,2007,2,0,2,3,0
2007-060,112,2007,2,0,8,3,0
2007-061,112,2007,2,0,2,3,0
2007-062,112,2007,2,0,1,2,18
2007-063,112,2007,2,0,2,2,0
2007-064,112,2007,2,0,9,0,0
2007-065,112,2007,1,0,9,1,0
2007-066,112,2007,1,0,2,0,0
2007-067,112,2007,1,0,1,2,6
2007-068,112,2007,1,0,1,2,22
2007-070,112,2007,1,0,8,3,0
2007-071,112,2007,1,0,1,2,0
2007-072,112,2007,1,0,3,6,0
2007-073,112,2007,1,0,1,0,51
2008-001,112,2008,2,0,1,6,0
2008-002,112,2008,2,0,2,6,0
2008-003,112,2008,1,0,8,3,0
2008-004,112,2008,1,0,9,6,0
2008-005,112,2008,1,0,1,5,0
2008-006,112,2008,2,0,10,6,0
2008-007,112,2008,2,0,9,3,0
2008-008,112,2008,2,0,1,6,0
2008-009,112,2008,1,0,1,5,0
2008-010,112,2008,1,0,1,2,43
2008-011,112,2008,1,0,1,3,0
2008-012,112,2008,2,0,7,2,0
2008-013,112,2008,1,1,2,3,0
2008-014,112,2008,2,0,2,3,0
2008-015,112,2008,1,0,1,6,0
2008-016,112,2008,2,0,2,3,0
2008-017,112,2008,2,0,8,3,0
2008-018,112,2008,2,0,8,6,0
2008-019,112,2008,1,0,1,2,4
2008-020,112,2008,1,0,2,3,0
2008-021,112,2008,2,0,1,6,0
2008-022,112,2008,1,0,3,2,0
2008-023,112,2008,1,0,2,6,0
2008-024,112,2008,1,0,1,6,0
2008-025,112,2008,1,0,8,3,0
2008-026,112,2008,1,0,3,2,0
2008-027,112,2008,1,0,9,1,0
2008-028,112,2008,2,0,2,3,0
2008-029,112,2008,2,0,10,3,53
2008-030,112,2008,1,0,2,3,38
2008-031,112,2008,2,0,10,6,0
2008-032,112,2008,1,0,1,2,53
2008-034,112,2008,1,0,2,3,0
2008-035,112,2008,1,0,1,4,0
2008-036,112,2008,1,0,1,2,17
2008-038,112,2008,1,0,9,6,43
2008-039,112,2008,1,0,10,6,0
2008-040,112,2008,1,0,8,3,0
2008-041,112,2008,1,0,2,3,0
2008-042,112,2008,1,0,2,6,0
2008-043,112,2008,1,0,1,6,0
2008-044,112,2008,1,0,1,2,4
2008-045,112,2008,2,0,8,6,0
2008-046,112,2008,1,0,2,5,0
2008-047,112,2008,1,0,2,3,0
2008-048,112,2008,2,0,1,2,0
2008-049,112,2008,1,0,9,3,0
2008-050,112,2008,1,0,1,6,0
2008-051,112,2008,1,0,1,5,20
2008-052,112,2008,1,0,8,6,0
2008-053,112,2008,2,0,9,6,0
2008-054,112,2008,2,0,9,6,0
2008-055,112,2008,2,0,2,6,0
2008-056,112,2008,1,0,9,4,0
2008-057,112,2008,1,0,2,3,0
2008-058,112,2008,1,0,2,1,37
2008-059,112,2008,1,1,1,2,22
2008-060,112,2008,2,0,1,6,0
2008-061,112,2008,1,0,1,2,0
2008-062,112,2008,1,0,8,3,50
2008-063,112,2008,1,0,9,6,0
2008-064,112,2008,1,0,4,2,57
2008-065,112,2008,1,0,9,6,0
2008-066,112,2008,1,0,9,4,0
2008-067,112,2008,1,0,1,3,0
2008-068,112,2008,1,0,9,6,0
2008-069,112,2008,1,0,8,1,2
2008-070,112,2008,1,0,2,3,0
2008-071,112,2008,1,0,1,2,0
2008-072,112,2008,1,0,1,2,0
2008-073,112,2008,1,0,8,3,0
2008-074,112,2008,1,0,2,3,0
2008-075,112,2008,2,0,2,3,0
2008-076,112,2008,2,0,2,3,0
2008-077,112,2008,1,0,8,3,0
2008-078,112,2008,1,0,1,2,26
2008-079,112,2008,2,0,1,2,0
2008-080,112,2008,1,0,8,3,0
2008-081,112,2008,1,0,2,4,0
2008-082,112,2008,2,0,10,6,0
2008-083,112,2008,1,0,2,3,0
2009-001,112,2009,1,0,9,6,0
2009-002,112,2009,1,0,9,1,0
2009-003,112,2009,2,0,7,3,0
2009-005,112,2009,1,0,1,2,27
2009-006,112,2009,2,0,1,9,0
2009-007,112,2009,1,0,2,2,0
2009-008,112,2009,1,0,2,1,0
2009-009,112,2009,2,0,9,9,0
2009-010,112,2009,2,0,1,2,55
2009-011,112,2009,1,0,8,3,0
2009-012,112,2009,1,1,3,2,0
2009-013,112,2009,1,0,1,3,0
2009-015,112,2009,2,0,2,3,0
2009-016,112,2009,1,0,1,9,0
2009-017,112,2009,2,0,1,2,13
2009-018,112,2009,1,0,9,6,0
2009-019,112,2009,1,0,8,3,0
2009-020,112,2009,1,0,1,2,0
2009-021,112,2009,1,0,1,9,0
2009-022,112,2009,1,0,1,2,25
2009-023,112,2009,2,0,9,6,0
2009-024,112,2009,1,0,1,2,12
2009-025,112,2009,1,0,1,9,0
2009-026,112,2009,2,0,2,3,0
2009-027,112,2009,1,0,8,6,0
2009-028,112,2009,1,0,8,6,0
2009-029,112,2009,1,0,1,6,0
2009-030,112,2009,2,0,9,9,0
2009-031,112,2009,2,0,6,3,0
2009-032,112,2009,1,0,1,6,0
2009-033,112,2009,1,0,9,4,0
2009-034,112,2009,2,0,1,2,21
2009-035,112,2009,1,0,8,6,0
2009-036,112,2009,1,0,1,2,0
2009-037,112,2009,2,0,8,3,0
2009-038,112,2009,2,0,8,3,0
2009-039,112,2009,1,0,8,6,0
2009-040,112,2009,1,0,1,3,0
2009-041,112,2009,1,0,3,2,0
2009-042,112,2009,2,0,8,6,0
2009-043,112,2009,2,0,8,3,0
2009-044,112,2009,1,0,2,6,0
2009-045,112,2009,1,0,6,3,0
2009-046,112,2009,1,0,8,3,0
2009-047,112,2009,1,0,3,6,0
2009-048,112,2009,2,0,2,5,0
2009-049,112,2009,1,0,1,2,12
2009-050,112,2009,2,0,10,1,0
2009-051,112,2009,1,0,1,2,12
2009-052,112,2009,2,0,8,3,0
2009-053,112,2009,2,0,2,3,0
2009-054,112,2009,2,0,1,6,0
2009-055,112,2009,2,0,6,3,0
2009-056,112,2009,1,0,1,4,0
2009-057,112,2009,1,0,1,2,10
2009-058,112,2009,2,0,1,3,0
2009-059,112,2009,2,0,8,6,0
2009-060,112,2009,1,0,8,5,0
2009-061,112,2009,1,0,1,2,0
2009-062,112,2009,1,0,10,6,0
2009-063,112,2009,1,0,1,6,0
2009-064,112,2009,1,0,1,6,0
2009-065,112,2009,2,0,8,3,0
2009-066,112,2009,2,0,9,4,0
2009-067,112,2009,1,0,2,6,0
2009-068,112,2009,2,0,2,3,0
2009-069,112,2009,1,0,6,3,0
2009-070,112,2009,2,0,9,6,0
2009-071,112,2009,2,0,2,3,0
2009-072,112,2009,2,0,9,3,0
2009-073,112,2009,2,0,4,2,12
2009-074,112,2009,1,0,1,2,0
2009-075,112,2009,1,0,8,3,0
2009-077,112,2009,1,0,3,6,0
2009-078,112,2009,1,0,7,6,0
2009-079,112,2009,1,0,8,3,0
2009-080,112,2009,1,0,8,3,0
2009-081,112,2009,1,0,5,2,0
2009-082,112,2009,1,0,8,3,0
2009-083,112,2009,2,0,7,3,0
2009-084,112,2009,1,0,1,3,0
2009-085,112,2009,2,0,1,6,0
2009-086,112,2009,2,0,1,9,0
2009-088,112,2009,2,0,13,1,0
2009-089,112,2009,2,0,8,6,0
2009-090,112,2009,2,0,3,2,0
2009-091,112,2009,1,1,1,2,0
2009-093,112,2009,1,0,9,4,0
2009-094,112,2009,2,0,1,0,0
2010-001,112,2010,1,0,1,3,0
2010-002,112,2010,1,0,1,3,0
2010-003,112,2010,1,0,2,3,0
2010-005,112,2010,1,0,2,9,0
2010-006,112,2010,2,0,12,3,0
2010-007,112,2010,1,0,8,3,0
2010-008,112,2010,1,0,1,3,0
2010-009,112,2010,1,0,2,2,0
2010-010,112,2010,1,0,5,6,0
2010-011,112,2010,1,0,1,3,0
2010-012,112,2010,1,0,8,3,0
2010-013,112,2010,2,0,2,3,0
2010-014,112,2010,2,0,2,3,0
2010-015,112,2010,2,0,10,6,0
2010-016,112,2010,1,0,8,6,0
2010-017,112,2010,1,0,2,8,0
2010-018,112,2010,1,0,10,9,6
2010-019,112,2010,1,0,1,2,27
2010-020,112,2010,1,0,5,3,0
2010-021,112,2010,2,0,2,6,0
2010-022,112,2010,2,0,2,6,0
2010-023,112,2010,1,0,3,2,0
2010-024,112,2010,1,0,1,2,0
2010-025,112,2010,2,0,1,3,0
2010-026,112,2010,2,0,5,3,0
2010-027,112,2010,1,0,2,3,0
2010-028,112,2010,1,0,2,3,0
2010-029,112,2010,2,0,7,3,0
2010-030,112,2010,2,0,8,3,0
2010-031,112,2010,1,0,2,3,0
2010-032,112,2010,1,0,9,3,0
2010-034,112,2010,1,0,9,2,0
2010-035,112,2010,1,0,1,3,0
2010-036,112,2010,1,0,2,6,0
2010-037,112,2010,1,0,10,2,0
2010-038,112,2010,1,0,1,9,0
2010-040,112,2010,1,0,8,3,0
2010-041,112,2010,1,0,2,6,0
2010-042,112,2010,1,0,5,3,0
2010-043,112,2010,1,0,8,3,0
2010-044,112,2010,1,0,1,2,21
2010-045,112,2010,1,0,5,0,0
2010-046,112,2010,1,0,1,2,0
2010-047,112,2010,1,0,10,3,0
2010-048,112,2010,2,0,1,6,0
2010-049,112,2010,1,0,1,6,0
2010-050,112,2010,2,0,9,1,0
2010-051,112,2010,2,0,8,6,0
2010-052,112,2010,2,0,8,6,0
2010-053,112,2010,1,0,6,3,0
2010-054,112,2010,1,0,1,6,0
2010-055,112,2010,1,0,8,6,0
2010-056,112,2010,2,0,9,4,0
2010-057,112,2010,2,0,8,6,0
2010-058,112,2010,1,0,1,6,0
2010-059,112,2010,2,0,8,3,0
2010-060,112,2010,1,0,1,6,0
2010-062,112,2010,1,0,2,6,0
2010-063,112,2010,1,0,8,3,0
2010-064,112,2010,1,0,3,2,33
2010-065,112,2010,2,1,9,1,0
2010-066,112,2010,1,0,1,5,0
2010-067,112,2010,1,0,1,2,38
2010-068,112,2010,1,0,10,6,0
2010-069,112,2010,2,0,1,6,0
2010-070,112,2010,1,0,9,4,0
2010-071,112,2010,1,0,3,2,0
2010-072,112,2010,1,0,8,3,0
2010-073,112,2010,1,0,1,2,48
2010-074,112,2010,1,0,8,3,0
2010-075,112,2010,1,0,1,2,36
2010-076,112,2010,2,0,10,1,0
2010-077,112,2010,2,0,3,2,0
2010-078,112,2010,1,0,1,6,0
2010-081,112,2010,2,0,4,2,38
2010-082,112,2010,2,0,4,2,35
2010-083,112,2010,2,0,3,2,0
2010-084,112,2010,1,0,3,2,0
2010-085,112,2010,1,0,1,2,0
2010-086,112,2010,1,0,9,9,37
2011-001,112,2011,1,0,1,3,0
2011-002,112,2011,1,0,1,3,0
2011-003,112,2011,1,0,1,2,0
2011-004,112,2011,1,0,8,6,12
2011-005,112,2011,1,0,9,3,0
2011-006,112,2011,1,0,1,2,0
2011-007,112,2011,1,0,8,6,0
2011-008,112,2011,2,0,1,2,22
2011-009,112,2011,1,0,1,2,34
2011-010,112,2011,2,0,8,3,0
2011-011,112,2011,2,0,3,2,0
2011-012,112,2011,1,0,1,2,0
2011-013,112,2011,2,0,2,3,0
2011-014,112,2011,2,0,8,6,0
2011-015,112,2011,2,0,8,1,0
2011-016,112,2011,2,0,2,9,0
2011-017,112,2011,2,0,1,6,0
2011-018,112,2011,2,0,1,2,0
2011-019,112,2011,2,0,10,6,0
2011-020,112,2011,2,0,1,2,0
2011-021,112,2011,1,0,2,3,0
2011-022,112,2011,1,0,2,3,0
2011-023,112,2011,1,0,1,2,0
2011-024,112,2011,1,0,1,9,0
2011-025,112,2011,1,0,8,6,57
2011-026,112,2011,1,0,2,2,0
2011-027,112,2011,1,0,8,9,31
2011-028,112,2011,2,0,2,1,0
2011-029,112,2011,2,0,10,6,0
2011-030,112,2011,1,0,2,6,0
2011-031,112,2011,2,0,2,9,0
2011-032,112,2011,1,0,10,2,0
2011-033,112,2011,1,0,8,3,0
2011-034,112,2011,2,0,8,6,0
2011-036,112,2011,1,0,8,3,0
2011-037,112,2011,2,0,13,6,0
2011-038,112,2011,1,0,2,2,0
2011-039,112,2011,1,0,2,2,30
2011-040,112,2011,2,0,8,3,0
2011-041,112,2011,2,0,9,6,0
2011-042,112,2011,1,0,2,6,0
2011-043,112,2011,1,0,5,6,0
2011-044,112,2011,1,0,9,9,0
2011-045,112,2011,1,0,2,3,0
2011-046,112,2011,1,0,1,2,0
2011-047,112,2011,2,0,8,6,0
2011-048,112,2011,1,0,2,3,0
2011-049,112,2011,1,0,8,6,0
2011-050,112,2011,2,0,8,6,0
2011-051,112,2011,2,0,1,3,0
2011-052,112,2011,1,0,12,3,0
2011-053,112,2011,2,0,12,3,0
2011-054,112,2011,1,0,2,3,0
2011-055,112,2011,1,0,9,6,0
2011-056,112,2011,1,0,2,3,0
2011-057,112,2011,1,0,1,2,4
2011-058,112,2011,1,0,8,6,0
2011-059,112,2011,1,0,2,3,0
2011-060,112,2011,1,0,1,3,0
2011-061,112,2011,1,0,2,2,0
2011-062,112,2011,2,0,8,2,18
2011-063,112,2011,1,0,1,3,0
2011-064,112,2011,2,0,9,6,0
2011-065,112,2011,1,0,9,6,0
2011-066,112,2011,1,0,2,6,0
2011-067,112,2011,1,0,7,3,0
2011-068,112,2011,1,0,1,2,17
2011-069,112,2011,1,0,1,6,0
2011-070,112,2011,1,0,7,2,0
2011-071,112,2011,1,0,1,6,0
2011-072,112,2011,2,0,4,2,0
2011-073,112,2011,2,0,3,2,31
2011-074,112,2011,1,0,1,2,1
2011-075,112,2011,1,0,10,1,0
2011-076,112,2011,1,0,3,6,0
2011-077,112,2011,1,0,10,1,0
2012-001,112,2012,1,0,4,2,0
2012-002,112,2012,2,0,6,3,0
2012-003,112,2012,1,0,7,3,42
2012-004,112,2012,1,0,5,6,0
2012-005,112,2012,2,0,2,6,0
2012-006,112,2012,1,0,1,3,0
2012-007,112,2012,1,0,8,1,0
2012-008,112,2012,1,0,8,3,0
2012-009,112,2012,1,0,1,3,0
2012-010,112,2012,2,0,4,2,0
2012-011,112,2012,2,0,9,3,0
2012-012,112,2012,2,0,2,5,0
2012-013,112,2012,1,0,1,2,0
2012-014,112,2012,2,0,8,3,0
2012-015,112,2012,1,0,1,2,12
2012-016,112,2012,1,0,1,4,0
2012-017,112,2012,1,0,1,2,0
2012-018,112,2012,1,0,1,2,30
2012-019,112,2012,1,0,1,2,0
2012-020,112,2012,1,0,8,6,0
2012-021,112,2012,1,0,9,6,0
2012-022,112,2012,2,0,8,6,0
2012-023,112,2012,2,0,8,3,0
2012-024,112,2012,1,0,8,3,0
2012-025,112,2012,2,0,8,6,0
2012-026,112,2012,2,0,9,6,0
2012-027,112,2012,2,0,8,3,0
2012-028,112,2012,2,0,10,3,0
2012-029,112,2012,1,0,10,6,51
2012-030,112,2012,1,0,1,2,12
2012-031,112,2012,1,0,9,4,0
2012-032,112,2012,1,0,8,3,0
2012-033,112,2012,1,0,2,2,0
2012-034,112,2012,1,0,7,3,0
2012-035,112,2012,2,0,8,3,0
2012-036,112,2012,1,0,9,6,0
2012-037,112,2012,1,0,1,2,30
2012-038,112,2012,1,0,2,3,0
2012-039,112,2012,1,0,5,3,0
2012-040,112,2012,1,0,9,2,22
2012-041,112,2012,2,0,10,6,34
2012-042,112,2012,2,0,8,3,0
2012-043,112,2012,1,0,8,6,0
2012-044,112,2012,2,0,9,3,0
2012-045,112,2012,2,0,12,3,0
2012-046,112,2012,1,0,1,3,0
2012-047,112,2012,2,0,6,6,0
2012-048,112,2012,1,0,1,3,0
2012-049,112,2012,1,0,2,3,0
2012-050,112,2012,1,0,1,2,25
2012-051,112,2012,2,0,10,6,55
2012-052,112,2012,1,0,9,3,0
2012-053,112,2012,2,0,4,1,0
2012-054,112,2012,1,0,1,1,0
2012-055,112,2012,1,0,8,6,0
2012-056,112,2012,2,0,10,6,0
2012-057,112,2012,2,0,10,5,0
2012-058,112,2012,1,0,1,4,0
2012-059,112,2012,1,0,1,6,0
2012-060,112,2012,1,0,1,2,51
2012-062,112,2012,1,1,1,2,0
2012-063,112,2012,1,0,6,8,0
2012-064,112,2012,1,0,2,6,0
2012-065,112,2012,2,0,3,2,0
2012-066,112,2012,1,0,8,6,0
2012-067,112,2012,1,0,1,8,0
2012-068,112,2012,1,0,2,2,0
2012-069,112,2012,2,0,10,3,0
2012-070,112,2012,1,0,2,3,0
2012-071,112,2012,1,0,1,1,0
2012-072,112,2012,1,0,2,3,0
2012-073,112,2012,1,0,2,3,0
2012-074,112,2012,2,0,4,2,12
2012-075,112,2012,1,0,2,6,48
2012-076,112,2012,2,0,2,4,0
2012-077,112,2012,2,0,9,1,0
2012-078,112,2012,2,0,1,6,0
2012-079,112,2012,1,0,4,6,0
2013-001,112,2013,2,0,2,3,0
2013-002,112,2013,1,0,1,2,0
2013-003,112,2013,1,0,1,3,0
2013-004,112,2013,1,0,12,3,0
2013-005,112,2013,2,0,12,3,0
2013-006,112,2013,2,0,9,6,0
2013-007,112,2013,2,0,9,6,0
2013-008,112,2013,1,0,7,3,0
2013-009,112,2013,1,0,1,2,20
2013-010,112,2013,1,0,8,3,0
2013-011,112,2013,2,0,4,2,0
2013-012,112,2013,1,0,9,6,0
2013-013,112,2013,1,0,9,4,0
2013-014,112,2013,2,0,8,9,0
2013-015,112,2013,2,0,1,6,0
2013-016,112,2013,1,0,7,3,0
2013-017,112,2013,2,0,3,6,7
2013-018,112,2013,2,0,2,2,1
2013-019,112,2013,1,0,1,6,0
2013-020,112,2013,1,0,1,2,6
2013-021,112,2013,2,0,4,2,0
2013-022,112,2013,1,0,8,6,0
2013-023,112,2013,1,0,1,6,0
2013-024,112,2013,1,0,5,6,0
2013-025,112,2013,2,0,8,3,0
2013-026,112,2013,2,0,2,5,0
2013-027,112,2013,1,0,8,5,0
2013-028,112,2013,1,0,1,6,0
2013-030,112,2013,2,0,9,6,0
2013-031,112,2013,2,0,12,3,0
2013-032,112,2013,1,0,1,6,0
2013-033,112,2013,1,0,3,2,0
2013-034,112,2013,2,0,10,6,0
2013-035,112,2013,1,0,2,2,0
2013-036,112,2013,1,0,1,2,6
2013-037,112,2013,1,0,1,2,0
2013-038,112,2013,1,0,8,6,0
2013-040,112,2013,2,0,6,6,0
2013-041,112,2013,2,0,6,6,0
2013-042,112,2013,1,0,3,2,0
2013-043,112,2013,1,0,1,6,0
2013-044,112,2013,2,0,2,3,0
2013-045,112,2013,2,0,8,6,0
2013-046,112,2013,1,0,1,2,12
2013-047,112,2013,1,0,3,2,0
2013-048,112,2013,1,0,2,6,0
2013-049,112,2013,1,0,2,6,0
2013-050,112,2013,2,0,1,2,17
2013-051,112,2013,2,0,8,6,0
2013-052,112,2013,2,0,8,6,0
2013-053,112,2013,2,0,1,5,0
2013-054,112,2013,2,0,10,6,0
2013-055,112,2013,2,0,8,1,0
2013-056,112,2013,2,0,2,6,0
2013-057,112,2013,2,0,8,3,0
2013-058,112,2013,1,0,2,6,0
2013-059,112,2013,2,0,5,6,0
2013-060,112,2013,2,0,9,1,0
2013-061,112,2013,1,0,1,6,0
2013-062,112,2013,1,0,8,3,0
2013-063,112,2013,1,0,8,3,0
2013-064,112,2013,1,0,1,6,0
2013-065,112,2013,2,0,1,2,6
2013-066,112,2013,1,0,8,3,0
2013-067,112,2013,2,0,8,6,0
2013-068,112,2013,1,0,5,2,0
2013-069,112,2013,1,0,13,1,0
2013-070,112,2013,2,0,3,3,0
2013-071,112,2013,1,0,7,2,0
2013-072,112,2013,2,0,1,3,0
2013-073,112,2013,1,0,3,2,0
2013-074,112,2013,2,0,8,6,0
2013-075,112,2013,2,0,4,3,0
2014-001,112,2014,1,0,1,2,38
2014-003,112,2014,2,0,3,6,0
2014-004,112,2014,2,0,9,6,0
2014-005,112,2014,1,0,7,3,0
2014-006,112,2014,1,0,1,4,0
2014-008,112,2014,1,0,8,3,0
2014-009,112,2014,2,0,8,4,0
2014-010,112,2014,1,0,1,4,0
2014-011,112,2014,1,0,13,6,0
2014-012,112,2014,1,0,8,3,0
2014-013,112,2014,2,0,3,6,0
2014-014,112,2014,2,0,8,3,0
2014-015,112,2014,2,0,1,6,0
2014-016,112,2014,1,1,4,2,0
2014-017,112,2014,1,0,2,2,0
2014-018,112,2014,1,0,8,3,0
2014-019,112,2014,2,0,8,6,0
2014-021,112,2014,1,0,8,1,25
2014-022,112,2014,2,0,7,3,0
2014-024,112,2014,2,0,1,6,0
2014-025,112,2014,1,0,8,6,0
2014-026,112,2014,1,0,1,6,0
2014-027,112,2014,2,0,2,3,0
2014-028,112,2014,2,0,8,9,0
2014-029,112,2014,1,0,8,6,0
2014-030,112,2014,2,0,8,6,0
2014-031,112,2014,2,0,9,4,0
2014-033,112,2014,2,0,8,3,0
2014-035,112,2014,1,0,8,6,0
2014-036,112,2014,1,0,2,3,0
2014-037,112,2014,2,0,3,2,0
2014-038,112,2014,2,0,9,1,0
2014-039,112,2014,1,0,9,1,0
