caseId,justice,term,direction,precedentAlteration,issueArea,lawType,caseOriginState
1988-006,106,1988,1,0,4,2,4
1988-007,106,1988,2,0,2,2,41
1988-008,106,1988,1,0,3,6,0
1988-009,106,1988,2,0,2,6,0
1988-010,106,1988,1,0,9,0,6
1988-011,106,1988,2,0,9,4,0
1988-012,106,1988,1,0,4,2,33
1988-013,106,1988,2,0,9,3,0
1988-014,106,1988,1,0,9,0,0
1988-015,106,1988,2,0,1,2,21
1988-016,106,1988,2,0,2,3,0
1988-017,106,1988,2,0,8,1,17
1988-018,106,1988,1,0,1,2,0
1988-019,106,1988,2,0,4,6,45
1988-020,106,1988,1,0,7,3,0
1988-021,106,1988,1,0,8,2,57
1988-024,106,1988,1,0,9,6,0
1988-025,106,1988,1,0,1,2,12
1988-026,106,1988,1,0,2,2,0
1988-027,106,1988,1,0,1,2,0
1988-028,106,1988,1,0,9,0,6
1988-029,106,1988,1,0,3,2,51
1988-030,106,1988,2,0,3,2,18
1988-031,106,1988,2,0,6,3,0
1988-032,106,1988,2,0,8,3,0
1988-033,106,1988,1,0,9,6,0
1988-034,106,1988,2,0,10,1,12
1988-035,106,1988,1,0,9,4,0
1988-036,106,1988,1,0,2,4,0
1988-037,106,1988,1,0,2,2,0
1988-038,106,1988,2,0,3,2,0
1988-039,106,1988,2,0,12,3,0
1988-040,106,1988,1,0,1,0,0
1988-041,106,1988,1,0,1,0,0
1988-042,106,1988,1,0,1,3,0
1988-044,106,1988,1,0,2,3,0
1988-045,106,1988,1,0,1,0,0
1988-046,106,1988,1,0,7,3,0
1988-047,106,1988,1,0,10,6,6
1988-048,106,1988,2,0,8,1,20
1988-049,106,1988,1,0,9,6,0
1988-050,106,1988,1,0,1,2,33
1988-051,106,1988,2,0,2,1,0
1988-052,106,1988,2,0,9,6,0
1988-053,106,1988,2,0,1,2,0
1988-054,106,1988,1,0,1,2,0
1988-055,106,1988,1,0,1,2,0
1988-056,106,1988,2,0,2,2,0
1988-057,106,1988,1,0,1,6,0
1988-058,106,1988,1,0,12,3,0
1988-059,106,1988,1,0,5,3,0
1988-060,106,1988,2,0,6,3,0
1988-061,106,1988,1,0,9,6,0
1988-062,106,1988,2,0,10,6,27
1988-063,106,1988,2,0,3,2,17
1988-064,106,1988,1,0,1,0,0
1988-065,106,1988,1,0,10,6,0
1988-066,106,1988,1,0,1,2,0
1988-067,106,1988,1,0,3,2,51
1988-068,106,1988,1,0,2,6,29
1988-069,106,1988,2,0,8,1,35
1988-070,106,1988,2,0,9,6,0
1988-071,106,1988,1,0,2,4,0
1988-072,106,1988,1,0,10,0,0
1988-073,106,1988,2,0,8,3,26
1988-074,106,1988,1,0,8,5,0
1988-075,106,1988,1,0,9,1,0
1988-076,106,1988,1,0,2,6,36
1988-077,106,1988,2,0,8,6,0
1988-078,106,1988,1,0,9,1,0
1988-079,106,1988,1,0,2,3,0
1988-080,106,1988,1,0,2,6,0
1988-081,106,1988,2,0,2,6,0
1988-082,106,1988,1,0,8,3,0
1988-083,106,1988,1,0,8,3,0
1988-084,106,1988,2,0,2,3,0
1988-085,106,1988,1,1,3,2,0
1988-086,106,1988,2,0,1,2,0
1988-087,106,1988,1,0,4,2,0
1988-088,106,1988,1,1,8,3,0
1988-089,106,1988,1,0,1,3,0
1988-090,106,1988,1,0,9,6,0
1988-091,106,1988,1,0,9,4,0
1988-092,106,1988,2,0,2,3,0
1988-093,106,1988,2,0,8,3,0
1988-094,106,1988,2,0,10,6,6
1988-095,106,1988,2,0,9,1,4
1988-096,106,1988,1,0,1,2,12
1988-097,106,1988,1,0,2,3,0
1988-099,106,1988,1,0,8,3,0
1988-100,106,1988,2,0,8,6,0
1988-102,106,1988,1,0,2,4,0
1988-103,106,1988,1,1,1,2,1
1988-104,106,1988,1,0,1,2,48
1988-105,106,1988,1,0,9,6,0
1988-106,106,1988,1,0,10,6,0
1988-107,106,1988,2,0,1,6,0
1988-108,106,1988,1,0,6,3,0
1988-109,106,1988,1,0,2,3,0
1988-111,106,1988,1,0,10,6,0
1988-112,106,1988,1,0,2,3,27
1988-113,106,1988,2,0,2,2,30
1988-114,106,1988,1,0,4,2,6
1988-115,106,1988,1,0,2,3,0
1988-116,106,1988,1,0,2,3,0
1988-117,106,1988,2,0,12,3,0
1988-118,106,1988,2,0,1,2,6
1988-119,106,1988,2,0,6,3,0
1988-120,106,1988,1,0,7,3,0
1988-121,106,1988,2,1,8,1,0
1988-122,106,1988,2,0,9,5,0
1988-123,106,1988,1,0,1,2,0
1988-124,106,1988,2,0,3,2,51
1988-125,106,1988,1,0,5,6,0
1988-126,106,1988,1,0,7,3,0
1988-127,106,1988,2,0,3,2,12
1988-128,106,1988,1,0,1,4,0
1988-129,106,1988,1,0,3,2,26
1988-130,106,1988,1,0,1,6,0
1988-131,106,1988,1,0,1,6,0
1988-132,106,1988,1,0,3,0,0
1988-133,106,1988,1,0,2,3,0
1988-134,106,1988,1,0,6,3,0
1988-135,106,1988,1,0,3,2,0
1988-136,106,1988,1,0,2,2,0
1988-137,106,1988,2,0,1,2,0
1988-138,106,1988,1,0,8,3,0
1988-139,106,1988,1,0,3,6,0
1988-140,106,1988,2,0,5,3,0
1988-141,106,1988,1,0,2,3,0
1988-142,106,1988,1,0,1,2,0
1988-143,106,1988,1,0,1,3,0
1988-144,106,1988,2,0,8,2,0
1988-145,106,1988,1,0,1,2,0
1988-146,106,1988,1,0,1,2,21
1988-148,106,1988,1,0,2,6,0
1988-149,106,1988,1,0,3,2,0
1988-150,106,1988,1,0,5,2,0
1988-151,106,1988,1,0,3,2,0
1988-152,106,1988,2,0,1,2,51
1989-001,106,1989,2,0,1,0,0
1989-002,106,1989,1,0,9,0,0
1989-003,106,1989,1,0,8,6,0
1989-004,106,1989,1,0,8,6,0
1989-006,106,1989,1,0,8,3,55
1989-007,106,1989,2,0,4,2,0
1989-008,106,1989,2,0,7,3,0
1989-009,106,1989,1,0,2,3,0
1989-010,106,1989,1,0,9,4,0
1989-011,106,1989,2,0,12,3,0
1989-012,106,1989,1,0,5,3,0
1989-013,106,1989,2,0,9,3,0
1989-014,106,1989,1,0,3,2,0
1989-015,106,1989,1,0,12,3,0
1989-016,106,1989,2,0,3,1,0
1989-017,106,1989,1,0,9,0,0
1989-018,106,1989,1,0,1,0,17
1989-019,106,1989,1,0,9,1,0
1989-020,106,1989,1,0,1,2,0
1989-021,106,1989,1,0,7,3,0
1989-022,106,1989,1,0,3,2,6
1989-023,106,1989,2,1,9,0,0
1989-024,106,1989,1,0,3,3,0
1989-025,106,1989,1,0,10,3,0
1989-026,106,1989,1,0,1,1,17
1989-027,106,1989,2,0,2,3,0
1989-028,106,1989,1,0,1,2,25
1989-029,106,1989,2,0,4,2,0
1989-030,106,1989,2,0,9,6,0
1989-031,106,1989,2,0,8,3,0
1989-032,106,1989,2,0,2,3,0
1989-033,106,1989,2,0,9,0,0
1989-035,106,1989,1,0,2,3,0
1989-036,106,1989,1,0,8,6,0
1989-037,106,1989,1,0,9,6,0
1989-038,106,1989,1,0,4,1,56
1989-039,106,1989,1,0,1,2,0
1989-040,106,1989,1,0,1,2,45
1989-041,106,1989,1,0,1,2,25
1989-042,106,1989,1,0,1,2,27
1989-043,106,1989,1,0,1,2,6
1989-044,106,1989,1,0,1,0,0
1989-045,106,1989,2,0,1,2,38
1989-046,106,1989,1,0,9,6,0
1989-047,106,1989,1,0,1,0,0
1989-048,106,1989,2,0,9,6,0
1989-049,106,1989,2,0,1,2,41
1989-050,106,1989,2,0,1,2,0
1989-051,106,1989,1,0,1,2,0
1989-052,106,1989,2,0,12,3,0
1989-053,106,1989,2,0,3,2,0
1989-054,106,1989,2,0,10,6,0
1989-055,106,1989,1,0,3,2,0
1989-056,106,1989,1,0,6,1,57
1989-057,106,1989,1,0,1,2,29
1989-058,106,1989,1,0,7,3,0
1989-059,106,1989,1,0,10,3,0
1989-060,106,1989,1,0,8,6,0
1989-061,106,1989,1,0,3,2,43
1989-062,106,1989,1,0,7,6,0
1989-063,106,1989,2,0,1,2,12
1989-064,106,1989,1,0,1,5,37
1989-065,106,1989,2,0,2,4,0
1989-066,106,1989,2,0,6,3,0
1989-067,106,1989,2,0,1,2,28
1989-068,106,1989,1,0,3,2,41
1989-069,106,1989,1,0,9,1,5
1989-071,106,1989,2,0,8,6,0
1989-072,106,1989,1,0,1,3,0
1989-073,106,1989,2,0,8,3,0
1989-074,106,1989,1,0,8,2,0
1989-075,106,1989,1,0,1,0,0
1989-076,106,1989,1,0,8,3,0
1989-077,106,1989,1,0,10,3,16
1989-078,106,1989,2,0,12,1,0
1989-079,106,1989,2,0,1,6,0
1989-080,106,1989,2,0,10,2,0
1989-081,106,1989,2,0,12,3,0
1989-082,106,1989,2,0,10,3,0
1989-083,106,1989,1,0,1,2,37
1989-084,106,1989,2,0,8,3,0
1989-085,106,1989,2,0,8,3,0
1989-086,106,1989,1,0,1,6,0
1989-087,106,1989,1,0,4,2,6
1989-088,106,1989,2,0,7,6,0
1989-089,106,1989,2,0,9,0,0
1989-090,106,1989,1,0,2,0,0
1989-091,106,1989,1,0,1,1,0
1989-092,106,1989,1,0,9,0,0
1989-093,106,1989,2,0,3,2,6
1989-094,106,1989,1,0,8,2,12
1989-095,106,1989,2,0,12,3,0
1989-096,106,1989,1,0,10,3,0
1989-097,106,1989,2,0,6,2,17
1989-098,106,1989,1,0,1,2,6
1989-099,106,1989,2,0,6,3,0
1989-100,106,1989,2,0,8,0,5
1989-101,106,1989,1,0,3,6,0
1989-102,106,1989,1,0,1,2,17
1989-103,106,1989,2,0,3,6,0
1989-104,106,1989,1,0,1,2,1
1989-105,106,1989,2,0,10,6,0
1989-106,106,1989,2,0,10,1,12
1989-107,106,1989,2,0,9,4,0
1989-108,106,1989,2,0,8,1,0
1989-109,106,1989,1,0,1,2,27
1989-110,106,1989,1,0,2,3,0
1989-111,106,1989,1,0,9,3,0
1989-112,106,1989,2,0,8,3,0
1989-113,106,1989,2,0,8,3,0
1989-114,106,1989,1,0,1,2,45
1989-115,106,1989,2,0,9,6,0
1989-116,106,1989,2,0,8,3,0
1989-117,106,1989,1,0,8,6,0
1989-118,106,1989,1,0,3,2,41
1989-119,106,1989,1,1,1,1,0
1989-120,106,1989,1,0,3,2,0
1989-121,106,1989,2,0,9,3,0
1989-122,106,1989,2,0,12,3,0
1989-123,106,1989,1,0,1,2,17
1989-124,106,1989,1,0,8,3,0
1989-125,106,1989,1,0,1,0,0
1989-126,106,1989,1,0,5,2,30
1989-127,106,1989,1,0,8,6,0
1989-133,106,1989,1,0,5,2,0
1989-134,106,1989,1,0,5,2,0
1989-135,106,1989,1,0,1,0,0
1989-136,106,1989,1,0,2,2,0
1989-137,106,1989,1,0,1,2,4
1989-138,106,1989,1,0,3,2,0
1989-139,106,1989,1,0,1,2,0
1989-140,106,1989,1,0,1,2,16
1989-141,106,1989,1,0,1,2,25
1989-142,106,1989,1,0,9,3,0
1989-143,106,1989,1,0,8,0,57
1989-144,106,1989,1,0,8,0,57
1990-001,106,1990,2,0,1,2,29
1990-002,106,1990,2,0,9,4,0
1990-003,106,1990,1,0,10,0,0
1990-004,106,1990,1,0,10,0,0
1990-005,106,1990,1,0,8,3,0
1990-006,106,1990,2,0,4,0,22
1990-007,106,1990,2,0,1,2,22
1990-009,106,1990,2,0,8,3,0
1990-010,106,1990,2,0,10,3,0
1990-011,106,1990,2,0,8,3,0
1990-012,106,1990,1,0,9,3,0
1990-013,106,1990,2,0,1,6,0
1990-014,106,1990,2,0,10,3,51
1990-015,106,1990,2,0,1,2,29
1990-016,106,1990,2,0,7,3,0
1990-017,106,1990,1,0,2,4,0
1990-018,106,1990,2,0,1,6,0
1990-019,106,1990,2,0,1,3,0
1990-021,106,1990,2,0,6,6,0
1990-022,106,1990,1,0,2,2,0
1990-023,106,1990,2,0,9,4,0
1990-024,106,1990,1,0,8,3,0
1990-025,106,1990,1,0,1,4,0
1990-026,106,1990,1,0,1,2,0
1990-028,106,1990,1,0,9,0,41
1990-029,106,1990,2,0,8,3,0
1990-030,106,1990,2,0,8,1,27
1990-031,106,1990,1,0,1,6,0
1990-032,106,1990,2,0,9,0,13
1990-033,106,1990,2,0,9,6,0
1990-034,106,1990,2,0,1,0,0
1990-035,106,1990,2,0,1,3,0
1990-036,106,1990,1,0,2,3,32
1990-037,106,1990,1,0,7,3,0
1990-038,106,1990,2,0,9,3,0
1990-039,106,1990,1,0,2,0,0
1990-040,106,1990,1,0,9,6,0
1990-041,106,1990,1,0,9,4,0
1990-042,106,1990,2,0,8,2,1
1990-043,106,1990,2,0,7,0,0
1990-044,106,1990,1,0,6,3,0
1990-045,106,1990,1,0,8,3,0
1990-046,106,1990,1,0,7,3,0
1990-047,106,1990,2,0,8,3,0
1990-048,106,1990,2,0,2,3,0
1990-049,106,1990,2,0,9,0,0
1990-050,106,1990,1,0,2,3,0
1990-051,106,1990,1,1,1,2,4
1990-053,106,1990,2,0,8,3,0
1990-054,106,1990,2,0,8,6,0
1990-055,106,1990,1,0,8,3,0
1990-056,106,1990,2,0,2,2,41
1990-057,106,1990,1,0,6,3,0
1990-058,106,1990,1,0,3,2,5
1990-059,106,1990,1,0,1,3,0
1990-060,106,1990,1,0,8,5,0
1990-061,106,1990,1,0,12,3,0
1990-062,106,1990,1,0,12,3,0
1990-063,106,1990,1,0,8,0,0
1990-064,106,1990,2,0,7,3,0
1990-065,106,1990,1,0,1,2,6
1990-066,106,1990,2,0,2,3,0
1990-067,106,1990,1,0,2,0,0
1990-068,106,1990,1,0,7,3,0
1990-069,106,1990,1,0,1,1,0
1990-070,106,1990,2,0,9,1,0
1990-071,106,1990,2,0,8,4,0
1990-072,106,1990,2,0,1,2,16
1990-073,106,1990,1,0,4,6,0
1990-074,106,1990,1,0,1,2,27
1990-075,106,1990,1,0,1,1,0
1990-077,106,1990,1,0,5,6,0
1990-078,106,1990,2,0,8,0,0
1990-079,106,1990,1,0,1,2,12
1990-080,106,1990,1,0,8,6,0
1990-081,106,1990,2,0,8,3,0
1990-082,106,1990,2,0,8,3,0
1990-083,106,1990,1,0,8,3,0
1990-084,106,1990,2,0,1,6,0
1990-085,106,1990,1,0,2,2,37
1990-087,106,1990,2,0,1,0,48
1990-088,106,1990,2,0,1,2,55
1990-089,106,1990,1,0,1,6,0
1990-090,106,1990,2,0,2,3,0
1990-091,106,1990,1,0,7,2,0
1990-092,106,1990,1,1,1,2,6
1990-093,106,1990,2,1,9,6,0
1990-094,106,1990,2,0,2,2,0
1990-095,106,1990,2,0,2,3,0
1990-096,106,1990,2,0,2,2,0
1990-097,106,1990,1,0,9,0,0
1990-098,106,1990,2,0,8,3,0
1990-099,106,1990,2,0,9,3,0
1990-100,106,1990,2,0,2,3,0
1990-101,106,1990,2,0,9,3,0
1990-102,106,1990,2,0,1,4,0
1990-103,106,1990,2,0,8,3,0
1990-104,106,1990,1,0,1,2,58
1990-105,106,1990,1,0,7,3,0
1990-108,106,1990,1,0,1,2,0
1990-109,106,1990,1,0,9,1,0
1990-110,106,1990,2,0,8,3,0
1990-111,106,1990,1,0,2,3,0
1990-112,106,1990,1,0,2,3,0
1990-113,106,1990,1,0,1,2,12
1990-114,106,1990,1,0,2,3,0
1990-115,106,1990,2,0,3,2,0
1990-116,106,1990,1,0,10,0,13
1990-117,106,1990,1,0,3,2,0
1990-118,106,1990,1,0,10,3,58
1990-119,106,1990,1,0,4,2,4
1990-120,106,1990,1,0,3,2,28
1990-122,106,1990,1,1,1,0,0
1990-123,106,1990,1,0,8,2,0
1990-124,106,1990,1,0,1,0,0
1990-125,106,1990,1,1,1,2,50
1990-127,106,1990,1,0,1,6,0
1990-128,106,1990,1,0,1,2,27
1990-129,106,1990,2,0,3,2,33
1990-131,106,1990,2,0,8,3,0
1991-001,106,1991,1,0,1,6,0
1991-002,106,1991,1,0,2,3,0
1991-003,106,1991,1,0,2,4,0
1991-004,106,1991,2,0,2,3,0
1991-005,106,1991,1,0,9,6,0
1991-006,106,1991,1,0,4,2,0
1991-007,106,1991,1,0,1,2,0
1991-008,106,1991,2,0,8,3,0
1991-009,106,1991,2,0,1,3,0
1991-010,106,1991,1,0,9,5,12
1991-011,106,1991,2,0,3,2,0
1991-012,106,1991,1,0,6,3,0
1991-013,106,1991,1,0,8,3,0
1991-014,106,1991,1,0,5,3,0
1991-015,106,1991,1,0,2,3,0
1991-016,106,1991,1,0,8,3,48
1991-017,106,1991,2,0,2,6,0
1991-019,106,1991,1,0,1,0,0
1991-020,106,1991,2,0,9,4,0
1991-021,106,1991,2,0,2,6,0
1991-022,106,1991,2,0,2,2,17
1991-023,106,1991,1,0,8,3,0
1991-024,106,1991,1,0,1,0,0
1991-025,106,1991,1,0,1,2,17
1991-026,106,1991,1,0,4,4,0
1991-027,106,1991,1,0,8,3,0
1991-028,106,1991,2,0,9,1,0
1991-029,106,1991,1,0,2,3,0
1991-030,106,1991,1,0,2,3,0
1991-031,106,1991,1,0,7,3,0
1991-032,106,1991,2,0,1,2,0
1991-033,106,1991,1,0,8,3,0
1991-034,106,1991,2,0,12,3,0
1991-035,106,1991,2,0,2,3,0
1991-036,106,1991,2,0,12,3,0
1991-037,106,1991,2,0,8,3,0
1991-038,106,1991,1,0,2,3,0
1991-039,106,1991,2,0,9,4,0
1991-040,106,1991,2,0,9,0,0
1991-041,106,1991,2,0,3,2,9
1991-042,106,1991,2,0,8,1,27
1991-043,106,1991,1,0,1,6,0
1991-044,106,1991,2,0,1,0,0
1991-045,106,1991,2,0,9,6,0
1991-046,106,1991,1,0,9,0,0
1991-047,106,1991,1,0,9,3,0
1991-048,106,1991,1,0,2,6,0
1991-049,106,1991,1,0,8,3,0
1991-050,106,1991,1,0,1,6,0
1991-051,106,1991,1,0,9,3,0
1991-052,106,1991,1,0,1,2,0
1991-053,106,1991,2,0,8,3,0
1991-054,106,1991,1,0,9,6,0
1991-055,106,1991,1,0,8,1,0
1991-056,106,1991,2,0,2,1,0
1991-057,106,1991,1,0,2,0,0
1991-058,106,1991,2,0,4,2,6
1991-059,106,1991,1,0,1,0,0
1991-060,106,1991,2,0,9,0,51
1991-061,106,1991,2,0,10,6,0
1991-062,106,1991,2,0,10,6,20
1991-063,106,1991,1,0,8,3,0
1991-064,106,1991,2,0,8,3,0
1991-065,106,1991,1,0,1,0,0
1991-066,106,1991,2,1,1,0,0
1991-067,106,1991,1,0,2,6,0
1991-068,106,1991,1,0,1,0,0
1991-069,106,1991,1,0,4,2,22
1991-070,106,1991,2,0,1,2,33
1991-071,106,1991,2,0,2,3,0
1991-072,106,1991,1,0,1,6,0
1991-073,106,1991,1,0,1,0,0
1991-074,106,1991,1,0,3,2,50
1991-075,106,1991,2,0,12,3,0
1991-076,106,1991,2,0,8,6,0
1991-077,106,1991,1,1,8,2,39
1991-078,106,1991,1,0,8,1,1
1991-079,106,1991,1,0,8,1,0
1991-080,106,1991,2,0,10,6,0
1991-081,106,1991,2,0,2,2,0
1991-082,106,1991,2,0,8,4,0
1991-083,106,1991,2,0,12,6,0
1991-084,106,1991,2,0,1,2,12
1991-085,106,1991,1,0,9,1,0
1991-086,106,1991,2,0,9,6,0
1991-087,106,1991,2,0,8,0,0
1991-088,106,1991,2,0,9,2,31
1991-089,106,1991,1,0,1,5,0
1991-090,106,1991,2,0,2,6,0
1991-091,106,1991,2,0,1,2,17
1991-092,106,1991,2,0,8,3,0
1991-093,106,1991,1,0,8,1,35
1991-094,106,1991,2,0,8,2,6
1991-095,106,1991,2,0,2,2,13
1991-096,106,1991,1,0,8,1,19
1991-097,106,1991,1,0,8,3,0
1991-098,106,1991,2,0,3,2,0
1991-099,106,1991,1,0,10,1,0
1991-100,106,1991,1,0,8,6,58
1991-101,106,1991,1,0,9,6,0
1991-102,106,1991,1,0,1,0,0
1991-103,106,1991,1,0,1,4,0
1991-104,106,1991,1,0,1,0,0
1991-105,106,1991,2,0,3,2,28
1991-106,106,1991,1,0,4,2,6
1991-107,106,1991,1,0,8,3,0
1991-108,106,1991,1,0,10,6,0
1991-109,106,1991,1,0,6,3,0
1991-110,106,1991,2,0,3,2,0
1991-111,106,1991,2,0,1,2,0
1991-112,106,1991,1,0,3,2,0
1991-113,106,1991,2,0,2,2,0
1991-114,106,1991,1,0,8,6,0
1991-115,106,1991,1,0,9,3,0
1991-116,106,1991,2,0,3,2,0
1991-117,106,1991,2,1,5,2,0
1991-118,106,1991,1,0,4,2,48
1991-119,106,1991,2,0,1,2,12
1991-120,106,1991,1,0,5,0,0
1992-001,106,1992,1,0,2,4,0
1992-002,106,1992,1,0,9,5,31
1992-003,106,1992,2,0,9,0,0
1992-004,106,1992,1,0,9,5,0
1992-005,106,1992,1,0,1,2,0
1992-006,106,1992,2,0,1,2,0
1992-007,106,1992,2,0,1,2,0
1992-008,106,1992,2,0,9,6,0
1992-009,106,1992,2,0,9,1,0
1992-010,106,1992,1,0,6,3,0
1992-011,106,1992,2,0,10,3,0
1992-012,106,1992,2,0,9,0,0
1992-013,106,1992,2,0,8,3,0
1992-014,106,1992,2,0,12,3,0
1992-015,106,1992,2,0,2,6,0
1992-016,106,1992,1,0,9,0,0
1992-017,106,1992,2,0,1,4,0
1992-018,106,1992,1,0,2,3,0
1992-019,106,1992,2,0,1,0,0
1992-020,106,1992,1,0,1,2,0
1992-021,106,1992,1,0,1,2,0
1992-022,106,1992,1,0,8,3,0
1992-023,106,1992,1,0,1,0,0
1992-024,106,1992,2,0,12,3,0
1992-025,106,1992,1,0,1,4,0
1992-026,106,1992,2,0,12,3,0
1992-027,106,1992,1,0,1,2,0
1992-029,106,1992,1,0,9,3,0
1992-030,106,1992,1,0,1,6,27
1992-031,106,1992,2,0,8,1,50
1992-032,106,1992,1,0,1,6,0
1992-033,106,1992,1,0,2,6,0
1992-034,106,1992,1,0,1,6,0
1992-035,106,1992,1,0,2,3,0
1992-036,106,1992,2,0,2,4,0
1992-037,106,1992,1,0,8,3,0
1992-038,106,1992,2,0,8,3,0
1992-039,106,1992,1,0,10,3,0
1992-040,106,1992,2,0,1,0,0
1992-041,106,1992,2,0,9,3,0
1992-042,106,1992,1,0,1,2,0
1992-043,106,1992,1,0,2,4,0
1992-044,106,1992,1,0,2,2,0
1992-045,106,1992,1,0,8,6,0
1992-046,106,1992,1,0,8,3,0
1992-047,106,1992,2,0,3,2,0
1992-048,106,1992,2,0,12,3,0
1992-049,106,1992,1,0,1,2,0
1992-051,106,1992,2,0,2,6,23
1992-052,106,1992,2,0,10,6,0
1992-053,106,1992,1,0,9,0,0
1992-054,106,1992,1,0,12,3,0
1992-056,106,1992,1,0,2,3,0
1992-057,106,1992,1,0,1,0,0
1992-058,106,1992,1,0,10,6,0
1992-059,106,1992,2,0,1,0,0
1992-060,106,1992,1,0,1,4,0
1992-061,106,1992,1,0,9,0,0
1992-062,106,1992,2,0,3,2,0
1992-063,106,1992,2,0,10,6,16
1992-064,106,1992,2,0,2,6,0
1992-065,106,1992,1,0,7,3,0
1992-066,106,1992,2,0,1,6,0
1992-067,106,1992,2,0,8,0,0
1992-068,106,1992,1,0,1,0,0
1992-069,106,1992,2,0,9,0,0
1992-070,106,1992,1,0,9,3,0
1992-071,106,1992,2,0,2,6,0
1992-072,106,1992,1,0,1,6,0
1992-073,106,1992,2,0,3,2,46
1992-074,106,1992,2,0,12,3,0
1992-075,106,1992,2,0,5,3,0
1992-076,106,1992,1,0,9,3,0
1992-077,106,1992,1,0,9,6,0
1992-078,106,1992,1,0,1,6,0
1992-079,106,1992,1,0,8,3,0
1992-080,106,1992,2,0,1,2,22
1992-081,106,1992,2,0,8,3,0
1992-082,106,1992,2,0,8,3,0
1992-083,106,1992,1,0,8,3,0
1992-084,106,1992,1,0,1,0,0
1992-085,106,1992,1,0,1,2,28
1992-086,106,1992,2,0,3,2,0
1992-087,106,1992,1,0,9,3,0
1992-088,106,1992,2,0,8,0,0
1992-089,106,1992,1,0,9,6,0
1992-090,106,1992,1,0,8,3,0
1992-091,106,1992,1,0,3,2,58
1992-092,106,1992,1,0,10,6,0
1992-093,106,1992,2,0,3,2,0
1992-094,106,1992,2,0,7,3,0
1992-095,106,1992,2,0,8,3,0
1992-096,106,1992,2,0,9,1,0
1992-097,106,1992,1,0,2,6,0
1992-098,106,1992,1,0,3,2,0
1992-099,106,1992,2,0,1,2,0
1992-100,106,1992,1,0,9,3,0
1992-101,106,1992,2,0,10,8,55
1992-102,106,1992,2,0,9,3,0
1992-103,106,1992,1,0,2,3,0
1992-104,106,1992,1,0,8,3,0
1992-105,106,1992,1,0,2,3,0
1992-106,106,1992,2,0,6,3,0
1992-107,106,1992,1,0,4,2,0
1992-108,106,1992,1,0,1,2,51
1992-109,106,1992,1,0,1,0,0
1992-110,106,1992,1,0,3,3,0
1992-111,106,1992,2,0,8,2,57
1992-112,106,1992,1,0,2,3,0
