,justice,justiceName,majVotes,direction,minVotes,decisionDirection,majority,caseId,term,partyWinning,precedentAlteration,vote,issueArea
25188,91,JHarlan2,8,2,0,2,2,1967-127,1967,1,0,1,8
25189,78,HLBlack,8,2,0,2,2,1967-127,1967,1,0,1,8
25190,81,WODouglas,8,2,0,2,2,1967-127,1967,1,0,1,8
25191,94,PStewart,8,2,0,2,2,1967-127,1967,1,0,1,8
25192,98,TMarshall,8,0,0,2,0,1967-127,1967,1,0,0,8
25193,92,WJBrennan,8,2,0,2,2,1967-127,1967,1,0,1,8
25194,95,BRWhite,8,2,0,2,2,1967-127,1967,1,0,1,8
25195,90,EWarren,8,2,0,2,2,1967-127,1967,1,0,1,8
25196,97,AFortas,8,2,0,2,2,1967-127,1967,1,0,1,8
25197,91,JHarlan2,5,1,3,1,2,1967-128,1967,0,0,1,8
25198,78,HLBlack,5,2,3,1,1,1967-128,1967,0,0,2,8
25199,81,WODouglas,5,0,3,1,0,1967-128,1967,0,0,0,8
25200,94,PStewart,5,1,3,1,2,1967-128,1967,0,0,1,8
25201,98,TMarshall,5,1,3,1,2,1967-128,1967,0,0,1,8
25202,92,WJBrennan,5,2,3,1,1,1967-128,1967,0,0,2,8
25203,95,BRWhite,5,1,3,1,2,1967-128,1967,0,0,1,8
25204,90,EWarren,5,2,3,1,1,1967-128,1967,0,0,2,8
25205,97,AFortas,5,1,3,1,2,1967-128,1967,0,0,1,8
25206,91,JHarlan2,6,1,3,2,1,1967-129,1967,1,0,2,3
25207,78,HLBlack,6,1,3,2,1,1967-129,1967,1,0,2,3
25208,81,WODouglas,6,2,3,2,2,1967-129,1967,1,0,4,3
25209,94,PStewart,6,2,3,2,2,1967-129,1967,1,0,1,3
25210,98,TMarshall,6,2,3,2,2,1967-129,1967,1,0,1,3
25211,92,WJBrennan,6,2,3,2,2,1967-129,1967,1,0,1,3
25212,95,BRWhite,6,1,3,2,1,1967-129,1967,1,0,2,3
25213,90,EWarren,6,2,3,2,2,1967-129,1967,1,0,1,3
25214,97,AFortas,6,2,3,2,2,1967-129,1967,1,0,1,3
25215,91,JHarlan2,7,2,2,2,2,1967-130,1967,1,0,1,2
25216,78,HLBlack,7,1,2,2,1,1967-130,1967,1,0,2,2
25217,81,WODouglas,7,2,2,2,2,1967-130,1967,1,0,1,2
25218,94,PStewart,7,2,2,2,2,1967-130,1967,1,0,1,2
25219,98,TMarshall,7,2,2,2,2,1967-130,1967,1,0,1,2
25220,92,WJBrennan,7,2,2,2,2,1967-130,1967,1,0,1,2
25221,95,BRWhite,7,1,2,2,1,1967-130,1967,1,0,2,2
25222,90,EWarren,7,2,2,2,2,1967-130,1967,1,0,1,2
25223,97,AFortas,7,2,2,2,2,1967-130,1967,1,0,1,2
25224,91,JHarlan2,7,1,2,2,1,1967-131,1967,1,0,2,1
25225,78,HLBlack,7,2,2,2,2,1967-131,1967,1,0,1,1
25226,81,WODouglas,7,2,2,2,2,1967-131,1967,1,0,1,1
25227,94,PStewart,7,2,2,2,2,1967-131,1967,1,0,1,1
25228,98,TMarshall,7,2,2,2,2,1967-131,1967,1,0,1,1
25229,92,WJBrennan,7,2,2,2,2,1967-131,1967,1,0,1,1
25230,95,BRWhite,7,1,2,2,1,1967-131,1967,1,0,2,1
25231,90,EWarren,7,2,2,2,2,1967-131,1967,1,0,1,1
25232,97,AFortas,7,2,2,2,2,1967-131,1967,1,0,1,1
25233,90,EWarren,9,2,0,2,2,1967-132,1967,1,0,1,9
25234,78,HLBlack,9,2,0,2,2,1967-132,1967,1,0,1,9
25235,81,WODouglas,9,2,0,2,2,1967-132,1967,1,0,1,9
25236,91,JHarlan2,9,2,0,2,2,1967-132,1967,1,0,1,9
25237,92,WJBrennan,9,2,0,2,2,1967-132,1967,1,0,1,9
25238,94,PStewart,9,2,0,2,2,1967-132,1967,1,0,1,9
25239,95,BRWhite,9,2,0,2,2,1967-132,1967,1,0,1,9
25240,97,AFortas,9,2,0,2,2,1967-132,1967,1,0,1,9
25241,98,TMarshall,9,2,0,2,2,1967-132,1967,1,0,1,9
25242,91,JHarlan2,7,2,1,2,2,1967-133,1967,0,0,1,2
25243,78,HLBlack,7,2,1,2,2,1967-133,1967,0,0,1,2
25244,81,WODouglas,7,1,1,2,1,1967-133,1967,0,0,2,2
25245,94,PStewart,7,2,1,2,2,1967-133,1967,0,0,1,2
25246,98,TMarshall,7,0,1,2,0,1967-133,1967,0,0,0,2
25247,92,WJBrennan,7,2,1,2,2,1967-133,1967,0,0,1,2
25248,95,BRWhite,7,2,1,2,2,1967-133,1967,0,0,1,2
25249,90,EWarren,7,2,1,2,2,1967-133,1967,0,0,1,2
25250,97,AFortas,7,2,1,2,2,1967-133,1967,0,0,1,2
25251,91,JHarlan2,8,1,1,1,2,1967-134,1967,0,0,1,3
25252,78,HLBlack,8,1,1,1,2,1967-134,1967,0,0,1,3
25253,81,WODouglas,8,2,1,1,1,1967-134,1967,0,0,2,3
25254,94,PStewart,8,1,1,1,2,1967-134,1967,0,0,1,3
25255,98,TMarshall,8,1,1,1,2,1967-134,1967,0,0,1,3
25256,92,WJBrennan,8,1,1,1,2,1967-134,1967,0,0,1,3
25257,95,BRWhite,8,1,1,1,2,1967-134,1967,0,0,1,3
25258,90,EWarren,8,1,1,1,2,1967-134,1967,0,0,1,3
25259,97,AFortas,8,1,1,1,2,1967-134,1967,0,0,1,3
25260,90,EWarren,7,1,1,1,2,1967-135,1967,1,0,1,3
25261,78,HLBlack,7,1,1,1,2,1967-135,1967,1,0,1,3
25262,81,WODouglas,7,2,1,1,1,1967-135,1967,1,0,2,3
25263,91,JHarlan2,7,1,1,1,2,1967-135,1967,1,0,3,3
25264,92,WJBrennan,7,1,1,1,2,1967-135,1967,1,0,1,3
25265,94,PStewart,7,1,1,1,2,1967-135,1967,1,0,1,3
25266,95,BRWhite,7,1,1,1,2,1967-135,1967,1,0,1,3
25267,97,AFortas,7,1,1,1,2,1967-135,1967,1,0,1,3
25268,98,TMarshall,7,0,1,1,0,1967-135,1967,1,0,0,3
25269,91,JHarlan2,9,1,0,1,2,1967-136,1967,0,0,1,2
25270,78,HLBlack,9,1,0,1,2,1967-136,1967,0,0,1,2
25271,81,WODouglas,9,1,0,1,2,1967-136,1967,0,0,1,2
25272,94,PStewart,9,1,0,1,2,1967-136,1967,0,0,1,2
25273,98,TMarshall,9,1,0,1,2,1967-136,1967,0,0,1,2
25274,92,WJBrennan,9,1,0,1,2,1967-136,1967,0,0,1,2
25275,95,BRWhite,9,1,0,1,2,1967-136,1967,0,0,1,2
25276,90,EWarren,9,1,0,1,2,1967-136,1967,0,0,1,2
25277,97,AFortas,9,1,0,1,2,1967-136,1967,0,0,1,2
25278,90,EWarren,6,1,2,1,2,1967-137,1967,0,0,1,2
25279,78,HLBlack,6,2,2,1,1,1967-137,1967,0,0,2,2
25280,81,WODouglas,6,1,2,1,2,1967-137,1967,0,0,1,2
25281,91,JHarlan2,6,1,2,1,2,1967-137,1967,0,0,1,2
25282,92,WJBrennan,6,1,2,1,2,1967-137,1967,0,0,1,2
25283,94,PStewart,6,2,2,1,1,1967-137,1967,0,0,2,2
25284,95,BRWhite,6,1,2,1,2,1967-137,1967,0,0,1,2
25285,97,AFortas,6,1,2,1,2,1967-137,1967,0,0,1,2
25286,98,TMarshall,6,0,2,1,0,1967-137,1967,0,0,0,2
25287,90,EWarren,8,1,1,1,2,1967-138,1967,1,0,1,7
25288,78,HLBlack,8,1,1,1,2,1967-138,1967,1,0,1,7
25289,81,WODouglas,8,1,1,1,2,1967-138,1967,1,0,1,7
25290,91,JHarlan2,8,1,1,1,2,1967-138,1967,1,0,4,7
25291,92,WJBrennan,8,1,1,1,2,1967-138,1967,1,0,1,7
25292,94,PStewart,8,2,1,1,1,1967-138,1967,1,0,2,7
25293,95,BRWhite,8,1,1,1,2,1967-138,1967,1,0,1,7
25294,97,AFortas,8,1,1,1,2,1967-138,1967,1,0,1,7
25295,98,TMarshall,8,1,1,1,2,1967-138,1967,1,0,1,7
25296,91,JHarlan2,9,2,0,2,2,1967-139,1967,1,0,1,2
25297,78,HLBlack,9,2,0,2,2,1967-139,1967,1,0,1,2
25298,81,WODouglas,9,2,0,2,2,1967-139,1967,1,0,1,2
25299,94,PStewart,9,2,0,2,2,1967-139,1967,1,0,1,2
25300,98,TMarshall,9,2,0,2,2,1967-139,1967,1,0,1,2
25301,92,WJBrennan,9,2,0,2,2,1967-139,1967,1,0,1,2
25302,95,BRWhite,9,2,0,2,2,1967-139,1967,1,0,1,2
25303,90,EWarren,9,2,0,2,2,1967-139,1967,1,0,1,2
25304,97,AFortas,9,2,0,2,2,1967-139,1967,1,0,1,2
25305,91,JHarlan2,9,2,0,2,2,1967-140,1967,1,0,1,2
25306,78,HLBlack,9,2,0,2,2,1967-140,1967,1,0,1,2
25307,81,WODouglas,9,2,0,2,2,1967-140,1967,1,0,1,2
25308,94,PStewart,9,2,0,2,2,1967-140,1967,1,0,1,2
25309,98,TMarshall,9,2,0,2,2,1967-140,1967,1,0,1,2
25310,92,WJBrennan,9,2,0,2,2,1967-140,1967,1,0,1,2
25311,95,BRWhite,9,2,0,2,2,1967-140,1967,1,0,1,2
25312,90,EWarren,9,2,0,2,2,1967-140,1967,1,0,1,2
25313,97,AFortas,9,2,0,2,2,1967-140,1967,1,0,1,2
25314,91,JHarlan2,9,2,0,2,2,1967-141,1967,1,0,1,2
25315,78,HLBlack,9,2,0,2,2,1967-141,1967,1,0,1,2
25316,81,WODouglas,9,2,0,2,2,1967-141,1967,1,0,1,2
25317,94,PStewart,9,2,0,2,2,1967-141,1967,1,0,1,2
25318,98,TMarshall,9,2,0,2,2,1967-141,1967,1,0,1,2
25319,92,WJBrennan,9,2,0,2,2,1967-141,1967,1,0,1,2
25320,95,BRWhite,9,2,0,2,2,1967-141,1967,1,0,1,2
25321,90,EWarren,9,2,0,2,2,1967-141,1967,1,0,1,2
25322,97,AFortas,9,2,0,2,2,1967-141,1967,1,0,1,2
25323,91,JHarlan2,8,1,1,2,1,1967-142,1967,1,0,2,3
25324,78,HLBlack,8,2,1,2,2,1967-142,1967,1,0,4,3
25325,81,WODouglas,8,2,1,2,2,1967-142,1967,1,0,4,3
25326,94,PStewart,8,2,1,2,2,1967-142,1967,1,0,1,3
25327,98,TMarshall,8,2,1,2,2,1967-142,1967,1,0,1,3
25328,92,WJBrennan,8,2,1,2,2,1967-142,1967,1,0,1,3
25329,95,BRWhite,8,2,1,2,2,1967-142,1967,1,0,1,3
25330,90,EWarren,8,2,1,2,2,1967-142,1967,1,0,1,3
25331,97,AFortas,8,2,1,2,2,1967-142,1967,1,0,1,3
25332,91,JHarlan2,9,2,0,2,2,1967-143,1967,1,0,1,1
25333,78,HLBlack,9,2,0,2,2,1967-143,1967,1,0,1,1
25334,81,WODouglas,9,2,0,2,2,1967-143,1967,1,0,1,1
25335,94,PStewart,9,2,0,2,2,1967-143,1967,1,0,1,1
25336,98,TMarshall,9,2,0,2,2,1967-143,1967,1,0,1,1
25337,92,WJBrennan,9,2,0,2,2,1967-143,1967,1,0,1,1
25338,95,BRWhite,9,2,0,2,2,1967-143,1967,1,0,1,1
25339,90,EWarren,9,2,0,2,2,1967-143,1967,1,0,1,1
25340,97,AFortas,9,2,0,2,2,1967-143,1967,1,0,1,1
25341,90,EWarren,4,0,4,2,0,1967-144,1967,0,0,8,9
25342,78,HLBlack,4,0,4,2,0,1967-144,1967,0,0,8,9
25343,81,WODouglas,4,0,4,2,0,1967-144,1967,0,0,8,9
25344,91,JHarlan2,4,0,4,2,0,1967-144,1967,0,0,8,9
25345,92,WJBrennan,4,0,4,2,0,1967-144,1967,0,0,8,9
25346,94,PStewart,4,0,4,2,0,1967-144,1967,0,0,8,9
25347,95,BRWhite,4,0,4,2,0,1967-144,1967,0,0,8,9
25348,97,AFortas,4,0,4,2,0,1967-144,1967,0,0,8,9
25349,98,TMarshall,4,0,4,2,0,1967-144,1967,0,0,0,9
25350,91,JHarlan2,6,1,2,1,2,1967-145,1967,1,0,1,8
25351,78,HLBlack,6,1,2,1,2,1967-145,1967,1,0,1,8
25352,81,WODouglas,6,2,2,1,1,1967-145,1967,1,0,2,8
25353,94,PStewart,6,1,2,1,2,1967-145,1967,1,0,1,8
25354,98,TMarshall,6,0,2,1,0,1967-145,1967,1,0,0,8
25355,92,WJBrennan,6,1,2,1,2,1967-145,1967,1,0,1,8
25356,95,BRWhite,6,1,2,1,2,1967-145,1967,1,0,1,8
25357,90,EWarren,6,2,2,1,1,1967-145,1967,1,0,2,8
25358,97,AFortas,6,1,2,1,2,1967-145,1967,1,0,1,8
25359,91,JHarlan2,8,1,0,1,2,1967-146,1967,1,0,1,7
25360,78,HLBlack,8,1,0,1,2,1967-146,1967,1,0,1,7
25361,81,WODouglas,8,1,0,1,2,1967-146,1967,1,0,1,7
25362,94,PStewart,8,1,0,1,2,1967-146,1967,1,0,1,7
25363,98,TMarshall,8,0,0,1,0,1967-146,1967,1,0,0,7
25364,92,WJBrennan,8,1,0,1,2,1967-146,1967,1,0,1,7
25365,95,BRWhite,8,1,0,1,2,1967-146,1967,1,0,1,7
25366,90,EWarren,8,1,0,1,2,1967-146,1967,1,0,1,7
25367,97,AFortas,8,1,0,1,2,1967-146,1967,1,0,1,7
25368,91,JHarlan2,6,1,3,2,1,1967-147,1967,1,0,2,1
25369,78,HLBlack,6,1,3,2,1,1967-147,1967,1,0,2,1
25370,81,WODouglas,6,2,3,2,2,1967-147,1967,1,0,4,1
25371,94,PStewart,6,2,3,2,2,1967-147,1967,1,0,1,1
25372,98,TMarshall,6,2,3,2,2,1967-147,1967,1,0,1,1
25373,92,WJBrennan,6,2,3,2,2,1967-147,1967,1,0,1,1
25374,95,BRWhite,6,1,3,2,1,1967-147,1967,1,0,2,1
25375,90,EWarren,6,2,3,2,2,1967-147,1967,1,0,1,1
25376,97,AFortas,6,2,3,2,2,1967-147,1967,1,0,1,1
25377,91,JHarlan2,7,2,2,2,2,1967-148,1967,1,0,3,1
25378,78,HLBlack,7,1,2,2,1,1967-148,1967,1,0,2,1
25379,81,WODouglas,7,2,2,2,2,1967-148,1967,1,0,3,1
25380,94,PStewart,7,2,2,2,2,1967-148,1967,1,0,1,1
25381,98,TMarshall,7,2,2,2,2,1967-148,1967,1,0,1,1
25382,92,WJBrennan,7,2,2,2,2,1967-148,1967,1,0,1,1
25383,95,BRWhite,7,1,2,2,1,1967-148,1967,1,0,2,1
25384,90,EWarren,7,2,2,2,2,1967-148,1967,1,0,1,1
25385,97,AFortas,7,2,2,2,2,1967-148,1967,1,0,1,1
25386,91,JHarlan2,8,2,1,2,2,1967-149,1967,1,0,1,3
25387,78,HLBlack,8,2,1,2,2,1967-149,1967,1,0,4,3
25388,81,WODouglas,8,2,1,2,2,1967-149,1967,1,0,4,3
25389,94,PStewart,8,2,1,2,2,1967-149,1967,1,0,1,3
25390,98,TMarshall,8,2,1,2,2,1967-149,1967,1,0,1,3
25391,92,WJBrennan,8,2,1,2,2,1967-149,1967,1,0,1,3
25392,95,BRWhite,8,1,1,2,1,1967-149,1967,1,0,2,3
25393,90,EWarren,8,2,1,2,2,1967-149,1967,1,0,1,3
25394,97,AFortas,8,2,1,2,2,1967-149,1967,1,0,1,3
25395,91,JHarlan2,8,2,1,2,2,1967-150,1967,1,0,1,1
25396,78,HLBlack,8,1,1,2,1,1967-150,1967,1,0,2,1
25397,81,WODouglas,8,2,1,2,2,1967-150,1967,1,0,1,1
25398,94,PStewart,8,2,1,2,2,1967-150,1967,1,0,1,1
25399,98,TMarshall,8,2,1,2,2,1967-150,1967,1,0,1,1
25400,92,WJBrennan,8,2,1,2,2,1967-150,1967,1,0,1,1
25401,95,BRWhite,8,2,1,2,2,1967-150,1967,1,0,1,1
25402,90,EWarren,8,2,1,2,2,1967-150,1967,1,0,1,1
25403,97,AFortas,8,2,1,2,2,1967-150,1967,1,0,1,1
25404,91,JHarlan2,9,1,0,1,2,1967-151,1967,1,0,1,9
25405,78,HLBlack,9,1,0,1,2,1967-151,1967,1,0,1,9
25406,81,WODouglas,9,1,0,1,2,1967-151,1967,1,0,4,9
25407,94,PStewart,9,1,0,1,2,1967-151,1967,1,0,1,9
25408,98,TMarshall,9,1,0,1,2,1967-151,1967,1,0,4,9
25409,92,WJBrennan,9,1,0,1,2,1967-151,1967,1,0,4,9
25410,95,BRWhite,9,1,0,1,2,1967-151,1967,1,0,1,9
25411,90,EWarren,9,1,0,1,2,1967-151,1967,1,0,1,9
25412,97,AFortas,9,1,0,1,2,1967-151,1967,1,0,1,9
25413,91,JHarlan2,5,1,4,2,1,1967-152,1967,1,0,2,4
25414,78,HLBlack,5,1,4,2,1,1967-152,1967,1,0,2,4
25415,81,WODouglas,5,2,4,2,2,1967-152,1967,1,0,1,4
25416,94,PStewart,5,1,4,2,1,1967-152,1967,1,0,2,4
25417,98,TMarshall,5,2,4,2,2,1967-152,1967,1,0,1,4
25418,92,WJBrennan,5,2,4,2,2,1967-152,1967,1,0,1,4
25419,95,BRWhite,5,1,4,2,1,1967-152,1967,1,0,2,4
25420,90,EWarren,5,2,4,2,2,1967-152,1967,1,0,1,4
25421,97,AFortas,5,2,4,2,2,1967-152,1967,1,0,1,4
25422,90,EWarren,8,2,1,2,2,1967-153,1967,1,0,1,3
25423,78,HLBlack,8,2,1,2,2,1967-153,1967,1,0,4,3
25424,81,WODouglas,8,2,1,2,2,1967-153,1967,1,0,4,3
25425,91,JHarlan2,8,2,1,2,2,1967-153,1967,1,0,1,3
25426,92,WJBrennan,8,2,1,2,2,1967-153,1967,1,0,1,3
25427,94,PStewart,8,2,1,2,2,1967-153,1967,1,0,1,3
25428,95,BRWhite,8,1,1,2,1,1967-153,1967,1,0,2,3
25429,97,AFortas,8,2,1,2,2,1967-153,1967,1,0,1,3
25430,98,TMarshall,8,2,1,2,2,1967-153,1967,1,0,1,3
25431,90,EWarren,6,1,1,1,2,1967-155,1967,0,0,1,9
25432,78,HLBlack,6,1,1,1,2,1967-155,1967,0,0,1,9
25433,81,WODouglas,6,2,1,1,1,1967-155,1967,0,0,2,9
25434,91,JHarlan2,6,1,1,1,2,1967-155,1967,0,0,4,9
25435,92,WJBrennan,6,1,1,1,2,1967-155,1967,0,0,1,9
25436,94,PStewart,6,1,1,1,2,1967-155,1967,0,0,1,9
25437,95,BRWhite,6,1,1,1,2,1967-155,1967,0,0,1,9
25438,97,AFortas,6,0,1,1,0,1967-155,1967,0,0,0,9
25439,98,TMarshall,6,0,1,1,0,1967-155,1967,0,0,0,9
25440,91,JHarlan2,6,1,3,1,2,1967-156,1967,0,0,1,2
25441,78,HLBlack,6,2,3,1,1,1967-156,1967,0,0,2,2
25442,81,WODouglas,6,2,3,1,1,1967-156,1967,0,0,2,2
25443,94,PStewart,6,1,3,1,2,1967-156,1967,0,0,1,2
25444,98,TMarshall,6,1,3,1,2,1967-156,1967,0,0,1,2
25445,92,WJBrennan,6,1,3,1,2,1967-156,1967,0,0,1,2
25446,95,BRWhite,6,1,3,1,2,1967-156,1967,0,0,1,2
25447,90,EWarren,6,1,3,1,2,1967-156,1967,0,0,1,2
25448,97,AFortas,6,2,3,1,1,1967-156,1967,0,0,2,2
25449,90,EWarren,8,1,1,1,2,1967-157,1967,0,0,1,1
25450,78,HLBlack,8,1,1,1,2,1967-157,1967,0,0,4,1
25451,81,WODouglas,8,2,1,1,1,1967-157,1967,0,0,2,1
25452,91,JHarlan2,8,1,1,1,2,1967-157,1967,0,0,3,1
25453,92,WJBrennan,8,1,1,1,2,1967-157,1967,0,0,1,1
25454,94,PStewart,8,1,1,1,2,1967-157,1967,0,0,1,1
25455,95,BRWhite,8,1,1,1,2,1967-157,1967,0,0,3,1
25456,97,AFortas,8,1,1,1,2,1967-157,1967,0,0,1,1
25457,98,TMarshall,8,1,1,1,2,1967-157,1967,0,0,1,1
25458,91,JHarlan2,8,2,1,2,2,1967-158,1967,1,0,4,1
25459,78,HLBlack,8,1,1,2,1,1967-158,1967,1,0,2,1
25460,81,WODouglas,8,2,1,2,2,1967-158,1967,1,0,4,1
25461,94,PStewart,8,2,1,2,2,1967-158,1967,1,0,1,1
25462,98,TMarshall,8,2,1,2,2,1967-158,1967,1,0,1,1
25463,92,WJBrennan,8,2,1,2,2,1967-158,1967,1,0,1,1
25464,95,BRWhite,8,2,1,2,2,1967-158,1967,1,0,3,1
25465,90,EWarren,8,2,1,2,2,1967-158,1967,1,0,1,1
25466,97,AFortas,8,2,1,2,2,1967-158,1967,1,0,4,1
25467,91,JHarlan2,8,1,1,2,1,1967-159,1967,1,0,2,9
25468,78,HLBlack,8,2,1,2,2,1967-159,1967,1,0,1,9
25469,81,WODouglas,8,2,1,2,2,1967-159,1967,1,0,3,9
25470,94,PStewart,8,2,1,2,2,1967-159,1967,1,0,3,9
25471,98,TMarshall,8,2,1,2,2,1967-159,1967,1,0,1,9
25472,92,WJBrennan,8,2,1,2,2,1967-159,1967,1,0,1,9
25473,95,BRWhite,8,2,1,2,2,1967-159,1967,1,0,1,9
25474,90,EWarren,8,2,1,2,2,1967-159,1967,1,0,1,9
25475,97,AFortas,8,2,1,2,2,1967-159,1967,1,0,3,9
25476,91,JHarlan2,7,1,2,2,1,1967-160,1967,1,0,2,8
25477,78,HLBlack,7,2,2,2,2,1967-160,1967,1,0,1,8
25478,81,WODouglas,7,2,2,2,2,1967-160,1967,1,0,1,8
25479,94,PStewart,7,1,2,2,1,1967-160,1967,1,0,2,8
25480,98,TMarshall,7,2,2,2,2,1967-160,1967,1,0,4,8
25481,92,WJBrennan,7,2,2,2,2,1967-160,1967,1,0,1,8
25482,95,BRWhite,7,2,2,2,2,1967-160,1967,1,0,3,8
25483,90,EWarren,7,2,2,2,2,1967-160,1967,1,0,1,8
25484,97,AFortas,7,2,2,2,2,1967-160,1967,1,0,4,8
25485,91,JHarlan2,7,2,0,2,2,1967-161,1967,1,0,1,8
25486,78,HLBlack,7,2,0,2,2,1967-161,1967,1,0,1,8
25487,81,WODouglas,7,0,0,2,0,1967-161,1967,1,0,0,8
25488,94,PStewart,7,2,0,2,2,1967-161,1967,1,0,1,8
25489,98,TMarshall,7,0,0,2,0,1967-161,1967,1,0,0,8
25490,92,WJBrennan,7,2,0,2,2,1967-161,1967,1,0,1,8
25491,95,BRWhite,7,2,0,2,2,1967-161,1967,1,0,4,8
25492,90,EWarren,7,2,0,2,2,1967-161,1967,1,0,1,8
25493,97,AFortas,7,2,0,2,2,1967-161,1967,1,0,1,8
25494,91,JHarlan2,6,2,2,2,2,1967-162,1967,0,0,1,7
25495,78,HLBlack,6,2,2,2,2,1967-162,1967,0,0,1,7
25496,81,WODouglas,6,1,2,2,1,1967-162,1967,0,0,2,7
25497,94,PStewart,6,1,2,2,1,1967-162,1967,0,0,2,7
25498,98,TMarshall,6,0,2,2,0,1967-162,1967,0,0,0,7
25499,92,WJBrennan,6,2,2,2,2,1967-162,1967,0,0,1,7
25500,95,BRWhite,6,2,2,2,2,1967-162,1967,0,0,1,7
25501,90,EWarren,6,2,2,2,2,1967-162,1967,0,0,1,7
25502,97,AFortas,6,2,2,2,2,1967-162,1967,0,0,1,7
25503,91,JHarlan2,8,1,1,1,2,1967-163,1967,0,0,1,2
25504,78,HLBlack,8,1,1,1,2,1967-163,1967,0,0,1,2
25505,81,WODouglas,8,1,1,1,2,1967-163,1967,0,0,1,2
25506,94,PStewart,8,1,1,1,2,1967-163,1967,0,0,1,2
25507,98,TMarshall,8,1,1,1,2,1967-163,1967,0,0,1,2
25508,92,WJBrennan,8,1,1,1,2,1967-163,1967,0,0,1,2
25509,95,BRWhite,8,2,1,1,1,1967-163,1967,0,0,2,2
25510,90,EWarren,8,1,1,1,2,1967-163,1967,0,0,1,2
25511,97,AFortas,8,1,1,1,2,1967-163,1967,0,0,1,2
25512,91,JHarlan2,6,1,3,2,1,1967-164,1967,1,0,2,1
25513,78,HLBlack,6,1,3,2,1,1967-164,1967,1,0,2,1
25514,81,WODouglas,6,2,3,2,2,1967-164,1967,1,0,1,1
25515,94,PStewart,6,2,3,2,2,1967-164,1967,1,0,1,1
25516,98,TMarshall,6,2,3,2,2,1967-164,1967,1,0,1,1
25517,92,WJBrennan,6,2,3,2,2,1967-164,1967,1,0,1,1
25518,95,BRWhite,6,1,3,2,1,1967-164,1967,1,0,2,1
25519,90,EWarren,6,2,3,2,2,1967-164,1967,1,0,1,1
25520,97,AFortas,6,2,3,2,2,1967-164,1967,1,0,1,1
25521,90,EWarren,6,1,3,1,2,1967-165,1967,0,0,1,3
25522,78,HLBlack,6,2,3,1,1,1967-165,1967,0,0,2,3
25523,81,WODouglas,6,2,3,1,1,1967-165,1967,0,0,2,3
25524,91,JHarlan2,6,1,3,1,2,1967-165,1967,0,0,3,3
25525,92,WJBrennan,6,1,3,1,2,1967-165,1967,0,0,1,3
25526,94,PStewart,6,1,3,1,2,1967-165,1967,0,0,1,3
25527,95,BRWhite,6,1,3,1,2,1967-165,1967,0,0,1,3
25528,97,AFortas,6,2,3,1,1,1967-165,1967,0,0,2,3
25529,98,TMarshall,6,1,3,1,2,1967-165,1967,0,0,1,3
25530,91,JHarlan2,9,2,0,2,2,1967-166,1967,1,0,4,1
25531,78,HLBlack,9,2,0,2,2,1967-166,1967,1,0,4,1
25532,81,WODouglas,9,2,0,2,2,1967-166,1967,1,0,1,1
25533,94,PStewart,9,2,0,2,2,1967-166,1967,1,0,4,1
25534,98,TMarshall,9,2,0,2,2,1967-166,1967,1,0,1,1
25535,92,WJBrennan,9,2,0,2,2,1967-166,1967,1,0,1,1
25536,95,BRWhite,9,2,0,2,2,1967-166,1967,1,0,1,1
25537,90,EWarren,9,2,0,2,2,1967-166,1967,1,0,1,1
25538,97,AFortas,9,2,0,2,2,1967-166,1967,1,0,1,1
25539,91,JHarlan2,9,2,0,2,2,1967-167,1967,1,0,4,1
25540,78,HLBlack,9,2,0,2,2,1967-167,1967,1,0,4,1
25541,81,WODouglas,9,2,0,2,2,1967-167,1967,1,0,1,1
25542,94,PStewart,9,2,0,2,2,1967-167,1967,1,0,4,1
25543,98,TMarshall,9,2,0,2,2,1967-167,1967,1,0,1,1
25544,92,WJBrennan,9,2,0,2,2,1967-167,1967,1,0,1,1
25545,95,BRWhite,9,2,0,2,2,1967-167,1967,1,0,1,1
25546,90,EWarren,9,2,0,2,2,1967-167,1967,1,0,1,1
25547,97,AFortas,9,2,0,2,2,1967-167,1967,1,0,1,1
25548,91,JHarlan2,7,1,2,1,2,1967-168,1967,0,0,1,1
25549,78,HLBlack,7,2,2,1,1,1967-168,1967,0,0,2,1
25550,81,WODouglas,7,2,2,1,1,1967-168,1967,0,0,2,1
25551,94,PStewart,7,1,2,1,2,1967-168,1967,0,0,1,1
25552,98,TMarshall,7,1,2,1,2,1967-168,1967,0,0,1,1
25553,92,WJBrennan,7,1,2,1,2,1967-168,1967,0,0,1,1
25554,95,BRWhite,7,1,2,1,2,1967-168,1967,0,0,1,1
25555,90,EWarren,7,1,2,1,2,1967-168,1967,0,0,1,1
25556,97,AFortas,7,1,2,1,2,1967-168,1967,0,0,1,1
25557,91,JHarlan2,7,1,2,2,1,1967-169,1967,1,0,2,1
25558,78,HLBlack,7,2,2,2,2,1967-169,1967,1,0,4,1
25559,81,WODouglas,7,2,2,2,2,1967-169,1967,1,0,1,1
25560,94,PStewart,7,2,2,2,2,1967-169,1967,1,0,1,1
25561,98,TMarshall,7,2,2,2,2,1967-169,1967,1,0,1,1
25562,92,WJBrennan,7,2,2,2,2,1967-169,1967,1,0,1,1
25563,95,BRWhite,7,1,2,2,1,1967-169,1967,1,0,2,1
25564,90,EWarren,7,2,2,2,2,1967-169,1967,1,0,1,1
