,justice,justiceName,majVotes,direction,minVotes,decisionDirection,majority,caseId,term,partyWinning,precedentAlteration,vote,issueArea
59007,106,AMKennedy,7,2,2,2,2,1991-032,1991,1,0,1,1
59008,107,DHSouter,7,2,2,2,2,1991-032,1991,1,0,1,1
59009,108,CThomas,7,1,2,2,1,1991-032,1991,1,0,2,1
59010,95,BRWhite,7,1,2,1,2,1991-033,1991,1,0,1,8
59011,100,HABlackmun,7,2,2,1,1,1991-033,1991,1,0,2,8
59012,102,WHRehnquist,7,1,2,1,2,1991-033,1991,1,0,1,8
59013,103,JPStevens,7,2,2,1,1,1991-033,1991,1,0,2,8
59014,104,SDOConnor,7,1,2,1,2,1991-033,1991,1,0,1,8
59015,105,AScalia,7,1,2,1,2,1991-033,1991,1,0,1,8
59016,106,AMKennedy,7,1,2,1,2,1991-033,1991,1,0,1,8
59017,107,DHSouter,7,1,2,1,2,1991-033,1991,1,0,1,8
59018,108,CThomas,7,1,2,1,2,1991-033,1991,1,0,1,8
59019,95,BRWhite,9,2,0,2,2,1991-034,1991,1,0,1,12
59020,100,HABlackmun,9,2,0,2,2,1991-034,1991,1,0,1,12
59021,102,WHRehnquist,9,2,0,2,2,1991-034,1991,1,0,1,12
59022,103,JPStevens,9,2,0,2,2,1991-034,1991,1,0,1,12
59023,104,SDOConnor,9,2,0,2,2,1991-034,1991,1,0,1,12
59024,105,AScalia,9,2,0,2,2,1991-034,1991,1,0,1,12
59025,106,AMKennedy,9,2,0,2,2,1991-034,1991,1,0,1,12
59026,107,DHSouter,9,2,0,2,2,1991-034,1991,1,0,1,12
59027,108,CThomas,9,2,0,2,2,1991-034,1991,1,0,1,12
59028,95,BRWhite,9,2,0,2,2,1991-035,1991,1,0,1,2
59029,100,HABlackmun,9,2,0,2,2,1991-035,1991,1,0,1,2
59030,102,WHRehnquist,9,2,0,2,2,1991-035,1991,1,0,4,2
59031,103,JPStevens,9,2,0,2,2,1991-035,1991,1,0,1,2
59032,104,SDOConnor,9,2,0,2,2,1991-035,1991,1,0,1,2
59033,105,AScalia,9,2,0,2,2,1991-035,1991,1,0,4,2
59034,106,AMKennedy,9,2,0,2,2,1991-035,1991,1,0,1,2
59035,107,DHSouter,9,2,0,2,2,1991-035,1991,1,0,1,2
59036,108,CThomas,9,2,0,2,2,1991-035,1991,1,0,1,2
59037,95,BRWhite,9,2,0,2,2,1991-036,1991,0,0,1,12
59038,100,HABlackmun,9,2,0,2,2,1991-036,1991,0,0,1,12
59039,102,WHRehnquist,9,2,0,2,2,1991-036,1991,0,0,1,12
59040,103,JPStevens,9,2,0,2,2,1991-036,1991,0,0,1,12
59041,104,SDOConnor,9,2,0,2,2,1991-036,1991,0,0,1,12
59042,105,AScalia,9,2,0,2,2,1991-036,1991,0,0,1,12
59043,106,AMKennedy,9,2,0,2,2,1991-036,1991,0,0,1,12
59044,107,DHSouter,9,2,0,2,2,1991-036,1991,0,0,1,12
59045,108,CThomas,9,2,0,2,2,1991-036,1991,0,0,1,12
59046,95,BRWhite,9,2,0,2,2,1991-037,1991,1,0,1,8
59047,100,HABlackmun,9,2,0,2,2,1991-037,1991,1,0,1,8
59048,102,WHRehnquist,9,2,0,2,2,1991-037,1991,1,0,1,8
59049,103,JPStevens,9,2,0,2,2,1991-037,1991,1,0,1,8
59050,104,SDOConnor,9,2,0,2,2,1991-037,1991,1,0,1,8
59051,105,AScalia,9,2,0,2,2,1991-037,1991,1,0,1,8
59052,106,AMKennedy,9,2,0,2,2,1991-037,1991,1,0,1,8
59053,107,DHSouter,9,2,0,2,2,1991-037,1991,1,0,1,8
59054,108,CThomas,9,2,0,2,2,1991-037,1991,1,0,1,8
59055,95,BRWhite,9,1,0,1,2,1991-038,1991,0,0,1,2
59056,100,HABlackmun,9,1,0,1,2,1991-038,1991,0,0,1,2
59057,102,WHRehnquist,9,1,0,1,2,1991-038,1991,0,0,1,2
59058,103,JPStevens,9,1,0,1,2,1991-038,1991,0,0,1,2
59059,104,SDOConnor,9,1,0,1,2,1991-038,1991,0,0,1,2
59060,105,AScalia,9,1,0,1,2,1991-038,1991,0,0,1,2
59061,106,AMKennedy,9,1,0,1,2,1991-038,1991,0,0,1,2
59062,107,DHSouter,9,1,0,1,2,1991-038,1991,0,0,1,2
59063,108,CThomas,9,1,0,1,2,1991-038,1991,0,0,1,2
59064,95,BRWhite,9,2,0,2,2,1991-039,1991,0,0,1,9
59065,100,HABlackmun,9,2,0,2,2,1991-039,1991,0,0,1,9
59066,102,WHRehnquist,9,2,0,2,2,1991-039,1991,0,0,1,9
59067,103,JPStevens,9,2,0,2,2,1991-039,1991,0,0,1,9
59068,104,SDOConnor,9,2,0,2,2,1991-039,1991,0,0,1,9
59069,105,AScalia,9,2,0,2,2,1991-039,1991,0,0,1,9
59070,106,AMKennedy,9,2,0,2,2,1991-039,1991,0,0,1,9
59071,107,DHSouter,9,2,0,2,2,1991-039,1991,0,0,1,9
59072,108,CThomas,9,2,0,2,2,1991-039,1991,0,0,1,9
59073,95,BRWhite,9,2,0,2,2,1991-040,1991,1,0,1,9
59074,100,HABlackmun,9,2,0,2,2,1991-040,1991,1,0,1,9
59075,102,WHRehnquist,9,2,0,2,2,1991-040,1991,1,0,4,9
59076,103,JPStevens,9,2,0,2,2,1991-040,1991,1,0,1,9
59077,104,SDOConnor,9,2,0,2,2,1991-040,1991,1,0,1,9
59078,105,AScalia,9,2,0,2,2,1991-040,1991,1,0,4,9
59079,106,AMKennedy,9,2,0,2,2,1991-040,1991,1,0,1,9
59080,107,DHSouter,9,2,0,2,2,1991-040,1991,1,0,1,9
59081,108,CThomas,9,2,0,2,2,1991-040,1991,1,0,4,9
59082,95,BRWhite,8,2,1,2,2,1991-041,1991,1,0,1,3
59083,100,HABlackmun,8,2,1,2,2,1991-041,1991,1,0,3,3
59084,102,WHRehnquist,8,2,1,2,2,1991-041,1991,1,0,1,3
59085,103,JPStevens,8,2,1,2,2,1991-041,1991,1,0,1,3
59086,104,SDOConnor,8,2,1,2,2,1991-041,1991,1,0,1,3
59087,105,AScalia,8,2,1,2,2,1991-041,1991,1,0,1,3
59088,106,AMKennedy,8,2,1,2,2,1991-041,1991,1,0,1,3
59089,107,DHSouter,8,2,1,2,2,1991-041,1991,1,0,1,3
59090,108,CThomas,8,1,1,2,1,1991-041,1991,1,0,2,3
59091,95,BRWhite,9,2,0,2,2,1991-042,1991,0,0,1,8
59092,100,HABlackmun,9,2,0,2,2,1991-042,1991,0,0,1,8
59093,102,WHRehnquist,9,2,0,2,2,1991-042,1991,0,0,1,8
59094,103,JPStevens,9,2,0,2,2,1991-042,1991,0,0,1,8
59095,104,SDOConnor,9,2,0,2,2,1991-042,1991,0,0,1,8
59096,105,AScalia,9,2,0,2,2,1991-042,1991,0,0,1,8
59097,106,AMKennedy,9,2,0,2,2,1991-042,1991,0,0,1,8
59098,107,DHSouter,9,2,0,2,2,1991-042,1991,0,0,1,8
59099,108,CThomas,9,2,0,2,2,1991-042,1991,0,0,1,8
59100,95,BRWhite,7,1,2,2,1,1991-043,1991,1,0,2,1
59101,100,HABlackmun,7,2,2,2,2,1991-043,1991,1,0,1,1
59102,102,WHRehnquist,7,2,2,2,2,1991-043,1991,1,0,1,1
59103,103,JPStevens,7,2,2,2,2,1991-043,1991,1,0,1,1
59104,104,SDOConnor,7,2,2,2,2,1991-043,1991,1,0,1,1
59105,105,AScalia,7,2,2,2,2,1991-043,1991,1,0,1,1
59106,106,AMKennedy,7,1,2,2,1,1991-043,1991,1,0,2,1
59107,107,DHSouter,7,2,2,2,2,1991-043,1991,1,0,1,1
59108,108,CThomas,7,2,2,2,2,1991-043,1991,1,0,1,1
59109,102,WHRehnquist,6,2,3,2,2,1991-044,1991,1,0,1,1
59110,95,BRWhite,6,2,3,2,2,1991-044,1991,1,0,1,1
59111,100,HABlackmun,6,2,3,2,2,1991-044,1991,1,0,1,1
59112,103,JPStevens,6,2,3,2,2,1991-044,1991,1,0,1,1
59113,104,SDOConnor,6,2,3,2,2,1991-044,1991,1,0,1,1
59114,105,AScalia,6,1,3,2,1,1991-044,1991,1,0,2,1
59115,106,AMKennedy,6,2,3,2,2,1991-044,1991,1,0,1,1
59116,107,DHSouter,6,1,3,2,1,1991-044,1991,1,0,2,1
59117,108,CThomas,6,1,3,2,1,1991-044,1991,1,0,2,1
59118,95,BRWhite,9,2,0,2,2,1991-045,1991,1,0,4,9
59119,100,HABlackmun,9,2,0,2,2,1991-045,1991,1,0,4,9
59120,102,WHRehnquist,9,2,0,2,2,1991-045,1991,1,0,1,9
59121,103,JPStevens,9,2,0,2,2,1991-045,1991,1,0,4,9
59122,104,SDOConnor,9,2,0,2,2,1991-045,1991,1,0,4,9
59123,105,AScalia,9,2,0,2,2,1991-045,1991,1,0,1,9
59124,106,AMKennedy,9,2,0,2,2,1991-045,1991,1,0,1,9
59125,107,DHSouter,9,2,0,2,2,1991-045,1991,1,0,1,9
59126,108,CThomas,9,2,0,2,2,1991-045,1991,1,0,1,9
59127,95,BRWhite,9,1,0,1,2,1991-046,1991,0,0,1,9
59128,100,HABlackmun,9,1,0,1,2,1991-046,1991,0,0,1,9
59129,102,WHRehnquist,9,1,0,1,2,1991-046,1991,0,0,1,9
59130,103,JPStevens,9,1,0,1,2,1991-046,1991,0,0,1,9
59131,104,SDOConnor,9,1,0,1,2,1991-046,1991,0,0,1,9
59132,105,AScalia,9,1,0,1,2,1991-046,1991,0,0,1,9
59133,106,AMKennedy,9,1,0,1,2,1991-046,1991,0,0,1,9
59134,107,DHSouter,9,1,0,1,2,1991-046,1991,0,0,1,9
59135,108,CThomas,9,1,0,1,2,1991-046,1991,0,0,1,9
59136,95,BRWhite,9,1,0,1,2,1991-047,1991,1,0,4,9
59137,100,HABlackmun,9,1,0,1,2,1991-047,1991,1,0,1,9
59138,102,WHRehnquist,9,1,0,1,2,1991-047,1991,1,0,1,9
59139,103,JPStevens,9,1,0,1,2,1991-047,1991,1,0,4,9
59140,104,SDOConnor,9,1,0,1,2,1991-047,1991,1,0,4,9
59141,105,AScalia,9,1,0,1,2,1991-047,1991,1,0,4,9
59142,106,AMKennedy,9,1,0,1,2,1991-047,1991,1,0,1,9
59143,107,DHSouter,9,1,0,1,2,1991-047,1991,1,0,1,9
59144,108,CThomas,9,1,0,1,2,1991-047,1991,1,0,1,9
59145,95,BRWhite,7,1,2,1,2,1991-048,1991,0,0,1,2
59146,100,HABlackmun,7,2,2,1,1,1991-048,1991,0,0,2,2
59147,102,WHRehnquist,7,1,2,1,2,1991-048,1991,0,0,1,2
59148,103,JPStevens,7,1,2,1,2,1991-048,1991,0,0,1,2
59149,104,SDOConnor,7,2,2,1,1,1991-048,1991,0,0,2,2
59150,105,AScalia,7,1,2,1,2,1991-048,1991,0,0,3,2
59151,106,AMKennedy,7,1,2,1,2,1991-048,1991,0,0,3,2
59152,107,DHSouter,7,1,2,1,2,1991-048,1991,0,0,1,2
59153,108,CThomas,7,1,2,1,2,1991-048,1991,0,0,3,2
59154,95,BRWhite,9,1,0,1,2,1991-049,1991,1,0,1,8
59155,100,HABlackmun,9,1,0,1,2,1991-049,1991,1,0,1,8
59156,102,WHRehnquist,9,1,0,1,2,1991-049,1991,1,0,1,8
59157,103,JPStevens,9,1,0,1,2,1991-049,1991,1,0,1,8
59158,104,SDOConnor,9,1,0,1,2,1991-049,1991,1,0,1,8
59159,105,AScalia,9,1,0,1,2,1991-049,1991,1,0,1,8
59160,106,AMKennedy,9,1,0,1,2,1991-049,1991,1,0,1,8
59161,107,DHSouter,9,1,0,1,2,1991-049,1991,1,0,1,8
59162,108,CThomas,9,1,0,1,2,1991-049,1991,1,0,1,8
59163,95,BRWhite,7,2,2,1,1,1991-050,1991,1,0,2,1
59164,100,HABlackmun,7,1,2,1,2,1991-050,1991,1,0,1,1
59165,102,WHRehnquist,7,1,2,1,2,1991-050,1991,1,0,1,1
59166,103,JPStevens,7,2,2,1,1,1991-050,1991,1,0,2,1
59167,104,SDOConnor,7,1,2,1,2,1991-050,1991,1,0,1,1
59168,105,AScalia,7,1,2,1,2,1991-050,1991,1,0,1,1
59169,106,AMKennedy,7,1,2,1,2,1991-050,1991,1,0,1,1
59170,107,DHSouter,7,1,2,1,2,1991-050,1991,1,0,1,1
59171,108,CThomas,7,1,2,1,2,1991-050,1991,1,0,1,1
59172,95,BRWhite,7,1,2,1,2,1991-051,1991,1,0,1,9
59173,100,HABlackmun,7,2,2,1,1,1991-051,1991,1,0,2,9
59174,102,WHRehnquist,7,1,2,1,2,1991-051,1991,1,0,1,9
59175,103,JPStevens,7,2,2,1,1,1991-051,1991,1,0,2,9
59176,104,SDOConnor,7,1,2,1,2,1991-051,1991,1,0,1,9
59177,105,AScalia,7,1,2,1,2,1991-051,1991,1,0,1,9
59178,106,AMKennedy,7,1,2,1,2,1991-051,1991,1,0,1,9
59179,107,DHSouter,7,1,2,1,2,1991-051,1991,1,0,1,9
59180,108,CThomas,7,1,2,1,2,1991-051,1991,1,0,1,9
59181,95,BRWhite,9,1,0,1,2,1991-052,1991,1,0,1,1
59182,100,HABlackmun,9,1,0,1,2,1991-052,1991,1,0,4,1
59183,102,WHRehnquist,9,1,0,1,2,1991-052,1991,1,0,1,1
59184,103,JPStevens,9,1,0,1,2,1991-052,1991,1,0,4,1
59185,104,SDOConnor,9,1,0,1,2,1991-052,1991,1,0,1,1
59186,105,AScalia,9,1,0,1,2,1991-052,1991,1,0,1,1
59187,106,AMKennedy,9,1,0,1,2,1991-052,1991,1,0,1,1
59188,107,DHSouter,9,1,0,1,2,1991-052,1991,1,0,1,1
59189,108,CThomas,9,1,0,1,2,1991-052,1991,1,0,1,1
59190,95,BRWhite,7,2,2,2,2,1991-053,1991,0,0,1,8
59191,100,HABlackmun,7,1,2,2,1,1991-053,1991,0,0,2,8
59192,102,WHRehnquist,7,2,2,2,2,1991-053,1991,0,0,1,8
59193,103,JPStevens,7,1,2,2,1,1991-053,1991,0,0,2,8
59194,104,SDOConnor,7,2,2,2,2,1991-053,1991,0,0,1,8
59195,105,AScalia,7,2,2,2,2,1991-053,1991,0,0,1,8
59196,106,AMKennedy,7,2,2,2,2,1991-053,1991,0,0,1,8
59197,107,DHSouter,7,2,2,2,2,1991-053,1991,0,0,1,8
59198,108,CThomas,7,2,2,2,2,1991-053,1991,0,0,1,8
59199,95,BRWhite,6,2,3,1,1,1991-054,1991,1,0,2,9
59200,100,HABlackmun,6,2,3,1,1,1991-054,1991,1,0,2,9
59201,102,WHRehnquist,6,1,3,1,2,1991-054,1991,1,0,1,9
59202,103,JPStevens,6,1,3,1,2,1991-054,1991,1,0,1,9
59203,104,SDOConnor,6,1,3,1,2,1991-054,1991,1,0,1,9
59204,105,AScalia,6,1,3,1,2,1991-054,1991,1,0,1,9
59205,106,AMKennedy,6,1,3,1,2,1991-054,1991,1,0,1,9
59206,107,DHSouter,6,1,3,1,2,1991-054,1991,1,0,1,9
59207,108,CThomas,6,2,3,1,1,1991-054,1991,1,0,2,9
59208,95,BRWhite,9,1,0,1,2,1991-055,1991,1,0,1,8
59209,100,HABlackmun,9,1,0,1,2,1991-055,1991,1,0,1,8
59210,102,WHRehnquist,9,1,0,1,2,1991-055,1991,1,0,1,8
59211,103,JPStevens,9,1,0,1,2,1991-055,1991,1,0,1,8
59212,104,SDOConnor,9,1,0,1,2,1991-055,1991,1,0,1,8
59213,105,AScalia,9,1,0,1,2,1991-055,1991,1,0,1,8
59214,106,AMKennedy,9,1,0,1,2,1991-055,1991,1,0,1,8
59215,107,DHSouter,9,1,0,1,2,1991-055,1991,1,0,1,8
59216,108,CThomas,9,1,0,1,2,1991-055,1991,1,0,1,8
59217,95,BRWhite,9,2,0,2,2,1991-056,1991,1,0,1,2
59218,100,HABlackmun,9,2,0,2,2,1991-056,1991,1,0,1,2
59219,102,WHRehnquist,9,2,0,2,2,1991-056,1991,1,0,1,2
59220,103,JPStevens,9,2,0,2,2,1991-056,1991,1,0,1,2
59221,104,SDOConnor,9,2,0,2,2,1991-056,1991,1,0,1,2
59222,105,AScalia,9,2,0,2,2,1991-056,1991,1,0,1,2
59223,106,AMKennedy,9,2,0,2,2,1991-056,1991,1,0,1,2
59224,107,DHSouter,9,2,0,2,2,1991-056,1991,1,0,1,2
59225,108,CThomas,9,2,0,2,2,1991-056,1991,1,0,1,2
59226,95,BRWhite,8,1,0,1,2,1991-057,1991,1,0,1,2
59227,100,HABlackmun,8,1,0,1,2,1991-057,1991,1,0,4,2
59228,102,WHRehnquist,8,1,0,1,2,1991-057,1991,1,0,1,2
59229,103,JPStevens,8,1,0,1,2,1991-057,1991,1,0,4,2
59230,104,SDOConnor,8,1,0,1,2,1991-057,1991,1,0,4,2
59231,105,AScalia,8,1,0,1,2,1991-057,1991,1,0,3,2
59232,106,AMKennedy,8,1,0,1,2,1991-057,1991,1,0,1,2
59233,107,DHSouter,8,1,0,1,2,1991-057,1991,1,0,3,2
59234,108,CThomas,8,0,0,1,0,1991-057,1991,1,0,0,2
59235,95,BRWhite,9,2,0,2,2,1991-058,1991,0,0,1,4
59236,100,HABlackmun,9,2,0,2,2,1991-058,1991,0,0,4,4
59237,102,WHRehnquist,9,2,0,2,2,1991-058,1991,0,0,1,4
59238,103,JPStevens,9,2,0,2,2,1991-058,1991,0,0,1,4
59239,104,SDOConnor,9,2,0,2,2,1991-058,1991,0,0,1,4
59240,105,AScalia,9,2,0,2,2,1991-058,1991,0,0,1,4
59241,106,AMKennedy,9,2,0,2,2,1991-058,1991,0,0,1,4
59242,107,DHSouter,9,2,0,2,2,1991-058,1991,0,0,4,4
59243,108,CThomas,9,2,0,2,2,1991-058,1991,0,0,1,4
59244,95,BRWhite,5,2,4,2,2,1991-059,1991,1,0,1,1
59245,100,HABlackmun,5,2,4,2,2,1991-059,1991,1,0,1,1
59246,102,WHRehnquist,5,1,4,2,1,1991-059,1991,1,0,2,1
59247,103,JPStevens,5,2,4,2,2,1991-059,1991,1,0,1,1
59248,104,SDOConnor,5,1,4,2,1,1991-059,1991,1,0,2,1
59249,105,AScalia,5,1,4,2,1,1991-059,1991,1,0,2,1
59250,106,AMKennedy,5,1,4,2,1,1991-059,1991,1,0,2,1
59251,107,DHSouter,5,2,4,2,2,1991-059,1991,1,0,1,1
59252,108,CThomas,5,2,4,2,2,1991-059,1991,1,0,1,1
59253,95,BRWhite,9,2,0,2,2,1991-060,1991,1,0,1,9
59254,100,HABlackmun,9,2,0,2,2,1991-060,1991,1,0,1,9
59255,102,WHRehnquist,9,2,0,2,2,1991-060,1991,1,0,1,9
59256,103,JPStevens,9,2,0,2,2,1991-060,1991,1,0,1,9
59257,104,SDOConnor,9,2,0,2,2,1991-060,1991,1,0,1,9
59258,105,AScalia,9,2,0,2,2,1991-060,1991,1,0,1,9
59259,106,AMKennedy,9,2,0,2,2,1991-060,1991,1,0,1,9
59260,107,DHSouter,9,2,0,2,2,1991-060,1991,1,0,1,9
59261,108,CThomas,9,2,0,2,2,1991-060,1991,1,0,1,9
59262,95,BRWhite,9,2,0,2,2,1991-061,1991,1,0,1,10
59263,100,HABlackmun,9,2,0,2,2,1991-061,1991,1,0,1,10
59264,102,WHRehnquist,9,2,0,2,2,1991-061,1991,1,0,1,10
59265,103,JPStevens,9,2,0,2,2,1991-061,1991,1,0,1,10
59266,104,SDOConnor,9,2,0,2,2,1991-061,1991,1,0,1,10
59267,105,AScalia,9,2,0,2,2,1991-061,1991,1,0,1,10
59268,106,AMKennedy,9,2,0,2,2,1991-061,1991,1,0,1,10
59269,107,DHSouter,9,2,0,2,2,1991-061,1991,1,0,1,10
59270,108,CThomas,9,2,0,2,2,1991-061,1991,1,0,1,10
59271,95,BRWhite,9,2,0,2,2,1991-062,1991,1,0,1,10
59272,100,HABlackmun,9,2,0,2,2,1991-062,1991,1,0,1,10
59273,102,WHRehnquist,9,2,0,2,2,1991-062,1991,1,0,1,10
59274,103,JPStevens,9,2,0,2,2,1991-062,1991,1,0,3,10
59275,104,SDOConnor,9,2,0,2,2,1991-062,1991,1,0,1,10
59276,105,AScalia,9,2,0,2,2,1991-062,1991,1,0,1,10
59277,106,AMKennedy,9,2,0,2,2,1991-062,1991,1,0,1,10
59278,107,DHSouter,9,2,0,2,2,1991-062,1991,1,0,1,10
59279,108,CThomas,9,2,0,2,2,1991-062,1991,1,0,3,10
59280,102,WHRehnquist,6,1,3,1,2,1991-063,1991,1,0,1,8
59281,95,BRWhite,6,2,3,1,1,1991-063,1991,1,0,2,8
59282,100,HABlackmun,6,2,3,1,1,1991-063,1991,1,0,2,8
59283,103,JPStevens,6,2,3,1,1,1991-063,1991,1,0,2,8
59284,104,SDOConnor,6,1,3,1,2,1991-063,1991,1,0,1,8
59285,105,AScalia,6,1,3,1,2,1991-063,1991,1,0,1,8
59286,106,AMKennedy,6,1,3,1,2,1991-063,1991,1,0,1,8
59287,107,DHSouter,6,1,3,1,2,1991-063,1991,1,0,1,8
59288,108,CThomas,6,1,3,1,2,1991-063,1991,1,0,1,8
59289,95,BRWhite,8,2,1,2,2,1991-064,1991,0,0,1,8
59290,100,HABlackmun,8,2,1,2,2,1991-064,1991,0,0,1,8
59291,102,WHRehnquist,8,2,1,2,2,1991-064,1991,0,0,1,8
59292,103,JPStevens,8,1,1,2,1,1991-064,1991,0,0,2,8
59293,104,SDOConnor,8,2,1,2,2,1991-064,1991,0,0,1,8
59294,105,AScalia,8,2,1,2,2,1991-064,1991,0,0,1,8
59295,106,AMKennedy,8,2,1,2,2,1991-064,1991,0,0,1,8
59296,107,DHSouter,8,2,1,2,2,1991-064,1991,0,0,1,8
59297,108,CThomas,8,2,1,2,2,1991-064,1991,0,0,1,8
59298,95,BRWhite,7,1,2,1,2,1991-065,1991,1,0,1,1
59299,100,HABlackmun,7,2,2,1,1,1991-065,1991,1,0,2,1
59300,102,WHRehnquist,7,1,2,1,2,1991-065,1991,1,0,1,1
59301,103,JPStevens,7,2,2,1,1,1991-065,1991,1,0,2,1
59302,104,SDOConnor,7,1,2,1,2,1991-065,1991,1,0,1,1
59303,105,AScalia,7,1,2,1,2,1991-065,1991,1,0,1,1
59304,106,AMKennedy,7,1,2,1,2,1991-065,1991,1,0,1,1
59305,107,DHSouter,7,1,2,1,2,1991-065,1991,1,0,1,1
59306,108,CThomas,7,1,2,1,2,1991-065,1991,1,0,1,1
59307,95,BRWhite,5,1,4,1,2,1991-066,1991,1,1,1,1
59308,100,HABlackmun,5,2,4,1,1,1991-066,1991,1,1,2,1
59309,102,WHRehnquist,5,1,4,1,2,1991-066,1991,1,1,1,1
59310,103,JPStevens,5,2,4,1,1,1991-066,1991,1,1,2,1
59311,104,SDOConnor,5,2,4,1,1,1991-066,1991,1,1,2,1
59312,105,AScalia,5,1,4,1,2,1991-066,1991,1,1,1,1
59313,106,AMKennedy,5,2,4,1,1,1991-066,1991,1,1,2,1
59314,107,DHSouter,5,1,4,1,2,1991-066,1991,1,1,1,1
59315,108,CThomas,5,1,4,1,2,1991-066,1991,1,1,1,1
59316,95,BRWhite,7,1,2,1,2,1991-067,1991,1,0,1,2
59317,100,HABlackmun,7,2,2,1,1,1991-067,1991,1,0,2,2
59318,102,WHRehnquist,7,1,2,1,2,1991-067,1991,1,0,1,2
59319,103,JPStevens,7,2,2,1,1,1991-067,1991,1,0,2,2
59320,104,SDOConnor,7,1,2,1,2,1991-067,1991,1,0,1,2
59321,105,AScalia,7,1,2,1,2,1991-067,1991,1,0,1,2
59322,106,AMKennedy,7,1,2,1,2,1991-067,1991,1,0,1,2
59323,107,DHSouter,7,1,2,1,2,1991-067,1991,1,0,1,2
59324,108,CThomas,7,1,2,1,2,1991-067,1991,1,0,1,2
59325,95,BRWhite,5,1,4,1,2,1991-068,1991,1,0,1,1
59326,100,HABlackmun,5,2,4,1,1,1991-068,1991,1,0,2,1
59327,102,WHRehnquist,5,1,4,1,2,1991-068,1991,1,0,1,1
59328,103,JPStevens,5,2,4,1,1,1991-068,1991,1,0,2,1
59329,104,SDOConnor,5,2,4,1,1,1991-068,1991,1,0,2,1
59330,105,AScalia,5,1,4,1,2,1991-068,1991,1,0,1,1
59331,106,AMKennedy,5,1,4,1,2,1991-068,1991,1,0,1,1
59332,107,DHSouter,5,1,4,1,2,1991-068,1991,1,0,1,1
59333,108,CThomas,5,2,4,1,1,1991-068,1991,1,0,2,1
59334,95,BRWhite,5,2,4,2,2,1991-069,1991,1,0,1,4
59335,100,HABlackmun,5,2,4,2,2,1991-069,1991,1,0,1,4
59336,102,WHRehnquist,5,1,4,2,1,1991-069,1991,1,0,2,4
59337,103,JPStevens,5,2,4,2,2,1991-069,1991,1,0,1,4
59338,104,SDOConnor,5,2,4,2,2,1991-069,1991,1,0,4,4
59339,105,AScalia,5,1,4,2,1,1991-069,1991,1,0,2,4
59340,106,AMKennedy,5,1,4,2,1,1991-069,1991,1,0,2,4
59341,107,DHSouter,5,2,4,2,2,1991-069,1991,1,0,1,4
59342,108,CThomas,5,1,4,2,1,1991-069,1991,1,0,2,4
59343,95,BRWhite,7,2,2,2,2,1991-070,1991,1,0,1,1
59344,100,HABlackmun,7,2,2,2,2,1991-070,1991,1,0,1,1
59345,102,WHRehnquist,7,2,2,2,2,1991-070,1991,1,0,1,1
59346,103,JPStevens,7,2,2,2,2,1991-070,1991,1,0,1,1
59347,104,SDOConnor,7,2,2,2,2,1991-070,1991,1,0,1,1
59348,105,AScalia,7,1,2,2,1,1991-070,1991,1,0,2,1
59349,106,AMKennedy,7,2,2,2,2,1991-070,1991,1,0,4,1
59350,107,DHSouter,7,2,2,2,2,1991-070,1991,1,0,1,1
59351,108,CThomas,7,1,2,2,1,1991-070,1991,1,0,2,1
59352,95,BRWhite,6,2,3,2,2,1991-071,1991,1,0,1,2
59353,100,HABlackmun,6,2,3,2,2,1991-071,1991,1,0,1,2
59354,102,WHRehnquist,6,1,3,2,1,1991-071,1991,1,0,2,2
59355,103,JPStevens,6,2,3,2,2,1991-071,1991,1,0,1,2
59356,104,SDOConnor,6,2,3,2,2,1991-071,1991,1,0,1,2
59357,105,AScalia,6,2,3,2,2,1991-071,1991,1,0,3,2
59358,106,AMKennedy,6,2,3,2,2,1991-071,1991,1,0,3,2
59359,107,DHSouter,6,1,3,2,1,1991-071,1991,1,0,2,2
59360,108,CThomas,6,1,3,2,1,1991-071,1991,1,0,2,2
59361,95,BRWhite,9,1,0,1,2,1991-072,1991,0,0,1,1
59362,100,HABlackmun,9,1,0,1,2,1991-072,1991,0,0,1,1
59363,102,WHRehnquist,9,1,0,1,2,1991-072,1991,0,0,1,1
59364,103,JPStevens,9,1,0,1,2,1991-072,1991,0,0,1,1
59365,104,SDOConnor,9,1,0,1,2,1991-072,1991,0,0,1,1
59366,105,AScalia,9,1,0,1,2,1991-072,1991,0,0,1,1
59367,106,AMKennedy,9,1,0,1,2,1991-072,1991,0,0,1,1
59368,107,DHSouter,9,1,0,1,2,1991-072,1991,0,0,1,1
59369,108,CThomas,9,1,0,1,2,1991-072,1991,0,0,1,1
59370,95,BRWhite,7,1,2,1,2,1991-073,1991,0,0,1,1
59371,100,HABlackmun,7,2,2,1,1,1991-073,1991,0,0,2,1
59372,102,WHRehnquist,7,1,2,1,2,1991-073,1991,0,0,4,1
59373,103,JPStevens,7,1,2,1,2,1991-073,1991,0,0,1,1
59374,104,SDOConnor,7,1,2,1,2,1991-073,1991,0,0,1,1
59375,105,AScalia,7,1,2,1,2,1991-073,1991,0,0,1,1
59376,106,AMKennedy,7,1,2,1,2,1991-073,1991,0,0,1,1
59377,107,DHSouter,7,2,2,1,1,1991-073,1991,0,0,2,1
59378,108,CThomas,7,1,2,1,2,1991-073,1991,0,0,1,1
59379,95,BRWhite,5,1,3,1,2,1991-074,1991,1,0,1,3
