caseId,justice,term,direction,precedentAlteration,issueArea,lawType,caseOriginState
2012-004,114,2012,1,0,5,6,0
2012-005,114,2012,2,0,2,6,0
2012-006,114,2012,1,0,1,3,0
2012-007,114,2012,1,0,8,1,0
2012-008,114,2012,1,0,8,3,0
2012-009,114,2012,1,0,1,3,0
2012-010,114,2012,2,0,4,2,0
2012-011,114,2012,2,0,9,3,0
2012-012,114,2012,2,0,2,5,0
2012-013,114,2012,2,0,1,2,0
2012-014,114,2012,2,0,8,3,0
2012-015,114,2012,1,0,1,2,12
2012-016,114,2012,2,0,1,4,0
2012-017,114,2012,1,0,1,2,0
2012-018,114,2012,2,0,1,2,30
2012-019,114,2012,1,0,1,2,0
2012-020,114,2012,2,0,8,6,0
2012-021,114,2012,2,0,9,6,0
2012-022,114,2012,2,0,8,6,0
2012-023,114,2012,2,0,8,3,0
2012-024,114,2012,1,0,8,3,0
2012-025,114,2012,2,0,8,6,0
2012-026,114,2012,2,0,9,6,0
2012-027,114,2012,2,0,8,3,0
2012-028,114,2012,2,0,10,3,0
2012-029,114,2012,1,0,10,6,51
2012-030,114,2012,2,0,1,2,12
2012-031,114,2012,2,0,9,4,0
2012-032,114,2012,1,0,8,3,0
2012-033,114,2012,1,0,2,2,0
2012-034,114,2012,2,0,7,3,0
2012-035,114,2012,1,0,8,3,0
2012-036,114,2012,1,0,9,6,0
2012-037,114,2012,2,0,1,2,30
2012-038,114,2012,2,0,2,3,0
2012-039,114,2012,1,0,5,3,0
2012-040,114,2012,2,0,9,2,22
2012-041,114,2012,2,0,10,6,34
2012-042,114,2012,2,0,8,3,0
2012-043,114,2012,1,0,8,6,0
2012-044,114,2012,1,0,9,3,0
2012-045,114,2012,2,0,12,3,0
2012-046,114,2012,1,0,1,3,0
2012-047,114,2012,2,0,6,6,0
2012-048,114,2012,2,0,1,3,0
2012-049,114,2012,2,0,2,3,0
2012-050,114,2012,2,0,1,2,25
2012-051,114,2012,2,0,10,6,55
2012-052,114,2012,1,0,9,3,0
2012-053,114,2012,2,0,4,1,0
2012-054,114,2012,2,0,1,1,0
2012-055,114,2012,1,0,8,6,0
2012-056,114,2012,2,0,10,6,0
2012-057,114,2012,2,0,10,5,0
2012-058,114,2012,1,0,1,4,0
2012-059,114,2012,1,0,1,6,0
2012-060,114,2012,2,0,1,2,51
2012-061,114,2012,2,0,1,3,0
2012-062,114,2012,2,1,1,2,0
2012-063,114,2012,2,0,6,8,0
2012-064,114,2012,2,0,2,6,0
2012-066,114,2012,2,0,8,6,0
2012-067,114,2012,2,0,1,8,0
2012-069,114,2012,1,0,10,3,0
2012-070,114,2012,2,0,2,3,0
2012-071,114,2012,1,0,1,1,0
2012-072,114,2012,2,0,2,3,0
2012-073,114,2012,2,0,2,3,0
2012-074,114,2012,1,0,4,2,12
2012-075,114,2012,2,0,2,6,48
2012-076,114,2012,2,0,2,4,0
2012-077,114,2012,1,0,9,1,0
2012-078,114,2012,2,0,1,6,0
2012-079,114,2012,2,0,4,6,0
2013-001,114,2013,2,0,2,3,0
2013-002,114,2013,1,0,1,2,0
2013-003,114,2013,1,0,1,3,0
2013-004,114,2013,1,0,12,3,0
2013-005,114,2013,2,0,12,3,0
2013-006,114,2013,2,0,9,6,0
2013-007,114,2013,2,0,9,6,0
2013-008,114,2013,2,0,7,3,0
2013-009,114,2013,1,0,1,2,20
2013-010,114,2013,1,0,8,3,0
2013-011,114,2013,2,0,4,2,0
2013-012,114,2013,1,0,9,6,0
2013-013,114,2013,1,0,9,4,0
2013-014,114,2013,2,0,8,9,0
2013-015,114,2013,2,0,1,6,0
2013-016,114,2013,1,0,7,3,0
2013-017,114,2013,1,0,3,6,7
2013-018,114,2013,2,0,2,2,1
2013-019,114,2013,1,0,1,6,0
2013-020,114,2013,2,0,1,2,6
2013-021,114,2013,2,0,4,2,0
2013-022,114,2013,2,0,8,6,0
2013-023,114,2013,1,0,1,6,0
2013-024,114,2013,2,0,5,6,0
2013-025,114,2013,2,0,8,3,0
2013-026,114,2013,2,0,2,5,0
2013-027,114,2013,1,0,8,5,0
2013-028,114,2013,2,0,1,6,0
2013-030,114,2013,2,0,9,6,0
2013-032,114,2013,1,0,1,6,0
2013-033,114,2013,2,0,3,2,0
2013-034,114,2013,2,0,10,6,0
2013-036,114,2013,2,0,1,2,6
2013-037,114,2013,1,0,1,2,0
2013-038,114,2013,1,0,8,6,0
2013-039,114,2013,2,0,8,3,0
2013-040,114,2013,2,0,6,6,0
2013-041,114,2013,2,0,6,6,0
2013-042,114,2013,2,0,3,2,0
2013-043,114,2013,1,0,1,6,0
2013-044,114,2013,2,0,2,3,0
2013-045,114,2013,2,0,8,6,0
2013-046,114,2013,2,0,1,2,12
2013-047,114,2013,1,0,3,2,0
2013-048,114,2013,2,0,2,6,0
2013-049,114,2013,1,0,2,6,0
2013-050,114,2013,2,0,1,2,17
2013-051,114,2013,2,0,8,6,0
2013-052,114,2013,2,0,8,6,0
2013-053,114,2013,2,0,1,5,0
2013-054,114,2013,2,0,10,6,0
2013-055,114,2013,2,0,8,1,0
2013-056,114,2013,1,0,2,6,0
2013-057,114,2013,2,0,8,3,0
2013-058,114,2013,1,0,2,6,0
2013-059,114,2013,2,0,5,6,0
2013-060,114,2013,2,0,9,1,0
2013-061,114,2013,2,0,1,6,0
2013-062,114,2013,1,0,8,3,0
2013-063,114,2013,2,0,8,3,0
2013-064,114,2013,1,0,1,6,0
2013-065,114,2013,2,0,1,2,6
2013-066,114,2013,1,0,8,3,0
2013-067,114,2013,1,0,8,6,0
2013-068,114,2013,1,0,5,2,0
2013-069,114,2013,1,0,13,1,0
2013-070,114,2013,1,0,3,3,0
2013-071,114,2013,2,0,7,2,0
2013-072,114,2013,2,0,1,3,0
2013-073,114,2013,1,0,3,2,0
2013-074,114,2013,2,0,8,6,0
2013-075,114,2013,2,0,4,3,0
2014-001,114,2014,1,0,1,2,38
2014-003,114,2014,2,0,3,6,0
2014-004,114,2014,1,0,9,6,0
2014-005,114,2014,1,0,7,3,0
2014-006,114,2014,1,0,1,4,0
2014-008,114,2014,2,0,8,3,0
2014-009,114,2014,1,0,8,4,0
2014-010,114,2014,2,0,1,4,0
2014-011,114,2014,2,0,13,6,0
2014-012,114,2014,1,0,8,3,0
2014-013,114,2014,2,0,3,6,0
2014-014,114,2014,2,0,8,3,0
2014-015,114,2014,1,0,1,6,0
2014-016,114,2014,2,1,4,2,0
2014-017,114,2014,2,0,2,2,0
2014-018,114,2014,1,0,8,3,0
2014-019,114,2014,2,0,8,6,0
2014-021,114,2014,2,0,8,1,25
2014-022,114,2014,2,0,7,3,0
2014-024,114,2014,2,0,1,6,0
2014-025,114,2014,1,0,8,6,0
2014-026,114,2014,1,0,1,6,0
2014-027,114,2014,2,0,2,3,0
2014-028,114,2014,2,0,8,9,0
2014-029,114,2014,1,0,8,6,0
2014-030,114,2014,2,0,8,6,0
2014-031,114,2014,2,0,9,4,0
2014-033,114,2014,1,0,8,3,0
2014-035,114,2014,1,0,8,6,0
2014-036,114,2014,2,0,2,3,0
2014-037,114,2014,2,0,3,2,0
2014-038,114,2014,2,0,9,1,0
2014-039,114,2014,2,0,9,1,0
2014-040,114,2014,2,0,2,3,0
2014-041,114,2014,2,0,1,2,0
2014-042,114,2014,2,0,2,2,0
2014-043,114,2014,1,0,2,6,0
2014-044,114,2014,2,0,1,3,0
2014-045,114,2014,2,0,8,3,0
2014-046,114,2014,2,0,2,3,0
2014-047,114,2014,2,0,6,3,0
2014-048,114,2014,2,0,2,1,0
2014-049,114,2014,1,0,1,2,41
2014-050,114,2014,2,0,1,2,0
2014-051,114,2014,2,0,1,3,0
2014-052,114,2014,2,0,12,6,0
2014-053,114,2014,2,0,9,3,0
2014-054,114,2014,1,0,10,3,0
2014-055,114,2014,2,0,3,2,12
2014-056,114,2014,1,0,8,6,0
2014-057,114,2014,2,0,2,6,0
2014-058,114,2014,1,0,3,2,0
2014-059,114,2014,2,0,2,3,0
2014-060,114,2014,1,0,8,3,0
2014-061,114,2014,2,0,8,3,0
2014-062,114,2014,2,0,1,3,0
2014-063,114,2014,1,0,8,6,0
2014-064,114,2014,2,0,8,6,0
2014-065,114,2014,2,0,8,3,0
2014-066,114,2014,1,0,9,3,0
2014-067,114,2014,2,0,1,6,0
2014-068,114,2014,2,0,2,3,0
2014-069,114,2014,1,0,4,2,0
2014-070,114,2014,2,1,4,2,0
2014-071,114,2014,2,0,1,2,0
2014-072,114,2014,2,0,9,3,0
2014-073,114,2014,1,0,2,3,0
2014-074,114,2014,2,0,1,2,38
2014-075,114,2014,1,0,2,3,0
2015-001,114,2015,1,0,8,6,0
2015-003,114,2015,1,0,1,6,0
2015-004,114,2015,1,0,8,3,6
2015-005,114,2015,1,0,1,2,20
2015-006,114,2015,2,0,1,2,22
2015-007,114,2015,2,1,1,2,12
2015-008,114,2015,2,0,8,3,0
2015-009,114,2015,2,0,9,1,0
2015-010,114,2015,1,0,9,1,0
2015-011,114,2015,2,0,1,2,13
2015-012,114,2015,2,0,3,6,0
2015-013,114,2015,1,0,1,3,0
2015-014,114,2015,2,0,9,6,0
2015-015,114,2015,1,0,2,6,0
2015-016,114,2015,2,0,8,3,0
2015-017,114,2015,1,0,8,6,0
2015-018,114,2015,2,0,7,4,0
2015-019,114,2015,1,0,1,2,0
2015-020,114,2015,1,0,1,6,0
2015-021,114,2015,2,0,2,3,0
2015-022,114,2015,1,0,9,3,0
2015-023,114,2015,1,0,2,6,0
2015-024,114,2015,2,0,10,3,0
2015-026,114,2015,1,0,8,1,33
2015-027,114,2015,2,0,2,2,0
2015-028,114,2015,2,0,2,2,0
2015-031,114,2015,2,0,1,4,0
2015-032,114,2015,1,0,9,9,0
2015-033,114,2015,2,0,8,1,0
2015-034,114,2015,2,0,1,2,46
2015-035,114,2015,2,0,3,2,0
2015-036,114,2015,1,0,9,1,0
2015-037,114,2015,2,0,2,6,0
2015-038,114,2015,1,0,8,6,0
2015-039,114,2015,2,0,1,2,52
2015-040,114,2015,1,0,1,6,0
2015-041,114,2015,1,0,8,6,0
2015-042,114,2015,2,0,10,3,0
2015-044,114,2015,1,0,1,6,0
2015-045,114,2015,2,0,4,2,45
2015-046,114,2015,2,0,1,6,0
2015-047,114,2015,1,0,8,3,0
2015-048,114,2015,2,0,5,2,0
2015-049,114,2015,1,0,9,1,0
2015-050,114,2015,2,0,8,3,0
2015-051,114,2015,2,0,8,3,0
2015-052,114,2015,1,0,1,2,31
2015-053,114,2015,1,0,2,6,0
2015-054,114,2015,1,0,2,6,0
2015-055,114,2015,2,0,1,2,0
2015-056,114,2015,1,0,8,3,0
2015-057,114,2015,2,0,8,3,0
2015-058,114,2015,2,0,6,9,16
2015-059,114,2015,2,0,8,1,1
2015-060,114,2015,2,0,1,2,22
2015-061,114,2015,2,0,1,2,26
2015-062,114,2015,1,0,8,3,0
2015-063,114,2015,2,0,3,3,0
2015-064,114,2015,1,0,2,3,0
2015-066,114,2015,1,0,1,2,0
2015-067,114,2015,1,0,8,3,0
2015-068,114,2015,2,0,1,2,39
2015-069,114,2015,1,0,7,3,0
2015-070,114,2015,2,0,6,6,0
2015-071,114,2015,2,0,8,6,0
2015-072,114,2015,2,0,1,6,0
2015-074,114,2015,1,0,1,6,0
2015-075,114,2015,2,0,1,6,0
2015-076,114,2015,1,0,9,9,0
2015-077,114,2015,2,0,1,2,4
2015-078,114,2015,1,0,1,9,0
2015-079,114,2015,1,0,1,6,6
2015-082,114,2015,1,0,1,2,25
2015-083,114,2015,1,0,1,2,0
2015-084,114,2015,1,0,1,2,21
2016-001,114,2016,2,0,8,6,0
2016-002,114,2016,2,0,1,2,7
2016-003,114,2016,1,0,9,4,0
2016-004,114,2016,1,0,1,3,0
2016-005,114,2016,2,0,1,2,0
2016-006,114,2016,2,0,2,6,0
2016-007,114,2016,1,0,8,6,0
2016-008,114,2016,1,0,8,3,0
2016-009,114,2016,2,0,8,6,0
2016-010,114,2016,1,0,9,6,0
2016-011,114,2016,1,0,13,6,0
2016-013,114,2016,2,0,9,3,0
2016-014,114,2016,2,0,9,6,0
2016-015,114,2016,2,0,2,2,0
2016-016,114,2016,1,0,1,2,0
2016-017,114,2016,2,0,1,1,42
2016-020,114,2016,2,0,8,6,0
2016-027,114,2016,2,0,1,2,51
2016-029,114,2016,2,0,2,2,0
2016-030,114,2016,2,0,2,2,0
2016-031,114,2016,2,0,8,6,0
2016-033,114,2016,2,0,4,2,7
2016-034,114,2016,1,0,2,9,8
2016-035,114,2016,2,0,3,2,0
2016-036,114,2016,1,0,9,9,0
2016-037,114,2016,2,0,2,6,0
2016-039,114,2016,2,0,2,6,0
2016-040,114,2016,2,0,3,2,0
2016-042,114,2016,1,0,1,6,0
2016-043,114,2016,2,0,2,9,0
2016-044,114,2016,1,0,9,3,0
2016-045,114,2016,1,0,8,3,21
2016-046,114,2016,2,0,3,2,38
2016-047,114,2016,2,0,2,3,0
2016-048,114,2016,2,0,1,6,0
2016-049,114,2016,2,0,10,6,30
2016-050,114,2016,1,0,1,5,0
2016-051,114,2016,2,0,4,2,58
2016-052,114,2016,2,0,10,6,4
2016-053,114,2016,1,0,9,6,0
2016-054,114,2016,2,0,8,6,0
2016-055,114,2016,1,0,2,3,0
2016-056,114,2016,2,0,9,5,51
2016-057,114,2016,1,0,8,3,0
2016-058,114,2016,1,0,9,6,0
2016-060,114,2016,2,0,1,2,0
2016-061,114,2016,2,0,1,9,10
2016-062,114,2016,1,0,8,6,0
2016-063,114,2016,2,0,9,6,0
2016-064,114,2016,1,0,9,1,0
2016-065,114,2016,2,0,9,3,0
2016-066,114,2016,1,0,8,3,0
2016-067,114,2016,1,0,8,6,0
2016-068,114,2016,2,0,3,2,0
2016-069,114,2016,2,0,2,2,26
2016-070,114,2016,2,0,1,3,0
2016-071,114,2016,2,0,1,3,0
2016-072,114,2016,1,0,4,2,6
2016-073,114,2016,1,0,4,2,31
2016-074,114,2016,2,0,8,6,0
2016-075,114,2016,2,0,2,6,0
2016-076,114,2016,2,0,1,2,0
2016-077,114,2016,2,0,4,2,33
2016-078,114,2016,1,0,2,9,0
2016-079,114,2016,1,0,1,6,0
2016-080,114,2016,1,0,1,3,0
2016-081,114,2016,2,0,4,2,5
2017-001,114,2017,2,0,4,2,0
2017-002,114,2017,2,0,7,3,0
2017-004,114,2017,1,0,9,1,0
2017-005,114,2017,2,0,1,9,0
2017-006,114,2017,1,0,8,6,0
2017-008,114,2017,2,0,9,4,0
2017-009,114,2017,1,0,9,3,0
2017-010,114,2017,2,0,9,6,0
2017-011,114,2017,2,0,2,6,0
2017-012,114,2017,2,0,1,6,0
2017-013,114,2017,2,0,8,3,0
2017-014,114,2017,2,0,9,6,10
2017-016,114,2017,2,0,8,3,0
2017-017,114,2017,1,0,9,1,0
2017-018,114,2017,2,0,2,6,0
2017-019,114,2017,2,0,8,3,6
2017-020,114,2017,1,0,2,2,7
2017-021,114,2017,2,0,1,2,0
2017-022,114,2017,1,0,10,6,0
2017-024,114,2017,2,0,8,1,0
2017-025,114,2017,1,0,8,6,0
2017-026,114,2017,2,0,6,6,0
2017-027,114,2017,2,0,1,3,0
2017-028,114,2017,1,0,8,6,0
2017-029,114,2017,1,0,1,6,0
2017-030,114,2017,1,0,1,6,0
2017-033,114,2017,2,0,1,2,0
2017-037,114,2017,2,0,9,4,0
2017-038,114,2017,2,0,9,6,0
2017-039,114,2017,2,0,1,2,22
2017-040,114,2017,2,0,7,3,0
2017-041,114,2017,2,0,5,2,0
2017-042,114,2017,2,0,1,2,55
2017-043,114,2017,2,0,3,2,0
2017-044,114,2017,2,0,8,3,0
2017-045,114,2017,2,1,7,2,0
2017-047,114,2017,2,0,1,4,0
2017-048,114,2017,1,0,9,6,0
2017-049,114,2017,2,0,3,2,0
2017-050,114,2017,1,0,1,3,0
2017-051,114,2017,2,0,1,4,0
2017-052,114,2017,1,0,9,9,0
2017-054,114,2017,1,0,14,9,0
2017-056,114,2017,1,0,9,9,0
2017-057,114,2017,2,0,12,6,0
2017-058,114,2017,1,0,8,6,0
2017-059,114,2017,1,1,8,1,49
2017-060,114,2017,2,0,8,3,0
2017-061,114,2017,2,0,1,6,0
2017-063,114,2017,2,0,8,1,0
2017-064,114,2017,2,0,2,9,56
2017-065,114,2017,1,0,9,1,0
2017-066,114,2017,1,0,9,9,0
2017-067,114,2017,2,0,1,6,0
2017-068,114,2017,1,0,1,6,0
2017-070,114,2017,2,0,2,6,0
2017-071,114,2017,2,0,1,6,0
2017-072,114,2017,2,0,2,3,0
2017-073,114,2017,2,0,9,4,0
2017-074,114,2017,2,1,2,3,0
2017-075,114,2017,2,0,1,2,55
2017-076,114,2017,1,0,9,9,0
2017-077,114,2017,2,0,2,2,0
2017-078,114,2017,2,0,2,6,0
2017-079,114,2017,1,0,1,6,0
