,lexisCite,term,justice,justiceName,direction,majority,majVotes,minVotes,issueArea,decisionDirection,caseOriginState,precedentAlteration,lawType
73171,2009 U.S. LEXIS 3974,2008,108,CThomas,1,2,7,2,8,1,50,0,3
73172,2009 U.S. LEXIS 3974,2008,109,RBGinsburg,2,1,7,2,8,1,50,0,3
73173,2009 U.S. LEXIS 3974,2008,110,SGBreyer,1,2,7,2,8,1,50,0,3
73174,2009 U.S. LEXIS 3974,2008,112,SAAlito,1,2,7,2,8,1,50,0,3
73184,2009 U.S. LEXIS 4157,2008,111,JGRoberts,1,1,5,4,4,2,57,0,2
73189,2009 U.S. LEXIS 4157,2008,108,CThomas,1,1,5,4,4,2,57,0,2
73190,2009 U.S. LEXIS 4157,2008,109,RBGinsburg,2,2,5,4,4,2,57,0,2
73191,2009 U.S. LEXIS 4157,2008,110,SGBreyer,2,2,5,4,4,2,57,0,2
73192,2009 U.S. LEXIS 4157,2008,112,SAAlito,1,1,5,4,4,2,57,0,2
73229,2009 U.S. LEXIS 4319,2008,111,JGRoberts,1,2,7,2,8,1,2,0,1
73234,2009 U.S. LEXIS 4319,2008,108,CThomas,1,2,7,2,8,1,2,0,1
73235,2009 U.S. LEXIS 4319,2008,109,RBGinsburg,1,2,7,2,8,1,2,0,1
73236,2009 U.S. LEXIS 4319,2008,110,SGBreyer,1,2,7,2,8,1,2,0,1
73237,2009 U.S. LEXIS 4319,2008,112,SAAlito,1,2,7,2,8,1,2,0,1
73310,2009 U.S. LEXIS 4734,2008,111,JGRoberts,1,1,5,4,1,2,26,0,2
73315,2009 U.S. LEXIS 4734,2008,108,CThomas,2,2,5,4,1,2,26,0,2
73316,2009 U.S. LEXIS 4734,2008,109,RBGinsburg,2,2,5,4,1,2,26,0,2
73317,2009 U.S. LEXIS 4734,2008,110,SGBreyer,1,1,5,4,1,2,26,0,2
73318,2009 U.S. LEXIS 4734,2008,112,SAAlito,1,1,5,4,1,2,26,0,2
73400,2009 U.S. LEXIS 8773,2009,111,JGRoberts,1,2,7,2,1,1,27,0,2
73404,2009 U.S. LEXIS 8773,2009,108,CThomas,1,2,7,2,1,1,27,0,2
73405,2009 U.S. LEXIS 8773,2009,109,RBGinsburg,1,2,7,2,1,1,27,0,2
73406,2009 U.S. LEXIS 8773,2009,110,SGBreyer,1,2,7,2,1,1,27,0,2
73407,2009 U.S. LEXIS 8773,2009,112,SAAlito,1,2,7,2,1,1,27,0,2
73408,2009 U.S. LEXIS 8773,2009,113,SSotomayor,2,1,7,2,1,1,27,0,2
73445,2010 U.S. LEXIS 767,2009,111,JGRoberts,2,2,9,0,1,2,55,0,2
73449,2010 U.S. LEXIS 767,2009,108,CThomas,2,2,9,0,1,2,55,0,2
73450,2010 U.S. LEXIS 767,2009,109,RBGinsburg,2,2,9,0,1,2,55,0,2
73451,2010 U.S. LEXIS 767,2009,110,SGBreyer,2,2,9,0,1,2,55,0,2
73452,2010 U.S. LEXIS 767,2009,112,SAAlito,2,2,9,0,1,2,55,0,2
73453,2010 U.S. LEXIS 767,2009,113,SSotomayor,2,2,9,0,1,2,55,0,2
73508,2010 U.S. LEXIS 761,2009,111,JGRoberts,2,2,7,2,1,2,13,0,2
73512,2010 U.S. LEXIS 761,2009,108,CThomas,1,1,7,2,1,2,13,0,2
73513,2010 U.S. LEXIS 761,2009,109,RBGinsburg,2,2,7,2,1,2,13,0,2
73514,2010 U.S. LEXIS 761,2009,110,SGBreyer,2,2,7,2,1,2,13,0,2
73515,2010 U.S. LEXIS 761,2009,112,SAAlito,2,2,7,2,1,2,13,0,2
73516,2010 U.S. LEXIS 761,2009,113,SSotomayor,2,2,7,2,1,2,13,0,2
73553,2010 U.S. LEXIS 1899,2009,111,JGRoberts,1,2,9,0,1,1,25,0,2
73557,2010 U.S. LEXIS 1899,2009,108,CThomas,1,2,9,0,1,1,25,0,2
73558,2010 U.S. LEXIS 1899,2009,109,RBGinsburg,1,2,9,0,1,1,25,0,2
73559,2010 U.S. LEXIS 1899,2009,110,SGBreyer,1,2,9,0,1,1,25,0,2
73560,2010 U.S. LEXIS 1899,2009,112,SAAlito,1,2,9,0,1,1,25,0,2
73561,2010 U.S. LEXIS 1899,2009,113,SSotomayor,1,2,9,0,1,1,25,0,2
73571,2010 U.S. LEXIS 1898,2009,111,JGRoberts,1,2,7,2,1,1,12,0,2
73575,2010 U.S. LEXIS 1898,2009,108,CThomas,1,2,7,2,1,1,12,0,2
73576,2010 U.S. LEXIS 1898,2009,109,RBGinsburg,1,2,7,2,1,1,12,0,2
73577,2010 U.S. LEXIS 1898,2009,110,SGBreyer,2,1,7,2,1,1,12,0,2
73578,2010 U.S. LEXIS 1898,2009,112,SAAlito,1,2,7,2,1,1,12,0,2
73579,2010 U.S. LEXIS 1898,2009,113,SSotomayor,1,2,7,2,1,1,12,0,2
73661,2010 U.S. LEXIS 2928,2009,111,JGRoberts,2,2,7,2,1,2,21,0,2
73665,2010 U.S. LEXIS 2928,2009,108,CThomas,1,1,7,2,1,2,21,0,2
73666,2010 U.S. LEXIS 2928,2009,109,RBGinsburg,2,2,7,2,1,2,21,0,2
73667,2010 U.S. LEXIS 2928,2009,110,SGBreyer,2,2,7,2,1,2,21,0,2
73668,2010 U.S. LEXIS 2928,2009,112,SAAlito,2,2,7,2,1,2,21,0,2
73669,2010 U.S. LEXIS 2928,2009,113,SSotomayor,2,2,7,2,1,2,21,0,2
73796,2010 U.S. LEXIS 3881,2009,111,JGRoberts,2,2,6,3,1,2,12,0,2
73800,2010 U.S. LEXIS 3881,2009,108,CThomas,1,1,6,3,1,2,12,0,2
73801,2010 U.S. LEXIS 3881,2009,109,RBGinsburg,2,2,6,3,1,2,12,0,2
73802,2010 U.S. LEXIS 3881,2009,110,SGBreyer,2,2,6,3,1,2,12,0,2
73803,2010 U.S. LEXIS 3881,2009,112,SAAlito,1,1,6,3,1,2,12,0,2
73804,2010 U.S. LEXIS 3881,2009,113,SSotomayor,2,2,6,3,1,2,12,0,2
73814,2010 U.S. LEXIS 3878,2009,111,JGRoberts,1,2,9,0,1,1,12,0,2
73818,2010 U.S. LEXIS 3878,2009,108,CThomas,1,2,9,0,1,1,12,0,2
73819,2010 U.S. LEXIS 3878,2009,109,RBGinsburg,1,2,9,0,1,1,12,0,2
73820,2010 U.S. LEXIS 3878,2009,110,SGBreyer,1,2,9,0,1,1,12,0,2
73821,2010 U.S. LEXIS 3878,2009,112,SAAlito,1,2,9,0,1,1,12,0,2
73822,2010 U.S. LEXIS 3878,2009,113,SSotomayor,1,2,9,0,1,1,12,0,2
73868,2010 U.S. LEXIS 4169,2009,111,JGRoberts,2,1,5,4,1,1,10,0,2
73872,2010 U.S. LEXIS 4169,2009,108,CThomas,1,2,5,4,1,1,10,0,2
73873,2010 U.S. LEXIS 4169,2009,109,RBGinsburg,1,2,5,4,1,1,10,0,2
73874,2010 U.S. LEXIS 4169,2009,110,SGBreyer,1,2,5,4,1,1,10,0,2
73875,2010 U.S. LEXIS 4169,2009,112,SAAlito,1,2,5,4,1,1,10,0,2
73876,2010 U.S. LEXIS 4169,2009,113,SSotomayor,2,1,5,4,1,1,10,0,2
74012,2010 U.S. LEXIS 4971,2009,111,JGRoberts,2,2,8,0,4,2,12,0,2
74016,2010 U.S. LEXIS 4971,2009,108,CThomas,2,2,8,0,4,2,12,0,2
74017,2010 U.S. LEXIS 4971,2009,109,RBGinsburg,2,2,8,0,4,2,12,0,2
74018,2010 U.S. LEXIS 4971,2009,110,SGBreyer,2,2,8,0,4,2,12,0,2
74019,2010 U.S. LEXIS 4971,2009,112,SAAlito,2,2,8,0,4,2,12,0,2
74020,2010 U.S. LEXIS 4971,2009,113,SSotomayor,2,2,8,0,4,2,12,0,2
74178,2010 U.S. LEXIS 5540,2009,108,CThomas,1,1,5,2,1,2,13,0,2
74179,2010 U.S. LEXIS 5540,2009,109,RBGinsburg,2,2,5,2,1,2,13,0,2
74180,2010 U.S. LEXIS 5540,2009,110,SGBreyer,2,2,5,2,1,2,13,0,2
74182,2010 U.S. LEXIS 5540,2009,113,SSotomayor,2,2,5,2,1,2,13,0,2
74354,2011 U.S. LEXIS 1711,2010,111,JGRoberts,1,2,8,0,10,1,6,0,9
74357,2011 U.S. LEXIS 1711,2010,108,CThomas,1,2,8,0,10,1,6,0,9
74358,2011 U.S. LEXIS 1711,2010,109,RBGinsburg,1,2,8,0,10,1,6,0,9
74359,2011 U.S. LEXIS 1711,2010,110,SGBreyer,1,2,8,0,10,1,6,0,9
74360,2011 U.S. LEXIS 1711,2010,112,SAAlito,1,2,8,0,10,1,6,0,9
74361,2011 U.S. LEXIS 1711,2010,113,SSotomayor,1,2,8,0,10,1,6,0,9
74363,2011 U.S. LEXIS 1713,2010,111,JGRoberts,1,2,6,2,1,1,27,0,2
74366,2011 U.S. LEXIS 1713,2010,108,CThomas,1,2,6,2,1,1,27,0,2
74367,2011 U.S. LEXIS 1713,2010,109,RBGinsburg,2,1,6,2,1,1,27,0,2
74368,2011 U.S. LEXIS 1713,2010,110,SGBreyer,1,2,6,2,1,1,27,0,2
74369,2011 U.S. LEXIS 1713,2010,112,SAAlito,1,2,6,2,1,1,27,0,2
74370,2011 U.S. LEXIS 1713,2010,113,SSotomayor,1,2,6,2,1,1,27,0,2
74579,2011 U.S. LEXIS 3541,2010,111,JGRoberts,1,2,8,1,1,1,21,0,2
74582,2011 U.S. LEXIS 3541,2010,108,CThomas,1,2,8,1,1,1,21,0,2
74583,2011 U.S. LEXIS 3541,2010,109,RBGinsburg,2,1,8,1,1,1,21,0,2
74584,2011 U.S. LEXIS 3541,2010,110,SGBreyer,1,2,8,1,1,1,21,0,2
74585,2011 U.S. LEXIS 3541,2010,112,SAAlito,1,2,8,1,1,1,21,0,2
74586,2011 U.S. LEXIS 3541,2010,113,SSotomayor,1,2,8,1,1,1,21,0,2
74587,2011 U.S. LEXIS 3541,2010,114,EKagan,1,2,8,1,1,1,21,0,2
74759,2011 U.S. LEXIS 4379,2010,111,JGRoberts,1,2,9,0,3,1,33,0,2
74762,2011 U.S. LEXIS 4379,2010,108,CThomas,1,2,9,0,3,1,33,0,2
74763,2011 U.S. LEXIS 4379,2010,109,RBGinsburg,1,2,9,0,3,1,33,0,2
74764,2011 U.S. LEXIS 4379,2010,110,SGBreyer,1,2,9,0,3,1,33,0,2
74765,2011 U.S. LEXIS 4379,2010,112,SAAlito,1,2,9,0,3,1,33,0,2
74766,2011 U.S. LEXIS 4379,2010,113,SSotomayor,1,2,9,0,3,1,33,0,2
74767,2011 U.S. LEXIS 4379,2010,114,EKagan,1,2,9,0,3,1,33,0,2
74786,2011 U.S. LEXIS 4557,2010,111,JGRoberts,1,1,5,4,1,2,38,0,2
74789,2011 U.S. LEXIS 4557,2010,108,CThomas,1,1,5,4,1,2,38,0,2
74790,2011 U.S. LEXIS 4557,2010,109,RBGinsburg,2,2,5,4,1,2,38,0,2
74791,2011 U.S. LEXIS 4557,2010,110,SGBreyer,2,2,5,4,1,2,38,0,2
74792,2011 U.S. LEXIS 4557,2010,112,SAAlito,1,1,5,4,1,2,38,0,2
74793,2011 U.S. LEXIS 4557,2010,113,SSotomayor,2,2,5,4,1,2,38,0,2
74794,2011 U.S. LEXIS 4557,2010,114,EKagan,2,2,5,4,1,2,38,0,2
74840,2011 U.S. LEXIS 4566,2010,111,JGRoberts,1,1,5,4,1,2,48,0,2
74843,2011 U.S. LEXIS 4566,2010,108,CThomas,1,1,5,4,1,2,48,0,2
74844,2011 U.S. LEXIS 4566,2010,109,RBGinsburg,2,2,5,4,1,2,48,0,2
74845,2011 U.S. LEXIS 4566,2010,110,SGBreyer,2,2,5,4,1,2,48,0,2
74846,2011 U.S. LEXIS 4566,2010,112,SAAlito,1,1,5,4,1,2,48,0,2
74847,2011 U.S. LEXIS 4566,2010,113,SSotomayor,2,2,5,4,1,2,48,0,2
74848,2011 U.S. LEXIS 4566,2010,114,EKagan,2,2,5,4,1,2,48,0,2
74858,2011 U.S. LEXIS 4790,2010,111,JGRoberts,1,1,5,4,1,2,36,0,2
74861,2011 U.S. LEXIS 4790,2010,108,CThomas,2,2,5,4,1,2,36,0,2
74862,2011 U.S. LEXIS 4790,2010,109,RBGinsburg,2,2,5,4,1,2,36,0,2
74863,2011 U.S. LEXIS 4790,2010,110,SGBreyer,1,1,5,4,1,2,36,0,2
74864,2011 U.S. LEXIS 4790,2010,112,SAAlito,1,1,5,4,1,2,36,0,2
74865,2011 U.S. LEXIS 4790,2010,113,SSotomayor,2,2,5,4,1,2,36,0,2
74866,2011 U.S. LEXIS 4790,2010,114,EKagan,2,2,5,4,1,2,36,0,2
74903,2011 U.S. LEXIS 4801,2010,111,JGRoberts,2,2,9,0,4,2,38,0,2
74906,2011 U.S. LEXIS 4801,2010,108,CThomas,2,2,9,0,4,2,38,0,2
74907,2011 U.S. LEXIS 4801,2010,109,RBGinsburg,2,2,9,0,4,2,38,0,2
74908,2011 U.S. LEXIS 4801,2010,110,SGBreyer,2,2,9,0,4,2,38,0,2
74909,2011 U.S. LEXIS 4801,2010,112,SAAlito,2,2,9,0,4,2,38,0,2
74910,2011 U.S. LEXIS 4801,2010,113,SSotomayor,2,2,9,0,4,2,38,0,2
74911,2011 U.S. LEXIS 4801,2010,114,EKagan,2,2,9,0,4,2,38,0,2
74912,2011 U.S. LEXIS 4800,2010,111,JGRoberts,2,2,6,3,4,2,35,0,2
74915,2011 U.S. LEXIS 4800,2010,108,CThomas,2,2,6,3,4,2,35,0,2
74916,2011 U.S. LEXIS 4800,2010,109,RBGinsburg,1,1,6,3,4,2,35,0,2
74917,2011 U.S. LEXIS 4800,2010,110,SGBreyer,2,2,6,3,4,2,35,0,2
74918,2011 U.S. LEXIS 4800,2010,112,SAAlito,2,2,6,3,4,2,35,0,2
74919,2011 U.S. LEXIS 4800,2010,113,SSotomayor,1,1,6,3,4,2,35,0,2
74920,2011 U.S. LEXIS 4800,2010,114,EKagan,1,1,6,3,4,2,35,0,2
74948,2011 U.S. LEXIS 2593,2010,111,JGRoberts,1,2,9,0,9,1,37,0,9
74951,2011 U.S. LEXIS 2593,2010,108,CThomas,1,2,9,0,9,1,37,0,9
74952,2011 U.S. LEXIS 2593,2010,109,RBGinsburg,1,2,9,0,9,1,37,0,9
74953,2011 U.S. LEXIS 2593,2010,110,SGBreyer,1,2,9,0,9,1,37,0,9
74954,2011 U.S. LEXIS 2593,2010,112,SAAlito,1,2,9,0,9,1,37,0,9
74955,2011 U.S. LEXIS 2593,2010,113,SSotomayor,1,2,9,0,9,1,37,0,9
74956,2011 U.S. LEXIS 2593,2010,114,EKagan,1,2,9,0,9,1,37,0,9
74984,2011 U.S. LEXIS 7924,2011,111,JGRoberts,1,2,9,0,8,1,12,0,6
74987,2011 U.S. LEXIS 7924,2011,108,CThomas,1,2,9,0,8,1,12,0,6
74988,2011 U.S. LEXIS 7924,2011,109,RBGinsburg,1,2,9,0,8,1,12,0,6
74989,2011 U.S. LEXIS 7924,2011,110,SGBreyer,1,2,9,0,8,1,12,0,6
74990,2011 U.S. LEXIS 7924,2011,112,SAAlito,1,2,9,0,8,1,12,0,6
74991,2011 U.S. LEXIS 7924,2011,113,SSotomayor,1,2,9,0,8,1,12,0,6
74992,2011 U.S. LEXIS 7924,2011,114,EKagan,1,2,9,0,8,1,12,0,6
75020,2012 U.S. LEXIS 576,2011,111,JGRoberts,2,2,8,1,1,2,22,0,2
75023,2012 U.S. LEXIS 576,2011,108,CThomas,1,1,8,1,1,2,22,0,2
75024,2012 U.S. LEXIS 576,2011,109,RBGinsburg,2,2,8,1,1,2,22,0,2
75025,2012 U.S. LEXIS 576,2011,110,SGBreyer,2,2,8,1,1,2,22,0,2
75026,2012 U.S. LEXIS 576,2011,112,SAAlito,2,2,8,1,1,2,22,0,2
75027,2012 U.S. LEXIS 576,2011,113,SSotomayor,2,2,8,1,1,2,22,0,2
75028,2012 U.S. LEXIS 576,2011,114,EKagan,2,2,8,1,1,2,22,0,2
75029,2012 U.S. LEXIS 579,2011,111,JGRoberts,1,2,8,1,1,1,34,0,2
75032,2012 U.S. LEXIS 579,2011,108,CThomas,1,2,8,1,1,1,34,0,2
75033,2012 U.S. LEXIS 579,2011,109,RBGinsburg,1,2,8,1,1,1,34,0,2
75034,2012 U.S. LEXIS 579,2011,110,SGBreyer,1,2,8,1,1,1,34,0,2
75035,2012 U.S. LEXIS 579,2011,112,SAAlito,1,2,8,1,1,1,34,0,2
75036,2012 U.S. LEXIS 579,2011,113,SSotomayor,2,1,8,1,1,1,34,0,2
75037,2012 U.S. LEXIS 579,2011,114,EKagan,1,2,8,1,1,1,34,0,2
75173,2012 U.S. LEXIS 1076,2011,111,JGRoberts,1,2,9,0,8,1,57,0,6
75176,2012 U.S. LEXIS 1076,2011,108,CThomas,1,2,9,0,8,1,57,0,6
75177,2012 U.S. LEXIS 1076,2011,109,RBGinsburg,1,2,9,0,8,1,57,0,6
75178,2012 U.S. LEXIS 1076,2011,110,SGBreyer,1,2,9,0,8,1,57,0,6
75179,2012 U.S. LEXIS 1076,2011,112,SAAlito,1,2,9,0,8,1,57,0,6
75180,2012 U.S. LEXIS 1076,2011,113,SSotomayor,1,2,9,0,8,1,57,0,6
75181,2012 U.S. LEXIS 1076,2011,114,EKagan,1,2,9,0,8,1,57,0,6
75191,2012 U.S. LEXIS 1686,2011,111,JGRoberts,1,2,9,0,8,1,31,0,9
75194,2012 U.S. LEXIS 1686,2011,108,CThomas,1,2,9,0,8,1,31,0,9
75195,2012 U.S. LEXIS 1686,2011,109,RBGinsburg,1,2,9,0,8,1,31,0,9
75196,2012 U.S. LEXIS 1686,2011,110,SGBreyer,1,2,9,0,8,1,31,0,9
75197,2012 U.S. LEXIS 1686,2011,112,SAAlito,1,2,9,0,8,1,31,0,9
75198,2012 U.S. LEXIS 1686,2011,113,SSotomayor,1,2,9,0,8,1,31,0,9
75199,2012 U.S. LEXIS 1686,2011,114,EKagan,1,2,9,0,8,1,31,0,9
75290,2012 U.S. LEXIS 2321,2011,111,JGRoberts,1,1,5,4,2,2,30,0,2
75293,2012 U.S. LEXIS 2321,2011,108,CThomas,1,1,5,4,2,2,30,0,2
75294,2012 U.S. LEXIS 2321,2011,109,RBGinsburg,2,2,5,4,2,2,30,0,2
75295,2012 U.S. LEXIS 2321,2011,110,SGBreyer,2,2,5,4,2,2,30,0,2
75296,2012 U.S. LEXIS 2321,2011,112,SAAlito,1,1,5,4,2,2,30,0,2
75297,2012 U.S. LEXIS 2321,2011,113,SSotomayor,2,2,5,4,2,2,30,0,2
75298,2012 U.S. LEXIS 2321,2011,114,EKagan,2,2,5,4,2,2,30,0,2
75452,2012 U.S. LEXIS 3941,2011,111,JGRoberts,1,2,6,3,1,1,4,0,2
75455,2012 U.S. LEXIS 3941,2011,108,CThomas,1,2,6,3,1,1,4,0,2
75456,2012 U.S. LEXIS 3941,2011,109,RBGinsburg,2,1,6,3,1,1,4,0,2
75457,2012 U.S. LEXIS 3941,2011,110,SGBreyer,1,2,6,3,1,1,4,0,2
75458,2012 U.S. LEXIS 3941,2011,112,SAAlito,1,2,6,3,1,1,4,0,2
75459,2012 U.S. LEXIS 3941,2011,113,SSotomayor,2,1,6,3,1,1,4,0,2
75460,2012 U.S. LEXIS 3941,2011,114,EKagan,2,1,6,3,1,1,4,0,2
75497,2012 U.S. LEXIS 4131,2011,111,JGRoberts,2,1,6,3,8,1,18,0,2
75500,2012 U.S. LEXIS 4131,2011,108,CThomas,1,2,6,3,8,1,18,0,2
75501,2012 U.S. LEXIS 4131,2011,109,RBGinsburg,1,2,6,3,8,1,18,0,2
75502,2012 U.S. LEXIS 4131,2011,110,SGBreyer,1,2,6,3,8,1,18,0,2
75503,2012 U.S. LEXIS 4131,2011,112,SAAlito,2,1,6,3,8,1,18,0,2
75504,2012 U.S. LEXIS 4131,2011,113,SSotomayor,1,2,6,3,8,1,18,0,2
75505,2012 U.S. LEXIS 4131,2011,114,EKagan,1,2,6,3,8,1,18,0,2
75551,2012 U.S. LEXIS 4658,2011,111,JGRoberts,1,2,5,4,1,1,17,0,2
75554,2012 U.S. LEXIS 4658,2011,108,CThomas,1,2,5,4,1,1,17,0,2
75555,2012 U.S. LEXIS 4658,2011,109,RBGinsburg,2,1,5,4,1,1,17,0,2
75556,2012 U.S. LEXIS 4658,2011,110,SGBreyer,1,2,5,4,1,1,17,0,2
75557,2012 U.S. LEXIS 4658,2011,112,SAAlito,1,2,5,4,1,1,17,0,2
75558,2012 U.S. LEXIS 4658,2011,113,SSotomayor,2,1,5,4,1,1,17,0,2
75559,2012 U.S. LEXIS 4658,2011,114,EKagan,2,1,5,4,1,1,17,0,2
75596,2012 U.S. LEXIS 4666,2011,111,JGRoberts,2,2,5,4,3,2,31,0,2
75599,2012 U.S. LEXIS 4666,2011,108,CThomas,2,2,5,4,3,2,31,0,2
75600,2012 U.S. LEXIS 4666,2011,109,RBGinsburg,1,1,5,4,3,2,31,0,2
75601,2012 U.S. LEXIS 4666,2011,110,SGBreyer,1,1,5,4,3,2,31,0,2
75602,2012 U.S. LEXIS 4666,2011,112,SAAlito,2,2,5,4,3,2,31,0,2
75603,2012 U.S. LEXIS 4666,2011,113,SSotomayor,1,1,5,4,3,2,31,0,2
75604,2012 U.S. LEXIS 4666,2011,114,EKagan,1,1,5,4,3,2,31,0,2
75605,2012 U.S. LEXIS 4873,2011,111,JGRoberts,1,1,5,4,1,2,1,0,2
75608,2012 U.S. LEXIS 4873,2011,108,CThomas,1,1,5,4,1,2,1,0,2
75609,2012 U.S. LEXIS 4873,2011,109,RBGinsburg,2,2,5,4,1,2,1,0,2
75610,2012 U.S. LEXIS 4873,2011,110,SGBreyer,2,2,5,4,1,2,1,0,2
75611,2012 U.S. LEXIS 4873,2011,112,SAAlito,1,1,5,4,1,2,1,0,2
75612,2012 U.S. LEXIS 4873,2011,113,SSotomayor,2,2,5,4,1,2,1,0,2
75613,2012 U.S. LEXIS 4873,2011,114,EKagan,2,2,5,4,1,2,1,0,2
75668,2012 U.S. LEXIS 8897,2012,111,JGRoberts,1,2,9,0,7,1,42,0,3
75671,2012 U.S. LEXIS 8897,2012,108,CThomas,1,2,9,0,7,1,42,0,3
75672,2012 U.S. LEXIS 8897,2012,109,RBGinsburg,1,2,9,0,7,1,42,0,3
75673,2012 U.S. LEXIS 8897,2012,110,SGBreyer,1,2,9,0,7,1,42,0,3
75674,2012 U.S. LEXIS 8897,2012,112,SAAlito,1,2,9,0,7,1,42,0,3
75675,2012 U.S. LEXIS 8897,2012,113,SSotomayor,1,2,9,0,7,1,42,0,3
75676,2012 U.S. LEXIS 8897,2012,114,EKagan,1,2,9,0,7,1,42,0,3
75776,2013 U.S. LEXIS 1121,2012,111,JGRoberts,1,2,9,0,1,1,12,0,2
75779,2013 U.S. LEXIS 1121,2012,108,CThomas,1,2,9,0,1,1,12,0,2
75780,2013 U.S. LEXIS 1121,2012,109,RBGinsburg,1,2,9,0,1,1,12,0,2
75781,2013 U.S. LEXIS 1121,2012,110,SGBreyer,1,2,9,0,1,1,12,0,2
75782,2013 U.S. LEXIS 1121,2012,112,SAAlito,1,2,9,0,1,1,12,0,2
75783,2013 U.S. LEXIS 1121,2012,113,SSotomayor,1,2,9,0,1,1,12,0,2
75784,2013 U.S. LEXIS 1121,2012,114,EKagan,1,2,9,0,1,1,12,0,2
75803,2013 U.S. LEXIS 1614,2012,111,JGRoberts,2,2,8,1,1,2,30,0,2
75806,2013 U.S. LEXIS 1614,2012,108,CThomas,2,2,8,1,1,2,30,0,2
75807,2013 U.S. LEXIS 1614,2012,109,RBGinsburg,2,2,8,1,1,2,30,0,2
75808,2013 U.S. LEXIS 1614,2012,110,SGBreyer,2,2,8,1,1,2,30,0,2
75809,2013 U.S. LEXIS 1614,2012,112,SAAlito,1,1,8,1,1,2,30,0,2
75810,2013 U.S. LEXIS 1614,2012,113,SSotomayor,2,2,8,1,1,2,30,0,2
75811,2013 U.S. LEXIS 1614,2012,114,EKagan,2,2,8,1,1,2,30,0,2
75902,2013 U.S. LEXIS 1612,2012,111,JGRoberts,1,2,9,0,10,1,51,0,6
75905,2013 U.S. LEXIS 1612,2012,108,CThomas,1,2,9,0,10,1,51,0,6
75906,2013 U.S. LEXIS 1612,2012,109,RBGinsburg,1,2,9,0,10,1,51,0,6
75907,2013 U.S. LEXIS 1612,2012,110,SGBreyer,1,2,9,0,10,1,51,0,6
75908,2013 U.S. LEXIS 1612,2012,112,SAAlito,1,2,9,0,10,1,51,0,6
75909,2013 U.S. LEXIS 1612,2012,113,SSotomayor,1,2,9,0,10,1,51,0,6
75910,2013 U.S. LEXIS 1612,2012,114,EKagan,1,2,9,0,10,1,51,0,6
75911,2013 U.S. LEXIS 2542,2012,111,JGRoberts,1,1,5,4,1,2,12,0,2
75914,2013 U.S. LEXIS 2542,2012,108,CThomas,2,2,5,4,1,2,12,0,2
75915,2013 U.S. LEXIS 2542,2012,109,RBGinsburg,2,2,5,4,1,2,12,0,2
75916,2013 U.S. LEXIS 2542,2012,110,SGBreyer,1,1,5,4,1,2,12,0,2
75917,2013 U.S. LEXIS 2542,2012,112,SAAlito,1,1,5,4,1,2,12,0,2
75918,2013 U.S. LEXIS 2542,2012,113,SSotomayor,2,2,5,4,1,2,12,0,2
75919,2013 U.S. LEXIS 2542,2012,114,EKagan,2,2,5,4,1,2,12,0,2
75974,2013 U.S. LEXIS 3160,2012,111,JGRoberts,1,1,5,4,1,2,30,0,2
75977,2013 U.S. LEXIS 3160,2012,108,CThomas,1,1,5,4,1,2,30,0,2
75978,2013 U.S. LEXIS 3160,2012,109,RBGinsburg,2,2,5,4,1,2,30,0,2
75979,2013 U.S. LEXIS 3160,2012,110,SGBreyer,1,1,5,4,1,2,30,0,2
75980,2013 U.S. LEXIS 3160,2012,112,SAAlito,1,1,5,4,1,2,30,0,2
75981,2013 U.S. LEXIS 3160,2012,113,SSotomayor,2,2,5,4,1,2,30,0,2
75982,2013 U.S. LEXIS 3160,2012,114,EKagan,2,2,5,4,1,2,30,0,2
76001,2013 U.S. LEXIS 3518,2012,111,JGRoberts,1,2,5,4,9,1,22,0,2
76004,2013 U.S. LEXIS 3518,2012,108,CThomas,1,2,5,4,9,1,22,0,2
76005,2013 U.S. LEXIS 3518,2012,109,RBGinsburg,2,1,5,4,9,1,22,0,2
76006,2013 U.S. LEXIS 3518,2012,110,SGBreyer,2,1,5,4,9,1,22,0,2
76007,2013 U.S. LEXIS 3518,2012,112,SAAlito,1,2,5,4,9,1,22,0,2
76008,2013 U.S. LEXIS 3518,2012,113,SSotomayor,2,1,5,4,9,1,22,0,2
76009,2013 U.S. LEXIS 3518,2012,114,EKagan,2,1,5,4,9,1,22,0,2
76010,2013 U.S. LEXIS 3520,2012,111,JGRoberts,2,2,9,0,10,2,34,0,6
76013,2013 U.S. LEXIS 3520,2012,108,CThomas,2,2,9,0,10,2,34,0,6
76014,2013 U.S. LEXIS 3520,2012,109,RBGinsburg,2,2,9,0,10,2,34,0,6
76015,2013 U.S. LEXIS 3520,2012,110,SGBreyer,2,2,9,0,10,2,34,0,6
76016,2013 U.S. LEXIS 3520,2012,112,SAAlito,2,2,9,0,10,2,34,0,6
76017,2013 U.S. LEXIS 3520,2012,113,SSotomayor,2,2,9,0,10,2,34,0,6
76018,2013 U.S. LEXIS 3520,2012,114,EKagan,2,2,9,0,10,2,34,0,6
76091,2013 U.S. LEXIS 4165,2012,111,JGRoberts,1,2,5,4,1,1,25,0,2
76094,2013 U.S. LEXIS 4165,2012,108,CThomas,1,2,5,4,1,1,25,0,2
76095,2013 U.S. LEXIS 4165,2012,109,RBGinsburg,2,1,5,4,1,1,25,0,2
