,lexisCite,term,justice,justiceName,direction,majority,majVotes,minVotes,issueArea,decisionDirection,caseOriginState,precedentAlteration,lawType
78527,2017 U.S. LEXIS 2796,2016,112,SAAlito,1,2,8,0,2,1,8,0,9
78528,2017 U.S. LEXIS 2796,2016,113,SSotomayor,1,2,8,0,2,1,8,0,9
78529,2017 U.S. LEXIS 2796,2016,114,EKagan,1,2,8,0,2,1,8,0,9
78608,2017 U.S. LEXIS 2948,2016,111,JGRoberts,1,2,7,1,8,1,21,0,3
78610,2017 U.S. LEXIS 2948,2016,108,CThomas,2,1,7,1,8,1,21,0,3
78611,2017 U.S. LEXIS 2948,2016,109,RBGinsburg,1,2,7,1,8,1,21,0,3
78612,2017 U.S. LEXIS 2948,2016,110,SGBreyer,1,2,7,1,8,1,21,0,3
78613,2017 U.S. LEXIS 2948,2016,112,SAAlito,1,2,7,1,8,1,21,0,3
78614,2017 U.S. LEXIS 2948,2016,113,SSotomayor,1,2,7,1,8,1,21,0,3
78615,2017 U.S. LEXIS 2948,2016,114,EKagan,1,2,7,1,8,1,21,0,3
78617,2017 U.S. LEXIS 3871,2016,111,JGRoberts,2,2,8,0,3,2,38,0,2
78619,2017 U.S. LEXIS 3871,2016,108,CThomas,2,2,8,0,3,2,38,0,2
78620,2017 U.S. LEXIS 3871,2016,109,RBGinsburg,2,2,8,0,3,2,38,0,2
78621,2017 U.S. LEXIS 3871,2016,110,SGBreyer,2,2,8,0,3,2,38,0,2
78622,2017 U.S. LEXIS 3871,2016,112,SAAlito,2,2,8,0,3,2,38,0,2
78623,2017 U.S. LEXIS 3871,2016,113,SSotomayor,2,2,8,0,3,2,38,0,2
78624,2017 U.S. LEXIS 3871,2016,114,EKagan,2,2,8,0,3,2,38,0,2
78643,2017 U.S. LEXIS 2614,2016,111,JGRoberts,2,2,8,0,10,2,30,0,6
78645,2017 U.S. LEXIS 2614,2016,108,CThomas,2,2,8,0,10,2,30,0,6
78646,2017 U.S. LEXIS 2614,2016,109,RBGinsburg,2,2,8,0,10,2,30,0,6
78647,2017 U.S. LEXIS 2614,2016,110,SGBreyer,2,2,8,0,10,2,30,0,6
78648,2017 U.S. LEXIS 2614,2016,112,SAAlito,2,2,8,0,10,2,30,0,6
78649,2017 U.S. LEXIS 2614,2016,113,SSotomayor,2,2,8,0,10,2,30,0,6
78650,2017 U.S. LEXIS 2614,2016,114,EKagan,2,2,8,0,10,2,30,0,6
78660,2017 U.S. LEXIS 4046,2016,111,JGRoberts,1,1,5,3,4,2,58,0,2
78662,2017 U.S. LEXIS 4046,2016,108,CThomas,1,1,5,3,4,2,58,0,2
78663,2017 U.S. LEXIS 4046,2016,109,RBGinsburg,2,2,5,3,4,2,58,0,2
78664,2017 U.S. LEXIS 4046,2016,110,SGBreyer,2,2,5,3,4,2,58,0,2
78665,2017 U.S. LEXIS 4046,2016,112,SAAlito,1,1,5,3,4,2,58,0,2
78666,2017 U.S. LEXIS 4046,2016,113,SSotomayor,2,2,5,3,4,2,58,0,2
78667,2017 U.S. LEXIS 4046,2016,114,EKagan,2,2,5,3,4,2,58,0,2
78669,2017 U.S. LEXIS 2946,2016,111,JGRoberts,2,2,8,0,10,2,4,0,6
78671,2017 U.S. LEXIS 2946,2016,108,CThomas,2,2,8,0,10,2,4,0,6
78672,2017 U.S. LEXIS 2946,2016,109,RBGinsburg,2,2,8,0,10,2,4,0,6
78673,2017 U.S. LEXIS 2946,2016,110,SGBreyer,2,2,8,0,10,2,4,0,6
78674,2017 U.S. LEXIS 2946,2016,112,SAAlito,2,2,8,0,10,2,4,0,6
78675,2017 U.S. LEXIS 2946,2016,113,SSotomayor,2,2,8,0,10,2,4,0,6
78676,2017 U.S. LEXIS 2946,2016,114,EKagan,2,2,8,0,10,2,4,0,6
78705,2017 U.S. LEXIS 3212,2016,111,JGRoberts,2,2,8,0,9,2,51,0,5
78707,2017 U.S. LEXIS 3212,2016,108,CThomas,2,2,8,0,9,2,51,0,5
78708,2017 U.S. LEXIS 3212,2016,109,RBGinsburg,2,2,8,0,9,2,51,0,5
78709,2017 U.S. LEXIS 3212,2016,110,SGBreyer,2,2,8,0,9,2,51,0,5
78710,2017 U.S. LEXIS 3212,2016,112,SAAlito,2,2,8,0,9,2,51,0,5
78711,2017 U.S. LEXIS 3212,2016,113,SSotomayor,2,2,8,0,9,2,51,0,5
78712,2017 U.S. LEXIS 3212,2016,114,EKagan,2,2,8,0,9,2,51,0,5
78741,2017 U.S. LEXIS 4041,2016,111,JGRoberts,1,2,6,2,1,1,10,0,9
78743,2017 U.S. LEXIS 4041,2016,108,CThomas,1,2,6,2,1,1,10,0,9
78744,2017 U.S. LEXIS 4041,2016,109,RBGinsburg,2,1,6,2,1,1,10,0,9
78745,2017 U.S. LEXIS 4041,2016,110,SGBreyer,1,2,6,2,1,1,10,0,9
78746,2017 U.S. LEXIS 4041,2016,112,SAAlito,1,2,6,2,1,1,10,0,9
78747,2017 U.S. LEXIS 4041,2016,113,SSotomayor,1,2,6,2,1,1,10,0,9
78748,2017 U.S. LEXIS 4041,2016,114,EKagan,2,1,6,2,1,1,10,0,9
78813,2017 U.S. LEXIS 4043,2016,111,JGRoberts,1,2,7,2,2,1,26,0,2
78815,2017 U.S. LEXIS 4043,2016,108,CThomas,1,2,7,2,2,1,26,0,2
78816,2017 U.S. LEXIS 4043,2016,109,RBGinsburg,1,2,7,2,2,1,26,0,2
78817,2017 U.S. LEXIS 4043,2016,110,SGBreyer,2,1,7,2,2,1,26,0,2
78818,2017 U.S. LEXIS 4043,2016,112,SAAlito,1,2,7,2,2,1,26,0,2
78819,2017 U.S. LEXIS 4043,2016,113,SSotomayor,1,2,7,2,2,1,26,0,2
78820,2017 U.S. LEXIS 4043,2016,114,EKagan,2,1,7,2,2,1,26,0,2
78821,2017 U.S. LEXIS 4043,2016,115,NMGorsuch,1,2,7,2,2,1,26,0,2
78840,2017 U.S. LEXIS 3873,2016,111,JGRoberts,1,2,8,1,4,1,6,0,2
78842,2017 U.S. LEXIS 3873,2016,108,CThomas,1,2,8,1,4,1,6,0,2
78843,2017 U.S. LEXIS 3873,2016,109,RBGinsburg,1,2,8,1,4,1,6,0,2
78844,2017 U.S. LEXIS 3873,2016,110,SGBreyer,1,2,8,1,4,1,6,0,2
78845,2017 U.S. LEXIS 3873,2016,112,SAAlito,1,2,8,1,4,1,6,0,2
78846,2017 U.S. LEXIS 3873,2016,113,SSotomayor,2,1,8,1,4,1,6,0,2
78847,2017 U.S. LEXIS 3873,2016,114,EKagan,1,2,8,1,4,1,6,0,2
78848,2017 U.S. LEXIS 3873,2016,115,NMGorsuch,1,2,8,1,4,1,6,0,2
78849,2017 U.S. LEXIS 3395,2016,111,JGRoberts,1,2,8,1,4,1,31,0,2
78851,2017 U.S. LEXIS 3395,2016,108,CThomas,1,2,8,1,4,1,31,0,2
78852,2017 U.S. LEXIS 3395,2016,109,RBGinsburg,1,2,8,1,4,1,31,0,2
78853,2017 U.S. LEXIS 3395,2016,110,SGBreyer,1,2,8,1,4,1,31,0,2
78854,2017 U.S. LEXIS 3395,2016,112,SAAlito,1,2,8,1,4,1,31,0,2
78855,2017 U.S. LEXIS 3395,2016,113,SSotomayor,2,1,8,1,4,1,31,0,2
78856,2017 U.S. LEXIS 3395,2016,114,EKagan,1,2,8,1,4,1,31,0,2
78857,2017 U.S. LEXIS 3395,2016,115,NMGorsuch,1,2,8,1,4,1,31,0,2
78884,2017 U.S. LEXIS 1571,2016,111,JGRoberts,2,2,8,0,4,2,33,0,2
78886,2017 U.S. LEXIS 1571,2016,108,CThomas,2,2,8,0,4,2,33,0,2
78887,2017 U.S. LEXIS 1571,2016,109,RBGinsburg,2,2,8,0,4,2,33,0,2
78888,2017 U.S. LEXIS 1571,2016,110,SGBreyer,2,2,8,0,4,2,33,0,2
78889,2017 U.S. LEXIS 1571,2016,112,SAAlito,2,2,8,0,4,2,33,0,2
78890,2017 U.S. LEXIS 1571,2016,113,SSotomayor,2,2,8,0,4,2,33,0,2
78891,2017 U.S. LEXIS 1571,2016,114,EKagan,2,2,8,0,4,2,33,0,2
78919,2017 U.S. LEXIS 4064,2016,111,JGRoberts,2,2,6,3,4,2,5,0,2
78921,2017 U.S. LEXIS 4064,2016,108,CThomas,1,1,6,3,4,2,5,0,2
78922,2017 U.S. LEXIS 4064,2016,109,RBGinsburg,2,2,6,3,4,2,5,0,2
78923,2017 U.S. LEXIS 4064,2016,110,SGBreyer,2,2,6,3,4,2,5,0,2
78924,2017 U.S. LEXIS 4064,2016,112,SAAlito,1,1,6,3,4,2,5,0,2
78925,2017 U.S. LEXIS 4064,2016,113,SSotomayor,2,2,6,3,4,2,5,0,2
78926,2017 U.S. LEXIS 4064,2016,114,EKagan,2,2,6,3,4,2,5,0,2
78927,2017 U.S. LEXIS 4064,2016,115,NMGorsuch,1,1,6,3,4,2,5,0,2
79036,2018 U.S. LEXIS 762,2017,111,JGRoberts,2,2,5,4,9,2,10,0,6
79038,2018 U.S. LEXIS 762,2017,108,CThomas,1,1,5,4,9,2,10,0,6
79039,2018 U.S. LEXIS 762,2017,109,RBGinsburg,2,2,5,4,9,2,10,0,6
79040,2018 U.S. LEXIS 762,2017,110,SGBreyer,2,2,5,4,9,2,10,0,6
79041,2018 U.S. LEXIS 762,2017,112,SAAlito,1,1,5,4,9,2,10,0,6
79042,2018 U.S. LEXIS 762,2017,113,SSotomayor,2,2,5,4,9,2,10,0,6
79043,2018 U.S. LEXIS 762,2017,114,EKagan,2,2,5,4,9,2,10,0,6
79044,2018 U.S. LEXIS 762,2017,115,NMGorsuch,1,1,5,4,9,2,10,0,6
79072,2018 U.S. LEXIS 1912,2017,111,JGRoberts,2,2,9,0,8,2,6,0,3
79074,2018 U.S. LEXIS 1912,2017,108,CThomas,2,2,9,0,8,2,6,0,3
79075,2018 U.S. LEXIS 1912,2017,109,RBGinsburg,2,2,9,0,8,2,6,0,3
79076,2018 U.S. LEXIS 1912,2017,110,SGBreyer,2,2,9,0,8,2,6,0,3
79077,2018 U.S. LEXIS 1912,2017,112,SAAlito,2,2,9,0,8,2,6,0,3
79078,2018 U.S. LEXIS 1912,2017,113,SSotomayor,2,2,9,0,8,2,6,0,3
79079,2018 U.S. LEXIS 1912,2017,114,EKagan,2,2,9,0,8,2,6,0,3
79080,2018 U.S. LEXIS 1912,2017,115,NMGorsuch,2,2,9,0,8,2,6,0,3
79081,2018 U.S. LEXIS 3386,2017,111,JGRoberts,1,2,7,2,2,1,7,0,2
79083,2018 U.S. LEXIS 3386,2017,108,CThomas,1,2,7,2,2,1,7,0,2
79084,2018 U.S. LEXIS 3386,2017,109,RBGinsburg,2,1,7,2,2,1,7,0,2
79085,2018 U.S. LEXIS 3386,2017,110,SGBreyer,1,2,7,2,2,1,7,0,2
79086,2018 U.S. LEXIS 3386,2017,112,SAAlito,1,2,7,2,2,1,7,0,2
79087,2018 U.S. LEXIS 3386,2017,113,SSotomayor,2,1,7,2,2,1,7,0,2
79088,2018 U.S. LEXIS 3386,2017,114,EKagan,1,2,7,2,2,1,7,0,2
79089,2018 U.S. LEXIS 3386,2017,115,NMGorsuch,1,2,7,2,2,1,7,0,2
79243,2018 U.S. LEXIS 2802,2017,111,JGRoberts,2,2,6,3,1,2,22,0,2
79245,2018 U.S. LEXIS 2802,2017,108,CThomas,1,1,6,3,1,2,22,0,2
79246,2018 U.S. LEXIS 2802,2017,109,RBGinsburg,2,2,6,3,1,2,22,0,2
79247,2018 U.S. LEXIS 2802,2017,110,SGBreyer,2,2,6,3,1,2,22,0,2
79248,2018 U.S. LEXIS 2802,2017,112,SAAlito,1,1,6,3,1,2,22,0,2
79249,2018 U.S. LEXIS 2802,2017,113,SSotomayor,2,2,6,3,1,2,22,0,2
79250,2018 U.S. LEXIS 2802,2017,114,EKagan,2,2,6,3,1,2,22,0,2
79251,2018 U.S. LEXIS 2802,2017,115,NMGorsuch,1,1,6,3,1,2,22,0,2
79270,2018 U.S. LEXIS 3841,2017,111,JGRoberts,1,2,5,4,1,1,55,0,2
79272,2018 U.S. LEXIS 3841,2017,108,CThomas,1,2,5,4,1,1,55,0,2
79273,2018 U.S. LEXIS 3841,2017,109,RBGinsburg,2,1,5,4,1,1,55,0,2
79274,2018 U.S. LEXIS 3841,2017,110,SGBreyer,2,1,5,4,1,1,55,0,2
79275,2018 U.S. LEXIS 3841,2017,112,SAAlito,1,2,5,4,1,1,55,0,2
79276,2018 U.S. LEXIS 3841,2017,113,SSotomayor,2,1,5,4,1,1,55,0,2
79277,2018 U.S. LEXIS 3841,2017,114,EKagan,2,1,5,4,1,1,55,0,2
79278,2018 U.S. LEXIS 3841,2017,115,NMGorsuch,1,2,5,4,1,1,55,0,2
79423,2018 U.S. LEXIS 3835,2017,111,JGRoberts,1,1,5,4,8,2,49,1,1
79425,2018 U.S. LEXIS 3835,2017,108,CThomas,2,2,5,4,8,2,49,1,1
79426,2018 U.S. LEXIS 3835,2017,109,RBGinsburg,2,2,5,4,8,2,49,1,1
79427,2018 U.S. LEXIS 3835,2017,110,SGBreyer,1,1,5,4,8,2,49,1,1
79428,2018 U.S. LEXIS 3835,2017,112,SAAlito,2,2,5,4,8,2,49,1,1
79429,2018 U.S. LEXIS 3835,2017,113,SSotomayor,1,1,5,4,8,2,49,1,1
79430,2018 U.S. LEXIS 3835,2017,114,EKagan,1,1,5,4,8,2,49,1,1
79431,2018 U.S. LEXIS 3835,2017,115,NMGorsuch,2,2,5,4,8,2,49,1,1
79468,2018 U.S. LEXIS 3085,2017,111,JGRoberts,2,2,7,2,2,2,56,0,9
79470,2018 U.S. LEXIS 3085,2017,108,CThomas,1,1,7,2,2,2,56,0,9
79471,2018 U.S. LEXIS 3085,2017,109,RBGinsburg,2,2,7,2,2,2,56,0,9
79472,2018 U.S. LEXIS 3085,2017,110,SGBreyer,2,2,7,2,2,2,56,0,9
79473,2018 U.S. LEXIS 3085,2017,112,SAAlito,1,1,7,2,2,2,56,0,9
79474,2018 U.S. LEXIS 3085,2017,113,SSotomayor,2,2,7,2,2,2,56,0,9
79475,2018 U.S. LEXIS 3085,2017,114,EKagan,2,2,7,2,2,2,56,0,9
79476,2018 U.S. LEXIS 3085,2017,115,NMGorsuch,2,2,7,2,2,2,56,0,9
79567,2018 U.S. LEXIS 3210,2017,111,JGRoberts,2,2,8,1,1,2,55,0,2
79569,2018 U.S. LEXIS 3210,2017,108,CThomas,2,2,8,1,1,2,55,0,2
79570,2018 U.S. LEXIS 3210,2017,109,RBGinsburg,2,2,8,1,1,2,55,0,2
79571,2018 U.S. LEXIS 3210,2017,110,SGBreyer,2,2,8,1,1,2,55,0,2
79572,2018 U.S. LEXIS 3210,2017,112,SAAlito,1,1,8,1,1,2,55,0,2
79573,2018 U.S. LEXIS 3210,2017,113,SSotomayor,2,2,8,1,1,2,55,0,2
79574,2018 U.S. LEXIS 3210,2017,114,EKagan,2,2,8,1,1,2,55,0,2
79575,2018 U.S. LEXIS 3210,2017,115,NMGorsuch,2,2,8,1,1,2,55,0,2
